order_number,item_id,site_code,status,production_order_id,material_price_variance,material_usage_variance,labor_rate_variance,labor_efficiency_variance,variable_overhead_variance,fixed_overhead_volume_variance,scrap_variance,substitution_variance,total_variance,settled_date
MO-024622,AFT-0025,100,Ended,24622,0.0,106.86,7.26,91.78,35.76,-424.06,199.86,0.0,17.45,2026-01-30
MO-024623,SA-0002,300,Ended,24623,0.0,304.37,-2.75,83.6,29.92,-352.65,143.28,0.0,205.77,2026-02-16
MO-024624,SA-0039,100,Ended,24624,0.0,25.26,2.57,-5.97,-2.01,143.45,15.56,0.0,178.87,2026-03-05
MO-024625,SA-0076,200,Ended,24625,0.0,27.12,0.19,1.62,0.74,89.7,23.64,0.0,143.01,2026-03-22
MO-024626,DRV-0013,100,Ended,24626,0.0,117.88,5.79,7.21,2.48,-98.0,74.79,0.0,110.15,2026-04-08
MO-024627,DRV-0050,200,Ended,24627,0.0,716.3,19.45,-7.71,-3.19,-355.25,376.48,0.0,746.07,2026-04-25
MO-024628,ACT-0027,100,Ended,24628,0.0,-734.33,16.33,-12.5,-4.65,-323.25,388.89,0.0,-669.52,2026-05-12
MO-024629,CTL-0004,300,Ended,24629,0.0,449.06,18.36,-9.33,-3.41,-109.76,124.94,0.0,469.86,2026-05-29
MO-024630,SYS-0001,100,Ended,24630,0.0,243.39,5.42,1.8,0.67,-726.52,339.0,0.0,-136.25,2026-06-15
MO-024674,DRV-0039,100,Ended,24674,0.0,15.27,14.34,-5.77,-2.25,162.45,13.48,0.0,197.53,2026-01-03
MO-024675,ACT-0016,200,Ended,24675,0.0,61.98,6.23,0.79,0.38,-2.17,43.45,0.0,110.66,2026-01-20
MO-024676,ACT-0053,100,Ended,24676,0.0,175.09,1.41,15.15,5.63,-25.22,128.16,0.0,300.22,2026-02-07
MO-024677,CTL-0030,300,Ended,24677,0.0,531.89,-2.32,39.61,14.17,-3835.25,790.71,0.0,-2461.19,2026-02-24
MO-024678,SYS-0027,100,Ended,24678,0.0,1155.6,16.41,43.05,15.98,-271.77,280.15,0.0,1239.42,2026-03-13
MO-024679,AFT-0034,100,Ended,24679,0.0,726.33,2.33,20.71,7.07,-58.78,87.7,0.0,785.36,2026-03-30
MO-024680,SA-0011,300,Ended,24680,0.0,55.85,6.05,-6.33,-2.46,133.43,62.06,0.0,248.6,2026-04-16
MO-024681,SA-0048,100,Ended,24681,0.0,8.97,6.21,1.0,0.15,-418.34,32.24,0.0,-369.77,2026-05-03
MO-024682,SA-0085,200,Ended,24682,0.0,138.1,14.74,-4.1,-0.99,-103.97,81.47,0.0,125.25,2026-05-20
MO-024683,DRV-0022,200,Ended,24683,0.0,196.82,7.17,-10.48,-3.84,-232.39,335.92,0.0,293.2,2026-06-06
MO-024684,DRV-0059,100,Released,24684,0.0,0.0,0.0,-115.72,-42.13,157.85,0.0,0.0,0.0,
MO-024728,SA-0037,200,Ended,24728,0.0,69.05,3.25,-5.9,-2.29,-0.85,31.66,0.0,94.92,2026-01-11
MO-024729,SA-0074,300,Ended,24729,0.0,32.99,5.17,-6.16,-2.28,83.41,7.38,0.0,120.52,2026-01-28
MO-024730,DRV-0011,100,Ended,24730,0.0,179.59,0.84,4.91,1.86,96.83,144.09,0.0,428.12,2026-02-14
MO-024731,DRV-0048,200,Ended,24731,0.0,219.17,-3.5,3.4,1.12,-448.75,146.57,0.0,-82.0,2026-03-03
MO-024732,ACT-0025,100,Ended,24732,0.0,1081.5,0.72,18.57,6.87,-766.06,587.2,0.0,928.79,2026-03-20
MO-024733,CTL-0002,300,Ended,24733,0.0,72.53,12.18,38.3,13.43,-313.81,197.92,0.0,20.56,2026-04-06
MO-024734,CTL-0039,300,Ended,24734,0.0,-740.77,29.63,9.76,2.78,-287.36,263.73,0.0,-722.23,2026-04-23
MO-024735,AFT-0006,300,Ended,24735,0.0,1831.0,24.17,73.84,26.95,-7151.06,5035.62,0.0,-159.48,2026-05-10
MO-024736,AFT-0043,100,Ended,24736,0.0,83.95,9.21,-3.74,-1.43,11.2,42.1,0.0,141.3,2026-05-27
MO-024737,SA-0020,300,Ended,24737,0.0,31.34,8.93,-3.71,-0.95,48.83,23.49,0.0,107.94,2026-06-13
MO-024781,CTL-0028,300,Ended,24781,0.0,1011.43,11.39,-2.4,-1.25,-798.2,849.37,0.0,1070.33,2026-01-02
MO-024782,SYS-0025,100,Ended,24782,0.0,625.75,9.31,-5.34,-1.96,-919.75,220.0,0.0,-72.0,2026-01-19
MO-024783,AFT-0032,100,Ended,24783,0.0,896.76,46.43,-31.77,-12.36,-374.73,232.78,0.0,757.12,2026-02-05
MO-024784,SA-0009,100,Ended,24784,0.0,3.95,0.18,-4.99,-1.87,59.88,11.15,0.0,68.31,2026-02-22
MO-024785,SA-0046,200,Ended,24785,0.0,20.89,-1.06,0.13,0.08,107.14,30.1,0.0,157.28,2026-03-11
MO-024786,SA-0083,300,Ended,24786,0.0,177.24,8.32,16.1,6.31,124.09,145.93,0.0,477.99,2026-03-28
MO-024787,DRV-0020,200,Ended,24787,0.0,189.31,1.34,5.64,2.19,-101.16,114.81,0.0,212.13,2026-04-14
MO-024788,DRV-0057,100,Ended,24788,0.0,816.52,8.72,18.7,6.98,-496.9,541.83,0.0,895.86,2026-05-01
MO-024789,ACT-0034,200,Ended,24789,0.0,143.79,18.0,14.81,5.0,94.73,30.48,0.0,306.81,2026-05-18
MO-024790,CTL-0011,300,Ended,24790,0.0,-509.72,27.14,43.73,14.92,-1928.52,1992.84,0.0,-359.59,2026-06-04
MO-024791,SYS-0008,300,Reported Finished,24791,0.0,1196.17,46.68,35.33,12.64,-122.77,38.15,0.0,1206.2,
MO-024835,DRV-0046,200,Ended,24835,0.0,45.34,10.83,0.22,0.59,2.65,175.46,0.0,235.1,2026-01-10
MO-024836,ACT-0023,100,Ended,24836,0.0,1093.15,5.21,-6.49,-2.74,-572.91,647.42,0.0,1163.65,2026-01-27
MO-024837,ACT-0060,200,Ended,24837,0.0,12.93,3.3,-3.75,-1.3,-1321.43,58.86,0.0,-1251.39,2026-02-13
MO-024838,CTL-0037,300,Ended,24838,0.0,958.62,7.7,-22.75,-8.49,-1925.96,1212.82,0.0,221.93,2026-03-02
MO-024839,AFT-0004,100,Ended,24839,0.0,-556.7,-13.0,-0.91,0.65,-360.03,375.14,0.0,-554.84,2026-03-19
MO-024840,AFT-0041,100,Ended,24840,0.0,108.02,3.78,0.68,0.31,46.0,87.23,0.0,246.02,2026-04-05
MO-024841,SA-0018,100,Ended,24841,0.0,68.77,4.88,2.25,0.77,-526.49,70.4,0.0,-379.42,2026-04-22
MO-024842,SA-0055,200,Ended,24842,0.0,94.91,17.56,17.08,6.24,-195.35,110.47,0.0,50.92,2026-05-09
MO-024843,SA-0092,300,Ended,24843,0.0,36.16,3.74,5.21,1.78,-7.63,19.57,0.0,58.83,2026-05-26
MO-024844,DRV-0029,100,Ended,24844,0.0,-27.03,11.58,14.95,5.52,-8.7,113.2,0.0,109.52,2026-06-12
MO-024845,ACT-0006,200,Reported Finished,24845,0.0,1254.85,17.39,26.46,8.63,-2303.09,46.92,0.0,-948.84,
MO-024889,SA-0044,300,Ended,24889,0.0,-13.45,5.28,6.31,2.17,34.55,4.79,0.0,39.65,2026-01-17
MO-024890,SA-0081,100,Ended,24890,0.0,212.63,8.27,-0.43,-0.17,-56.2,140.98,0.0,305.08,2026-02-03
MO-024891,DRV-0018,200,Ended,24891,0.0,419.12,2.03,-4.75,-1.87,-1601.32,235.0,0.0,-951.79,2026-02-20
MO-024892,DRV-0055,100,Ended,24892,0.0,4879.83,1.68,-2.54,-0.88,-1311.91,1134.09,0.0,4700.27,2026-03-09
MO-024893,ACT-0032,200,Ended,24893,0.0,106.07,-10.02,-15.65,-5.55,-114.38,41.88,0.0,2.35,2026-03-27
MO-024894,CTL-0009,300,Ended,24894,0.0,432.82,1.63,-0.97,-0.47,-271.29,205.19,0.0,366.92,2026-04-13
MO-024895,SYS-0006,300,Ended,24895,0.0,377.33,33.3,38.55,13.59,-2017.32,382.04,0.0,-1172.5,2026-04-30
MO-024896,AFT-0013,100,Ended,24896,0.0,131.87,8.18,2.23,0.82,-123.37,176.8,0.0,196.54,2026-05-17
MO-024897,AFT-0050,100,Ended,24897,0.0,71.71,3.14,-0.45,-0.19,-93.55,148.28,0.0,128.94,2026-06-03
MO-024898,SA-0027,100,Ended,24898,0.0,148.23,7.18,5.64,1.88,136.6,45.0,0.0,344.53,2026-06-20
MO-024942,CTL-0035,300,Ended,24942,0.0,3647.99,53.51,88.31,34.04,-1114.36,1295.55,0.0,4005.05,2026-01-08
MO-024943,AFT-0002,100,Ended,24943,0.0,-188.43,41.09,68.29,23.58,-798.85,572.32,0.0,-281.99,2026-01-25
MO-024944,AFT-0039,300,Ended,24944,0.0,885.0,3.99,2.73,1.24,-89.42,128.3,0.0,931.83,2026-02-11
MO-024945,SA-0016,200,Ended,24945,0.0,33.28,2.84,0.36,0.02,39.5,20.57,0.0,96.57,2026-02-28
MO-024946,SA-0053,300,Ended,24946,0.0,34.1,0.69,-4.22,-1.36,-34.78,156.48,0.0,150.9,2026-03-17
MO-024947,SA-0090,100,Ended,24947,0.0,68.36,-0.58,-3.51,-1.27,-1517.15,71.05,0.0,-1383.1,2026-04-03
MO-024948,DRV-0027,100,Ended,24948,0.0,265.88,1.68,-9.17,-3.04,-139.76,163.63,0.0,279.21,2026-04-20
MO-024949,ACT-0004,200,Ended,24949,0.0,72.71,3.47,-6.62,-2.53,26.38,18.26,0.0,111.67,2026-05-07
MO-024950,ACT-0041,100,Ended,24950,0.0,543.55,27.51,18.17,6.61,-185.87,310.47,0.0,720.44,2026-05-24
MO-024951,CTL-0018,300,Ended,24951,0.0,588.27,60.27,55.5,19.55,-2030.42,479.54,0.0,-827.29,2026-06-10
MO-024952,SYS-0015,100,Started,24952,0.0,10690.34,2.14,-2.47,-0.94,44.94,82.54,0.0,10816.55,
MO-024996,DRV-0053,100,Ended,24996,0.0,2305.93,14.11,14.77,5.53,-537.84,698.86,0.0,2501.36,2026-01-16
MO-024997,ACT-0030,200,Ended,24997,0.0,46.31,41.24,55.5,20.48,-1306.17,119.82,0.0,-1022.81,2026-02-02
MO-024998,CTL-0007,300,Ended,24998,0.0,-920.75,26.97,47.85,16.18,-1367.33,617.95,0.0,-1579.14,2026-02-19
MO-024999,SYS-0004,300,Ended,24999,0.0,40.57,20.37,73.63,28.07,30.22,47.58,0.0,240.43,2026-03-08
MO-025000,AFT-0011,100,Ended,25000,0.0,44.44,0.26,-1.3,-0.51,6.07,34.48,0.0,83.44,2026-03-25
MO-025001,AFT-0048,300,Ended,25001,0.0,504.18,-0.42,-4.63,-1.65,-511.66,207.54,0.0,193.35,2026-04-11
MO-025002,SA-0025,200,Ended,25002,0.0,181.38,0.32,-4.82,-1.82,-128.93,75.86,0.0,121.97,2026-04-28
MO-025003,SA-0062,300,Ended,25003,0.0,1.03,3.76,-7.22,-2.32,-3.94,41.83,0.0,33.14,2026-05-15
MO-025004,SA-0099,100,Ended,25004,0.0,374.04,20.48,0.11,-0.1,-43.21,73.27,0.0,424.58,2026-06-01
MO-025005,DRV-0036,200,Ended,25005,0.0,269.85,15.86,3.8,1.6,-2026.98,673.74,0.0,-1062.13,2026-06-18
MO-025049,SA-0014,300,Ended,25049,0.0,19.57,4.1,1.12,0.4,21.78,7.41,0.0,54.38,2026-01-07
MO-025050,SA-0051,100,Ended,25050,0.0,80.7,6.09,7.39,2.92,-94.83,190.52,0.0,192.79,2026-01-24
MO-025051,SA-0088,200,Ended,25051,0.0,19.84,9.54,5.71,2.11,49.86,36.48,0.0,123.54,2026-02-10
MO-025052,DRV-0025,100,Ended,25052,0.0,857.85,21.5,41.77,15.58,-754.38,470.58,0.0,652.91,2026-02-27
MO-025053,ACT-0002,200,Ended,25053,0.0,190.3,11.04,39.74,13.59,-111.06,71.72,0.0,215.33,2026-03-16
MO-025054,ACT-0039,100,Ended,25054,0.0,738.45,4.98,17.53,6.03,-167.19,106.38,0.0,706.18,2026-04-02
MO-025055,CTL-0016,300,Ended,25055,0.0,579.04,-10.08,22.25,7.88,-193.17,238.92,0.0,644.84,2026-04-19
MO-025056,SYS-0013,100,Ended,25056,0.0,35.85,0.11,-2.85,-1.1,-36.99,52.31,0.0,47.34,2026-05-06
MO-025057,AFT-0020,100,Ended,25057,0.0,-46.91,1.86,-6.51,-2.15,9.19,47.03,0.0,2.52,2026-05-23
MO-025058,AFT-0057,300,Ended,25058,0.0,113.37,10.87,-9.91,-3.82,84.08,43.3,0.0,237.89,2026-06-09
MO-025059,SA-0034,200,Released,25059,0.0,0.0,0.0,-109.87,-39.75,149.63,0.0,0.0,0.0,
MO-025103,SYS-0002,300,Ended,25103,0.0,887.69,35.57,13.68,4.86,-725.26,428.3,0.0,644.84,2026-01-14
MO-025104,AFT-0009,300,Ended,25104,0.0,21.87,5.49,-6.36,-2.42,192.12,9.34,0.0,220.04,2026-01-31
MO-025105,AFT-0046,100,Ended,25105,0.0,107.8,2.77,-0.32,-0.11,-37.51,66.41,0.0,139.05,2026-02-17
MO-025106,SA-0023,300,Ended,25106,0.0,387.27,8.15,9.19,3.26,-79.66,201.66,0.0,529.87,2026-03-06
MO-025107,SA-0060,100,Ended,25107,0.0,94.08,8.18,12.83,4.4,-659.81,41.72,0.0,-498.61,2026-03-23
MO-025108,SA-0097,200,Ended,25108,0.0,215.32,-0.42,44.44,16.53,-425.5,144.27,0.0,-5.37,2026-04-09
MO-025109,DRV-0034,200,Ended,25109,0.0,-88.16,-2.87,14.86,4.88,15.88,38.16,0.0,-17.24,2026-04-26
MO-025110,ACT-0011,100,Ended,25110,0.0,281.71,18.91,2.72,2.38,-158.04,291.61,0.0,439.28,2026-05-14
MO-025111,ACT-0048,200,Ended,25111,0.0,164.7,3.17,-1.95,-1.25,-4116.34,268.39,0.0,-3683.29,2026-05-31
MO-025112,CTL-0025,300,Ended,25112,0.0,111.19,1.37,-5.14,-2.04,-43.02,55.82,0.0,118.19,2026-06-17
MO-025156,DRV-0023,100,Ended,25156,0.0,255.59,25.92,-14.58,-5.45,-240.44,407.89,0.0,428.93,2026-01-05
MO-025157,DRV-0060,200,Ended,25157,0.0,56.87,8.35,-8.48,-3.07,-2319.02,100.92,0.0,-2164.43,2026-01-22
MO-025158,ACT-0037,100,Ended,25158,0.0,5004.1,24.65,0.24,0.07,-1355.92,1061.58,0.0,4734.72,2026-02-08
MO-025159,CTL-0014,300,Ended,25159,0.0,167.8,21.1,25.57,9.11,-375.04,65.86,0.0,-85.6,2026-02-25
MO-025160,SYS-0011,100,Ended,25160,0.0,50.73,3.27,-6.16,-2.25,135.57,76.54,0.0,257.71,2026-03-14
MO-025161,AFT-0018,300,Ended,25161,0.0,-21.72,4.04,3.94,1.33,-129.36,46.69,0.0,-95.07,2026-03-31
MO-025162,AFT-0055,100,Ended,25162,0.0,23.87,-0.17,16.97,6.3,-50.25,29.55,0.0,26.25,2026-04-17
MO-025163,SA-0032,300,Ended,25163,0.0,3.25,-4.53,15.47,5.91,10.41,19.11,0.0,49.62,2026-05-04
MO-025164,SA-0069,100,Ended,25164,0.0,124.39,0.42,19.04,6.69,35.32,31.36,0.0,217.22,2026-05-21
MO-025165,DRV-0006,200,Ended,25165,0.0,1994.76,11.03,2.44,1.87,-2065.39,800.0,0.0,744.7,2026-06-07
MO-025166,DRV-0043,100,Reported Finished,25166,0.0,2851.87,27.86,-4.66,-2.16,-616.09,81.43,0.0,2338.25,
MO-025210,SA-0021,100,Ended,25210,0.0,261.27,3.9,-3.87,-0.85,-135.44,165.38,0.0,290.38,2026-01-13
MO-025211,SA-0058,200,Ended,25211,0.0,90.52,12.94,-11.49,-4.21,25.84,54.91,0.0,168.51,2026-01-30
MO-025212,SA-0095,300,Ended,25212,0.0,265.17,22.23,1.21,0.46,-103.6,267.71,0.0,453.18,2026-02-16
MO-025213,DRV-0032,200,Ended,25213,0.0,-25.75,13.51,-0.82,-0.37,-139.46,43.72,0.0,-109.17,2026-03-05
MO-025214,ACT-0009,100,Ended,25214,0.0,-95.29,13.74,8.79,3.17,-70.41,50.97,0.0,-89.02,2026-03-22
MO-025215,ACT-0046,200,Ended,25215,0.0,407.97,17.41,26.4,9.18,-422.3,475.47,0.0,514.13,2026-04-08
MO-025216,CTL-0023,300,Ended,25216,0.0,136.93,1.34,-3.79,-1.49,157.48,74.59,0.0,365.05,2026-04-25
MO-025217,SYS-0020,300,Ended,25217,0.0,133.87,-2.24,5.69,2.19,-214.61,237.04,0.0,161.93,2026-05-12
MO-025218,AFT-0027,300,Ended,25218,0.0,28.41,0.43,17.98,6.71,45.28,22.96,0.0,121.77,2026-05-29
MO-025219,SA-0004,200,Ended,25219,0.0,-18.79,1.36,14.01,4.83,72.32,11.3,0.0,85.04,2026-06-15
MO-025263,CTL-0012,300,Ended,25263,0.0,8782.2,-7.45,45.51,16.35,-3169.41,1568.94,0.0,7236.13,2026-01-03
MO-025264,SYS-0009,100,Ended,25264,0.0,35.62,1.29,-0.69,-0.26,85.69,8.25,0.0,129.89,2026-01-20
MO-025265,AFT-0016,100,Ended,25265,0.0,174.55,8.75,-8.31,-2.95,-4.65,169.16,0.0,336.55,2026-02-07
MO-025266,AFT-0053,100,Ended,25266,0.0,20.29,11.36,-8.14,-2.96,-16.57,67.9,0.0,71.87,2026-02-24
MO-025267,SA-0030,100,Ended,25267,0.0,27.28,11.11,-3.57,-1.21,-721.38,44.73,0.0,-643.03,2026-03-13
MO-025268,SA-0067,200,Ended,25268,0.0,319.16,7.52,12.5,4.97,-526.79,173.36,0.0,-9.28,2026-03-30
MO-025269,DRV-0004,200,Ended,25269,0.0,87.02,5.42,4.16,1.63,18.41,68.96,0.0,185.6,2026-04-16
MO-025270,DRV-0041,100,Ended,25270,0.0,161.54,22.09,11.24,4.25,-136.54,190.02,0.0,252.61,2026-05-03
MO-025271,ACT-0018,200,Ended,25271,0.0,10.73,-19.64,60.16,21.33,-5032.33,737.7,0.0,-4222.06,2026-05-20
MO-025272,ACT-0055,100,Ended,25272,0.0,165.43,2.88,2.16,0.84,-2.56,96.07,0.0,264.82,2026-06-06
MO-025273,CTL-0032,300,Started,25273,0.0,4802.46,0.29,1.44,0.49,-13.29,38.96,0.0,4830.35,
MO-025317,DRV-0030,200,Ended,25317,0.0,46.12,4.28,17.99,6.09,-2731.4,120.88,0.0,-2536.03,2026-01-11
MO-025318,ACT-0007,100,Ended,25318,0.0,-447.93,16.94,25.54,8.39,-1919.57,774.68,0.0,-1541.94,2026-01-28
MO-025319,ACT-0044,200,Ended,25319,0.0,19.28,20.65,47.45,16.99,-117.99,33.45,0.0,19.83,2026-02-14
MO-025320,CTL-0021,300,Ended,25320,0.0,90.97,6.03,-6.62,-2.58,24.83,63.69,0.0,176.32,2026-03-03
MO-025321,SYS-0018,300,Ended,25321,0.0,43.87,8.16,-9.87,-3.42,-563.8,50.51,0.0,-474.55,2026-03-20
MO-025322,AFT-0025,100,Ended,25322,0.0,42.6,3.96,-0.96,-0.29,-74.75,49.97,0.0,20.51,2026-04-06
MO-025323,SA-0002,300,Ended,25323,0.0,25.48,2.87,1.33,0.44,-10.62,32.75,0.0,52.25,2026-04-23
MO-025324,SA-0039,100,Ended,25324,0.0,-97.36,1.67,16.65,6.06,-4.6,72.61,0.0,-4.97,2026-05-10
MO-025325,SA-0076,200,Ended,25325,0.0,64.11,-8.84,5.23,1.83,-24.62,106.37,0.0,144.07,2026-05-27
MO-025326,DRV-0013,100,Ended,25326,0.0,278.91,-4.03,43.7,17.24,-552.84,299.17,0.0,82.16,2026-06-13
MO-025370,AFT-0051,300,Ended,25370,0.0,13.62,-2.71,6.33,2.35,-129.88,235.17,0.0,124.87,2026-01-02
MO-025371,SA-0028,200,Ended,25371,0.0,44.84,-0.69,6.3,2.15,-31.54,59.28,0.0,80.34,2026-01-19
MO-025372,SA-0065,300,Ended,25372,0.0,390.11,3.94,18.68,6.92,-59.65,147.53,0.0,507.53,2026-02-05
MO-025373,DRV-0002,200,Ended,25373,0.0,912.29,11.18,16.37,5.05,-517.49,408.75,0.0,836.15,2026-02-22
MO-025374,DRV-0039,100,Ended,25374,0.0,24.87,37.05,49.37,21.78,-112.19,53.94,0.0,74.82,2026-03-11
MO-025375,ACT-0016,200,Ended,25375,0.0,181.47,42.59,-10.49,-5.56,-183.56,190.09,0.0,214.54,2026-03-28
MO-025376,ACT-0053,100,Ended,25376,0.0,19.41,4.24,-8.41,-3.16,73.05,27.46,0.0,112.6,2026-04-14
MO-025377,CTL-0030,300,Ended,25377,0.0,-53.45,2.68,-6.79,-2.48,-718.27,175.71,0.0,-602.6,2026-05-01
MO-025378,SYS-0027,100,Ended,25378,0.0,209.26,0.9,3.41,1.24,-28.25,70.04,0.0,256.58,2026-05-18
MO-025379,AFT-0034,100,Ended,25379,0.0,155.9,-1.38,0.15,0.04,30.37,20.05,0.0,205.13,2026-06-04
MO-025380,SA-0011,300,Released,25380,0.0,0.0,0.0,-104.15,-40.14,144.29,0.0,0.0,0.0,
MO-025424,CTL-0019,300,Ended,25424,0.0,75.63,0.69,4.44,1.63,25.5,15.13,0.0,123.02,2026-01-10
MO-025425,SYS-0016,300,Ended,25425,0.0,250.87,-0.61,0.35,0.09,-132.6,202.22,0.0,320.32,2026-01-27
MO-025426,AFT-0023,100,Ended,25426,0.0,61.82,2.88,6.26,2.3,109.97,38.25,0.0,221.47,2026-02-13
MO-025427,AFT-0060,300,Ended,25427,0.0,18.41,5.32,5.54,2.29,-368.9,45.82,0.0,-291.53,2026-03-02
MO-025428,SA-0037,200,Ended,25428,0.0,103.13,9.66,16.7,6.67,-285.12,147.75,0.0,-1.21,2026-03-19
MO-025429,SA-0074,300,Ended,25429,0.0,66.85,28.58,29.35,12.69,-137.8,33.22,0.0,32.9,2026-04-05
MO-025430,DRV-0011,100,Ended,25430,0.0,638.29,27.82,-17.12,-7.96,-409.3,576.37,0.0,808.1,2026-04-22
MO-025431,DRV-0048,200,Ended,25431,0.0,841.23,19.59,-36.41,-13.03,-2140.41,641.23,0.0,-687.8,2026-05-09
MO-025432,ACT-0025,100,Ended,25432,0.0,229.15,-0.07,-6.18,-2.33,-84.86,125.83,0.0,261.55,2026-05-26
MO-025433,CTL-0002,300,Ended,25433,0.0,140.54,-0.61,-4.3,-1.49,58.84,43.98,0.0,236.95,2026-06-12
MO-025434,CTL-0039,300,Released,25434,0.0,0.0,0.0,-33.24,-12.81,46.05,0.0,0.0,0.0,
MO-025478,DRV-0037,100,Ended,25478,0.0,7304.76,-12.88,18.62,6.76,-1836.68,1251.46,0.0,6732.03,2026-01-17
MO-025479,ACT-0014,200,Ended,25479,0.0,264.18,14.17,69.68,24.53,-553.28,95.28,0.0,-85.44,2026-02-03
MO-025480,ACT-0051,100,Ended,25480,0.0,660.39,5.27,5.41,2.13,-250.39,341.27,0.0,764.08,2026-02-20
MO-025481,CTL-0028,300,Ended,25481,0.0,75.49,1.81,0.61,0.26,-112.85,188.75,0.0,154.06,2026-03-09
MO-025482,SYS-0025,100,Ended,25482,0.0,105.11,6.18,4.54,1.69,-110.51,55.0,0.0,62.01,2026-03-27
MO-025483,AFT-0032,100,Ended,25483,0.0,206.91,9.4,14.66,5.74,-34.07,53.21,0.0,255.85,2026-04-13
MO-025484,SA-0009,100,Ended,25484,0.0,278.39,29.07,17.55,6.13,-22.49,52.06,0.0,360.7,2026-04-30
MO-025485,SA-0046,200,Ended,25485,0.0,86.03,8.06,-12.88,-5.61,-47.48,135.43,0.0,163.54,2026-05-17
MO-025486,SA-0083,300,Ended,25486,0.0,308.22,9.23,-19.81,-7.31,-397.52,583.73,0.0,476.54,2026-06-03
MO-025487,DRV-0020,200,Ended,25487,0.0,314.77,-10.09,-17.0,-6.21,-629.53,502.31,0.0,154.26,2026-06-20
MO-025531,AFT-0058,100,Ended,25531,0.0,37.73,4.04,-8.19,-3.0,45.26,39.77,0.0,115.63,2026-01-08
MO-025532,SA-0035,300,Ended,25532,0.0,246.25,-5.99,-2.47,-1.0,-210.49,265.4,0.0,291.7,2026-01-25
MO-025533,SA-0072,100,Ended,25533,0.0,100.95,-2.5,3.58,1.54,-1159.77,67.07,0.0,-989.11,2026-02-11
MO-025534,DRV-0009,100,Ended,25534,0.0,116.19,13.81,33.23,12.36,-75.35,42.67,0.0,142.91,2026-02-28
MO-025535,DRV-0046,200,Ended,25535,0.0,1748.55,43.32,78.37,28.04,-658.42,767.66,0.0,2007.51,2026-03-17
MO-025536,ACT-0023,100,Ended,25536,0.0,197.34,4.42,0.46,0.2,-47.6,138.73,0.0,293.55,2026-04-03
MO-025537,ACT-0060,200,Ended,25537,0.0,17.48,2.8,-0.19,-0.09,-234.75,13.08,0.0,-201.69,2026-04-20
MO-025538,CTL-0037,300,Ended,25538,0.0,-234.65,11.78,11.54,4.47,-355.35,303.2,0.0,-259.0,2026-05-07
MO-025539,AFT-0004,100,Ended,25539,0.0,-390.92,5.31,2.1,-0.09,-46.09,85.75,0.0,-343.95,2026-05-24
MO-025540,AFT-0041,100,Ended,25540,0.0,416.66,6.38,-8.61,-3.05,-298.9,407.06,0.0,519.54,2026-06-10
MO-025541,SA-0018,100,Reported Finished,25541,0.0,2597.93,-2.45,-14.29,-5.26,-2129.19,79.2,0.0,525.94,
MO-025585,CTL-0026,300,Ended,25585,0.0,120.69,-0.1,-3.58,-1.25,-61.94,104.44,0.0,158.25,2026-01-16
MO-025586,SYS-0023,100,Ended,25586,0.0,804.34,-2.46,-8.42,-3.32,-173.98,326.74,0.0,942.9,2026-02-02
MO-025587,AFT-0030,300,Ended,25587,0.0,61.06,-1.43,-3.78,-1.33,-837.73,41.04,0.0,-742.16,2026-02-19
MO-025588,SA-0007,200,Ended,25588,0.0,61.97,16.9,18.68,6.94,-246.2,152.59,0.0,10.88,2026-03-08
MO-025589,SA-0044,300,Ended,25589,0.0,123.88,7.96,9.46,3.16,-64.15,21.57,0.0,101.88,2026-03-25
MO-025590,SA-0081,100,Ended,25590,0.0,521.9,30.34,39.27,14.53,-584.76,563.93,0.0,585.21,2026-04-11
MO-025591,DRV-0018,200,Ended,25591,0.0,1147.88,32.05,75.79,26.57,-7625.82,1028.13,0.0,-5315.4,2026-04-28
MO-025592,DRV-0055,100,Ended,25592,0.0,806.41,1.31,-3.29,-1.37,-204.19,243.02,0.0,841.89,2026-05-15
MO-025593,ACT-0032,200,Ended,25593,0.0,12.17,6.8,5.88,2.12,43.37,9.31,0.0,79.64,2026-06-01
MO-025594,CTL-0009,300,Ended,25594,0.0,9.23,1.89,1.6,0.53,52.84,51.3,0.0,117.37,2026-06-18
MO-025638,DRV-0007,100,Ended,25638,0.0,1181.9,15.17,2.76,2.64,-984.02,379.65,0.0,598.09,2026-01-07
MO-025639,DRV-0044,200,Ended,25639,0.0,198.89,0.59,-3.66,-2.06,-286.69,38.33,0.0,-54.6,2026-01-24
MO-025640,ACT-0021,100,Ended,25640,0.0,152.49,-1.23,-8.41,-3.15,76.07,69.61,0.0,285.37,2026-02-10
MO-025641,ACT-0058,200,Ended,25641,0.0,24.81,-0.28,-6.08,-2.3,38.31,28.85,0.0,83.31,2026-02-27
MO-025642,CTL-0035,300,Ended,25642,0.0,579.13,7.62,-2.3,-0.66,-177.62,323.89,0.0,730.07,2026-03-16
MO-025643,AFT-0002,100,Ended,25643,0.0,-245.16,4.54,0.17,-0.02,-108.81,130.82,0.0,-218.47,2026-04-02
MO-025644,AFT-0039,300,Ended,25644,0.0,2231.08,16.56,13.1,4.81,-576.71,598.74,0.0,2287.58,2026-04-19
MO-025645,SA-0016,200,Ended,25645,0.0,101.02,15.91,14.34,5.54,-41.8,92.57,0.0,187.57,2026-05-06
