item_id,site_code,warehouse_code,location_code,lot_number,on_hand_quantity,reserved_quantity,quality_hold_quantity,standard_unit_cost,last_movement_date,item_type,product_family
RM-0024,400,400-RM,400-RM-01,,14.274,2.5693,0.0,30.8,2023-12-31,Raw Material,
RM-0025,100,100-RM,100-RM-01,,18.3,3.294,0.0,31.61,2026-06-27,Raw Material,
RM-0025,200,200-RM,200-RM-01,,18.3,3.294,0.0,31.61,2023-12-31,Raw Material,
RM-0025,300,300-RM,300-RM-01,,18.3,3.294,0.0,31.61,2026-06-10,Raw Material,
RM-0025,400,400-RM,400-RM-01,,32.94,5.9292,0.0,31.61,2023-12-31,Raw Material,
RM-0026,100,100-RM,100-RM-01,,47.275,8.5095,0.0,32.43,2026-06-25,Raw Material,
RM-0026,200,200-RM,200-RM-01,,47.275,8.5095,0.0,32.43,2023-12-31,Raw Material,
RM-0026,300,300-RM,300-RM-01,,47.275,8.5095,0.0,32.43,2026-06-27,Raw Material,
RM-0026,400,400-RM,400-RM-01,,85.095,15.3171,0.0,32.43,2023-12-31,Raw Material,
RM-0027,100,100-RM,100-RM-01,,115.9,20.862,0.0,33.25,2026-06-22,Raw Material,
RM-0027,200,200-RM,200-RM-01,,115.9,20.862,0.0,33.25,2026-06-25,Raw Material,
RM-0027,300,300-RM,300-RM-01,,115.9,20.862,0.0,33.25,2026-06-27,Raw Material,
RM-0027,400,400-RM,400-RM-01,,208.62,37.5516,0.0,33.25,2023-12-31,Raw Material,
RM-0028,100,100-RM,100-RM-01,,343.125,61.7625,0.0,34.07,2026-06-25,Raw Material,
RM-0028,200,200-RM,200-RM-01,,343.125,61.7625,0.0,34.07,2026-06-25,Raw Material,
RM-0028,300,300-RM,300-RM-01,,343.125,61.7625,0.0,34.07,2026-06-21,Raw Material,
RM-0028,400,400-RM,400-RM-01,,617.625,111.1725,0.0,34.07,2023-12-31,Raw Material,
RM-0029,100,100-RM,100-RM-01,,793.0,142.74,0.0,34.89,2026-06-27,Raw Material,
RM-0029,200,200-RM,200-RM-01,,793.0,142.74,0.0,34.89,2023-12-31,Raw Material,
RM-0029,300,300-RM,300-RM-01,,793.0,142.74,0.0,34.89,2026-06-16,Raw Material,
RM-0029,400,400-RM,400-RM-01,,1427.4,256.932,0.0,34.89,2023-12-31,Raw Material,
RM-0030,100,100-RM,100-RM-01,,3.66,0.6588,0.0,35.71,2026-06-24,Raw Material,
RM-0030,200,200-RM,200-RM-01,,3.66,0.6588,0.0,35.71,2026-06-09,Raw Material,
RM-0030,300,300-RM,300-RM-01,,3.66,0.6588,0.0,35.71,2026-06-25,Raw Material,
RM-0030,400,400-RM,400-RM-01,,6.588,1.1858,0.0,35.71,2023-12-31,Raw Material,
RM-0031,100,100-RM,100-RM-01,,23.6375,4.2548,0.0,11.16,2026-06-27,Raw Material,
RM-0031,200,200-RM,200-RM-01,,23.6375,4.2548,0.0,11.16,2026-06-27,Raw Material,
RM-0031,300,300-RM,300-RM-01,,23.6375,4.2548,0.0,11.16,2026-06-13,Raw Material,
RM-0031,400,400-RM,400-RM-01,,42.5475,7.6586,0.0,11.16,2023-12-31,Raw Material,
RM-0032,100,100-RM,100-RM-01,,57.95,10.431,0.0,11.98,2026-06-15,Raw Material,
RM-0032,200,200-RM,200-RM-01,,57.95,10.431,0.0,11.98,2026-06-24,Raw Material,
RM-0032,300,300-RM,300-RM-01,,57.95,10.431,0.0,11.98,2026-06-24,Raw Material,
RM-0032,400,400-RM,400-RM-01,,104.31,18.7758,0.0,11.98,2023-12-31,Raw Material,
RM-0033,100,100-RM,100-RM-01,,137.25,24.705,0.0,12.8,2026-06-27,Raw Material,
RM-0033,200,200-RM,200-RM-01,,137.25,24.705,0.0,12.8,2026-06-19,Raw Material,
RM-0033,300,300-RM,300-RM-01,,137.25,24.705,0.0,12.8,2026-06-15,Raw Material,
RM-0033,400,400-RM,400-RM-01,,247.05,44.469,0.0,12.8,2023-12-31,Raw Material,
RM-0034,100,100-RM,100-RM-01,,396.5,71.37,0.0,13.61,2026-06-21,Raw Material,
RM-0034,200,200-RM,200-RM-01,,396.5,71.37,0.0,13.61,2026-06-14,Raw Material,
RM-0034,300,300-RM,300-RM-01,,396.5,71.37,0.0,13.61,2026-06-24,Raw Material,
RM-0034,400,400-RM,400-RM-01,,713.7,128.466,0.0,13.61,2023-12-31,Raw Material,
RM-0035,100,100-RM,100-RM-01,,366.0,65.88,0.0,14.43,2026-06-25,Raw Material,
RM-0035,200,200-RM,200-RM-01,,366.0,65.88,0.0,14.43,2023-12-31,Raw Material,
RM-0035,300,300-RM,300-RM-01,,366.0,65.88,0.0,14.43,2026-06-19,Raw Material,
RM-0035,400,400-RM,400-RM-01,,658.8,118.584,0.0,14.43,2023-12-31,Raw Material,
RM-0036,100,100-RM,100-RM-01,,4.7275,0.851,0.0,15.25,2026-06-19,Raw Material,
RM-0036,200,200-RM,200-RM-01,,4.7275,0.851,0.0,15.25,2026-06-18,Raw Material,
RM-0036,300,300-RM,300-RM-01,,4.7275,0.851,0.0,15.25,2026-06-27,Raw Material,
RM-0036,400,400-RM,400-RM-01,,8.5095,1.5317,0.0,15.25,2023-12-31,Raw Material,
RM-0037,100,100-RM,100-RM-01,,28.975,5.2155,0.0,16.07,2026-06-25,Raw Material,
RM-0037,200,200-RM,200-RM-01,,28.975,5.2155,0.0,16.07,2026-06-16,Raw Material,
RM-0037,300,300-RM,300-RM-01,,28.975,5.2155,0.0,16.07,2026-06-25,Raw Material,
RM-0037,400,400-RM,400-RM-01,,52.155,9.3879,0.0,16.07,2023-12-31,Raw Material,
RM-0038,100,100-RM,100-RM-01,,68.625,12.3525,0.0,16.89,2026-06-25,Raw Material,
RM-0038,200,200-RM,200-RM-01,,68.625,12.3525,0.0,16.89,2026-06-27,Raw Material,
RM-0038,300,300-RM,300-RM-01,,68.625,12.3525,0.0,16.89,2026-06-21,Raw Material,
RM-0038,400,400-RM,400-RM-01,,123.525,22.2345,0.0,16.89,2023-12-31,Raw Material,
RM-0039,100,100-RM,100-RM-01,,158.6,28.548,0.0,17.71,2026-06-27,Raw Material,
RM-0039,200,200-RM,200-RM-01,,158.6,28.548,0.0,17.71,2026-06-27,Raw Material,
RM-0039,300,300-RM,300-RM-01,,158.6,28.548,0.0,17.71,2026-06-18,Raw Material,
RM-0039,400,400-RM,400-RM-01,,285.48,51.3864,0.0,17.71,2023-12-31,Raw Material,
RM-0040,100,100-RM,100-RM-01,,183.0,32.94,0.0,18.52,2026-06-16,Raw Material,
RM-0040,200,200-RM,200-RM-01,,183.0,32.94,0.0,18.52,2026-06-27,Raw Material,
RM-0040,300,300-RM,300-RM-01,,183.0,32.94,0.0,18.52,2026-06-27,Raw Material,
RM-0040,400,400-RM,400-RM-01,,329.4,59.292,0.0,18.52,2023-12-31,Raw Material,
RM-0041,100,100-RM,100-RM-01,,472.75,85.095,0.0,19.34,2026-06-27,Raw Material,
RM-0041,200,200-RM,200-RM-01,,472.75,85.095,0.0,19.34,2026-06-25,Raw Material,
RM-0041,300,300-RM,300-RM-01,,472.75,85.095,0.0,19.34,2026-06-21,Raw Material,
RM-0041,400,400-RM,400-RM-01,,850.95,153.171,0.0,19.34,2023-12-31,Raw Material,
RM-0042,100,100-RM,100-RM-01,,5.795,1.0431,0.0,20.16,2026-06-18,Raw Material,
RM-0042,200,200-RM,200-RM-01,,5.795,1.0431,0.0,20.16,2026-06-15,Raw Material,
RM-0042,300,300-RM,300-RM-01,,5.795,1.0431,0.0,20.16,2026-06-25,Raw Material,
RM-0042,400,400-RM,400-RM-01,,10.431,1.8776,0.0,20.16,2023-12-31,Raw Material,
RM-0043,100,100-RM,100-RM-01,,34.3125,6.1763,0.0,20.98,2026-06-24,Raw Material,
RM-0043,200,200-RM,200-RM-01,,34.3125,6.1763,0.0,20.98,2026-06-24,Raw Material,
RM-0043,300,300-RM,300-RM-01,,34.3125,6.1763,0.0,20.98,2026-06-25,Raw Material,
RM-0043,400,400-RM,400-RM-01,,61.7625,11.1173,0.0,20.98,2023-12-31,Raw Material,
RM-0044,100,100-RM,100-RM-01,,79.3,14.274,0.0,21.8,2026-06-25,Raw Material,
RM-0044,200,200-RM,200-RM-01,,79.3,14.274,0.0,21.8,2026-06-25,Raw Material,
RM-0044,300,300-RM,300-RM-01,,79.3,14.274,0.0,21.8,2026-06-18,Raw Material,
RM-0044,400,400-RM,400-RM-01,,142.74,25.6932,0.0,21.8,2023-12-31,Raw Material,
RM-0045,100,100-RM,100-RM-01,,73.2,13.176,0.0,22.61,2026-06-25,Raw Material,
RM-0045,200,200-RM,200-RM-01,,73.2,13.176,0.0,22.61,2026-06-25,Raw Material,
RM-0045,300,300-RM,300-RM-01,,73.2,13.176,0.0,22.61,2026-06-25,Raw Material,
RM-0045,400,400-RM,400-RM-01,,131.76,23.7168,0.0,22.61,2023-12-31,Raw Material,
RM-0046,100,100-RM,100-RM-01,,236.375,42.5475,0.0,23.43,2026-06-13,Raw Material,
RM-0046,200,200-RM,200-RM-01,,236.375,42.5475,0.0,23.43,2026-06-27,Raw Material,
RM-0046,300,300-RM,300-RM-01,,236.375,42.5475,0.0,23.43,2026-06-22,Raw Material,
RM-0046,400,400-RM,400-RM-01,,425.475,76.5855,0.0,23.43,2023-12-31,Raw Material,
RM-0047,100,100-RM,100-RM-01,,579.5,104.31,0.0,24.25,2026-06-18,Raw Material,
RM-0047,200,200-RM,200-RM-01,,579.5,104.31,0.0,24.25,2026-06-25,Raw Material,
RM-0047,300,300-RM,300-RM-01,,579.5,104.31,0.0,24.25,2026-06-22,Raw Material,
RM-0047,400,400-RM,400-RM-01,,1043.1,187.758,0.0,24.25,2023-12-31,Raw Material,
RM-0048,100,100-RM,100-RM-01,,6.8625,1.2353,0.0,25.07,2026-06-27,Raw Material,
RM-0048,200,200-RM,200-RM-01,,6.8625,1.2353,0.0,25.07,2023-12-31,Raw Material,
RM-0048,300,300-RM,300-RM-01,,6.8625,1.2353,0.0,25.07,2026-06-10,Raw Material,
RM-0048,400,400-RM,400-RM-01,,12.3525,2.2235,0.0,25.07,2023-12-31,Raw Material,
RM-0049,100,100-RM,100-RM-01,,39.65,7.137,0.0,25.89,2026-06-25,Raw Material,
RM-0049,200,200-RM,200-RM-01,,39.65,7.137,0.0,25.89,2023-12-31,Raw Material,
RM-0049,300,300-RM,300-RM-01,,39.65,7.137,0.0,25.89,2026-06-19,Raw Material,
RM-0049,400,400-RM,400-RM-01,,71.37,12.8466,0.0,25.89,2023-12-31,Raw Material,
RM-0050,100,100-RM,100-RM-01,,36.6,6.588,0.0,26.71,2026-06-22,Raw Material,
RM-0050,200,200-RM,200-RM-01,,36.6,6.588,0.0,26.71,2026-06-25,Raw Material,
RM-0050,300,300-RM,300-RM-01,,36.6,6.588,0.0,26.71,2026-06-27,Raw Material,
RM-0050,400,400-RM,400-RM-01,,65.88,11.8584,0.0,26.71,2023-12-31,Raw Material,
RM-0051,100,100-RM,100-RM-01,,94.55,17.019,0.0,27.52,2026-06-25,Raw Material,
RM-0051,200,200-RM,200-RM-01,,94.55,17.019,0.0,27.52,2026-06-24,Raw Material,
RM-0051,300,300-RM,300-RM-01,,94.55,17.019,0.0,27.52,2026-06-21,Raw Material,
RM-0051,400,400-RM,400-RM-01,,170.19,30.6342,0.0,27.52,2023-12-31,Raw Material,
RM-0052,100,100-RM,100-RM-01,,289.75,52.155,0.0,28.34,2026-06-27,Raw Material,
RM-0052,200,200-RM,200-RM-01,,289.75,52.155,0.0,28.34,2023-12-31,Raw Material,
RM-0052,300,300-RM,300-RM-01,,289.75,52.155,0.0,28.34,2026-06-16,Raw Material,
RM-0052,400,400-RM,400-RM-01,,521.55,93.879,0.0,28.34,2023-12-31,Raw Material,
RM-0053,100,100-RM,100-RM-01,,686.25,123.525,0.0,29.16,2026-06-24,Raw Material,
RM-0053,200,200-RM,200-RM-01,,686.25,123.525,0.0,29.16,2026-06-21,Raw Material,
RM-0053,300,300-RM,300-RM-01,,686.25,123.525,0.0,29.16,2026-06-22,Raw Material,
RM-0053,400,400-RM,400-RM-01,,1235.25,222.345,0.0,29.16,2023-12-31,Raw Material,
RM-0054,100,100-RM,100-RM-01,,7.93,1.4274,0.0,29.98,2026-06-27,Raw Material,
RM-0054,200,200-RM,200-RM-01,,7.93,1.4274,0.0,29.98,2026-06-27,Raw Material,
RM-0054,300,300-RM,300-RM-01,,7.93,1.4274,0.0,29.98,2026-06-13,Raw Material,
RM-0054,400,400-RM,400-RM-01,,14.274,2.5693,0.0,29.98,2023-12-31,Raw Material,
RM-0055,100,100-RM,100-RM-01,,18.3,3.294,0.0,30.8,2026-06-13,Raw Material,
RM-0055,200,200-RM,200-RM-01,,18.3,3.294,0.0,30.8,2026-06-24,Raw Material,
RM-0055,300,300-RM,300-RM-01,,18.3,3.294,0.0,30.8,2026-06-24,Raw Material,
RM-0055,400,400-RM,400-RM-01,,32.94,5.9292,0.0,30.8,2023-12-31,Raw Material,
RM-0056,100,100-RM,100-RM-01,,47.275,8.5095,0.0,31.61,2026-06-27,Raw Material,
RM-0056,200,200-RM,200-RM-01,,47.275,8.5095,0.0,31.61,2026-06-19,Raw Material,
RM-0056,300,300-RM,300-RM-01,,47.275,8.5095,0.0,31.61,2026-06-17,Raw Material,
RM-0056,400,400-RM,400-RM-01,,85.095,15.3171,0.0,31.61,2023-12-31,Raw Material,
RM-0057,100,100-RM,100-RM-01,,115.9,20.862,0.0,32.43,2026-06-15,Raw Material,
RM-0057,200,200-RM,200-RM-01,,115.9,20.862,0.0,32.43,2026-06-11,Raw Material,
RM-0057,300,300-RM,300-RM-01,,115.9,20.862,0.0,32.43,2026-06-24,Raw Material,
RM-0057,400,400-RM,400-RM-01,,208.62,37.5516,0.0,32.43,2023-12-31,Raw Material,
RM-0058,100,100-RM,100-RM-01,,343.125,61.7625,0.0,33.25,2026-06-25,Raw Material,
RM-0058,200,200-RM,200-RM-01,,343.125,61.7625,0.0,33.25,2023-12-31,Raw Material,
RM-0058,300,300-RM,300-RM-01,,343.125,61.7625,0.0,33.25,2026-06-27,Raw Material,
RM-0058,400,400-RM,400-RM-01,,617.625,111.1725,0.0,33.25,2023-12-31,Raw Material,
RM-0059,100,100-RM,100-RM-01,,793.0,142.74,0.0,34.07,2026-06-24,Raw Material,
RM-0059,200,200-RM,200-RM-01,,793.0,142.74,0.0,34.07,2026-06-16,Raw Material,
RM-0059,300,300-RM,300-RM-01,,793.0,142.74,0.0,34.07,2026-06-27,Raw Material,
RM-0059,400,400-RM,400-RM-01,,1427.4,256.932,0.0,34.07,2023-12-31,Raw Material,
RM-0060,100,100-RM,100-RM-01,,3.66,0.6588,0.0,34.89,2026-06-25,Raw Material,
RM-0060,200,200-RM,200-RM-01,,3.66,0.6588,0.0,34.89,2026-06-22,Raw Material,
RM-0060,300,300-RM,300-RM-01,,3.66,0.6588,0.0,34.89,2026-06-25,Raw Material,
RM-0060,400,400-RM,400-RM-01,,6.588,1.1858,0.0,34.89,2023-12-31,Raw Material,
RM-0061,100,100-RM,100-RM-01,,23.6375,4.2548,0.0,35.71,2026-06-25,Raw Material,
RM-0061,200,200-RM,200-RM-01,,23.6375,4.2548,0.0,35.71,2026-06-27,Raw Material,
RM-0061,300,300-RM,300-RM-01,,23.6375,4.2548,0.0,35.71,2026-06-25,Raw Material,
RM-0061,400,400-RM,400-RM-01,,42.5475,7.6586,0.0,35.71,2023-12-31,Raw Material,
RM-0062,100,100-RM,100-RM-01,,57.95,10.431,0.0,11.16,2026-06-27,Raw Material,
RM-0062,200,200-RM,200-RM-01,,57.95,10.431,0.0,11.16,2026-06-27,Raw Material,
RM-0062,300,300-RM,300-RM-01,,57.95,10.431,0.0,11.16,2026-06-18,Raw Material,
RM-0062,400,400-RM,400-RM-01,,104.31,18.7758,0.0,11.16,2023-12-31,Raw Material,
RM-0063,100,100-RM,100-RM-01,,137.25,24.705,0.0,11.98,2026-06-16,Raw Material,
RM-0063,200,200-RM,200-RM-01,,137.25,24.705,0.0,11.98,2026-06-27,Raw Material,
RM-0063,300,300-RM,300-RM-01,,137.25,24.705,0.0,11.98,2026-06-27,Raw Material,
RM-0063,400,400-RM,400-RM-01,,247.05,44.469,0.0,11.98,2023-12-31,Raw Material,
RM-0064,100,100-RM,100-RM-01,,396.5,71.37,0.0,12.8,2026-06-27,Raw Material,
RM-0064,200,200-RM,200-RM-01,,396.5,71.37,0.0,12.8,2026-06-25,Raw Material,
RM-0064,300,300-RM,300-RM-01,,396.5,71.37,0.0,12.8,2026-06-21,Raw Material,
RM-0064,400,400-RM,400-RM-01,,713.7,128.466,0.0,12.8,2023-12-31,Raw Material,
RM-0065,100,100-RM,100-RM-01,,366.0,65.88,0.0,13.61,2026-06-18,Raw Material,
RM-0065,200,200-RM,200-RM-01,,366.0,65.88,0.0,13.61,2026-06-15,Raw Material,
RM-0065,300,300-RM,300-RM-01,,366.0,65.88,0.0,13.61,2026-06-19,Raw Material,
RM-0065,400,400-RM,400-RM-01,,658.8,118.584,0.0,13.61,2023-12-31,Raw Material,
RM-0066,100,100-RM,100-RM-01,,4.7275,0.851,0.0,14.43,2026-06-24,Raw Material,
RM-0066,200,200-RM,200-RM-01,,4.7275,0.851,0.0,14.43,2026-06-24,Raw Material,
RM-0066,300,300-RM,300-RM-01,,4.7275,0.851,0.0,14.43,2026-06-25,Raw Material,
RM-0066,400,400-RM,400-RM-01,,8.5095,1.5317,0.0,14.43,2023-12-31,Raw Material,
RM-0067,100,100-RM,100-RM-01,,28.975,5.2155,0.0,15.25,2026-06-22,Raw Material,
RM-0067,200,200-RM,200-RM-01,,28.975,5.2155,0.0,15.25,2026-06-21,Raw Material,
RM-0067,300,300-RM,300-RM-01,,28.975,5.2155,0.0,15.25,2026-06-18,Raw Material,
RM-0067,400,400-RM,400-RM-01,,52.155,9.3879,0.0,15.25,2023-12-31,Raw Material,
RM-0068,100,100-RM,100-RM-01,,68.625,12.3525,0.0,16.07,2026-06-25,Raw Material,
RM-0068,200,200-RM,200-RM-01,,68.625,12.3525,0.0,16.07,2026-06-25,Raw Material,
RM-0068,300,300-RM,300-RM-01,,68.625,12.3525,0.0,16.07,2026-06-25,Raw Material,
RM-0068,400,400-RM,400-RM-01,,123.525,22.2345,0.0,16.07,2023-12-31,Raw Material,
RM-0069,100,100-RM,100-RM-01,,158.6,28.548,0.0,16.89,2026-06-07,Raw Material,
RM-0069,200,200-RM,200-RM-01,,158.6,28.548,0.0,16.89,2026-06-27,Raw Material,
RM-0069,300,300-RM,300-RM-01,,158.6,28.548,0.0,16.89,2026-06-14,Raw Material,
RM-0069,400,400-RM,400-RM-01,,285.48,51.3864,0.0,16.89,2023-12-31,Raw Material,
RM-0070,100,100-RM,100-RM-01,,183.0,32.94,0.0,17.71,2026-06-25,Raw Material,
RM-0070,200,200-RM,200-RM-01,,183.0,32.94,0.0,17.71,2026-06-25,Raw Material,
RM-0070,300,300-RM,300-RM-01,,183.0,32.94,0.0,17.71,2026-06-22,Raw Material,
RM-0070,400,400-RM,400-RM-01,,329.4,59.292,0.0,17.71,2023-12-31,Raw Material,
RM-0071,100,100-RM,100-RM-01,,472.75,85.095,0.0,18.52,2026-06-27,Raw Material,
RM-0071,200,200-RM,200-RM-01,,472.75,85.095,0.0,18.52,2026-06-15,Raw Material,
RM-0071,300,300-RM,300-RM-01,,472.75,85.095,0.0,18.52,2026-06-10,Raw Material,
RM-0071,400,400-RM,400-RM-01,,850.95,153.171,0.0,18.52,2023-12-31,Raw Material,
RM-0072,100,100-RM,100-RM-01,,5.795,1.0431,0.0,19.34,2026-06-25,Raw Material,
RM-0072,200,200-RM,200-RM-01,,5.795,1.0431,0.0,19.34,2023-12-31,Raw Material,
RM-0072,300,300-RM,300-RM-01,,5.795,1.0431,0.0,19.34,2026-06-19,Raw Material,
RM-0072,400,400-RM,400-RM-01,,10.431,1.8776,0.0,19.34,2023-12-31,Raw Material,
RM-0073,100,100-RM,100-RM-01,,34.3125,6.1763,0.0,20.16,2026-06-22,Raw Material,
RM-0073,200,200-RM,200-RM-01,,34.3125,6.1763,0.0,20.16,2026-06-10,Raw Material,
RM-0073,300,300-RM,300-RM-01,,34.3125,6.1763,0.0,20.16,2026-06-24,Raw Material,
RM-0073,400,400-RM,400-RM-01,,61.7625,11.1173,0.0,20.16,2023-12-31,Raw Material,
RM-0074,100,100-RM,100-RM-01,,79.3,14.274,0.0,20.98,2026-06-25,Raw Material,
RM-0074,200,200-RM,200-RM-01,,79.3,14.274,0.0,20.98,2026-06-24,Raw Material,
RM-0074,300,300-RM,300-RM-01,,79.3,14.274,0.0,20.98,2026-06-21,Raw Material,
RM-0074,400,400-RM,400-RM-01,,142.74,25.6932,0.0,20.98,2023-12-31,Raw Material,
RM-0075,100,100-RM,100-RM-01,,73.2,13.176,0.0,21.8,2026-06-22,Raw Material,
RM-0075,200,200-RM,200-RM-01,,73.2,13.176,0.0,21.8,2023-12-31,Raw Material,
RM-0075,300,300-RM,300-RM-01,,73.2,13.176,0.0,21.8,2026-06-22,Raw Material,
RM-0075,400,400-RM,400-RM-01,,131.76,23.7168,0.0,21.8,2023-12-31,Raw Material,
RM-0076,100,100-RM,100-RM-01,,236.375,42.5475,0.0,22.61,2026-06-24,Raw Material,
RM-0076,200,200-RM,200-RM-01,,236.375,42.5475,0.0,22.61,2026-06-21,Raw Material,
RM-0076,300,300-RM,300-RM-01,,236.375,42.5475,0.0,22.61,2026-06-22,Raw Material,
RM-0076,400,400-RM,400-RM-01,,425.475,76.5855,0.0,22.61,2023-12-31,Raw Material,
RM-0077,100,100-RM,100-RM-01,,579.5,104.31,0.0,23.43,2026-06-27,Raw Material,
RM-0077,200,200-RM,200-RM-01,,579.5,104.31,0.0,23.43,2026-06-25,Raw Material,
RM-0077,300,300-RM,300-RM-01,,579.5,104.31,0.0,23.43,2023-12-31,Raw Material,
RM-0077,400,400-RM,400-RM-01,,1043.1,187.758,0.0,23.43,2023-12-31,Raw Material,
RM-0078,100,100-RM,100-RM-01,,6.8625,1.2353,0.0,24.25,2026-06-13,Raw Material,
RM-0078,200,200-RM,200-RM-01,,6.8625,1.2353,0.0,24.25,2026-06-24,Raw Material,
RM-0078,300,300-RM,300-RM-01,,6.8625,1.2353,0.0,24.25,2026-06-27,Raw Material,
RM-0078,400,400-RM,400-RM-01,,12.3525,2.2235,0.0,24.25,2023-12-31,Raw Material,
RM-0079,100,100-RM,100-RM-01,,39.65,7.137,0.0,25.07,2026-06-27,Raw Material,
RM-0079,200,200-RM,200-RM-01,,39.65,7.137,0.0,25.07,2026-06-18,Raw Material,
RM-0079,300,300-RM,300-RM-01,,39.65,7.137,0.0,25.07,2026-06-15,Raw Material,
RM-0079,400,400-RM,400-RM-01,,71.37,12.8466,0.0,25.07,2023-12-31,Raw Material,
RM-0080,100,100-RM,100-RM-01,,36.6,6.588,0.0,25.89,2026-06-25,Raw Material,
RM-0080,200,200-RM,200-RM-01,,36.6,6.588,0.0,25.89,2026-06-11,Raw Material,
RM-0080,300,300-RM,300-RM-01,,36.6,6.588,0.0,25.89,2026-06-24,Raw Material,
RM-0080,400,400-RM,400-RM-01,,65.88,11.8584,0.0,25.89,2023-12-31,Raw Material,
RM-0081,100,100-RM,100-RM-01,,94.55,17.019,0.0,26.71,2026-06-18,Raw Material,
RM-0081,200,200-RM,200-RM-01,,94.55,17.019,0.0,26.71,2026-06-15,Raw Material,
RM-0081,300,300-RM,300-RM-01,,94.55,17.019,0.0,26.71,2026-06-27,Raw Material,
RM-0081,400,400-RM,400-RM-01,,170.19,30.6342,0.0,26.71,2023-12-31,Raw Material,
RM-0082,100,100-RM,100-RM-01,,289.75,52.155,0.0,27.52,2026-06-24,Raw Material,
RM-0082,200,200-RM,200-RM-01,,289.75,52.155,0.0,27.52,2026-06-16,Raw Material,
RM-0082,300,300-RM,300-RM-01,,289.75,52.155,0.0,27.52,2026-06-27,Raw Material,
RM-0082,400,400-RM,400-RM-01,,521.55,93.879,0.0,27.52,2023-12-31,Raw Material,
RM-0083,100,100-RM,100-RM-01,,686.25,123.525,0.0,28.34,2023-12-31,Raw Material,
RM-0083,200,200-RM,200-RM-01,,686.25,123.525,0.0,28.34,2026-06-16,Raw Material,
RM-0083,300,300-RM,300-RM-01,,686.25,123.525,0.0,28.34,2026-06-25,Raw Material,
RM-0083,400,400-RM,400-RM-01,,1235.25,222.345,0.0,28.34,2023-12-31,Raw Material,
RM-0084,100,100-RM,100-RM-01,,7.93,1.4274,0.0,29.16,2026-06-25,Raw Material,
RM-0084,200,200-RM,200-RM-01,,7.93,1.4274,0.0,29.16,2026-06-27,Raw Material,
RM-0084,300,300-RM,300-RM-01,,7.93,1.4274,0.0,29.16,2026-06-25,Raw Material,
RM-0084,400,400-RM,400-RM-01,,14.274,2.5693,0.0,29.16,2023-12-31,Raw Material,
RM-0085,100,100-RM,100-RM-01,,18.3,3.294,0.0,29.98,2026-06-27,Raw Material,
RM-0085,200,200-RM,200-RM-01,,18.3,3.294,0.0,29.98,2026-06-27,Raw Material,
RM-0085,300,300-RM,300-RM-01,,18.3,3.294,0.0,29.98,2023-12-31,Raw Material,
RM-0085,400,400-RM,400-RM-01,,32.94,5.9292,0.0,29.98,2023-12-31,Raw Material,
RM-0086,100,100-RM,100-RM-01,,47.275,8.5095,0.0,30.8,2026-06-16,Raw Material,
RM-0086,200,200-RM,200-RM-01,,47.275,8.5095,0.0,30.8,2026-06-27,Raw Material,
RM-0086,300,300-RM,300-RM-01,,47.275,8.5095,0.0,30.8,2026-06-27,Raw Material,
RM-0086,400,400-RM,400-RM-01,,85.095,15.3171,0.0,30.8,2023-12-31,Raw Material,
RM-0087,100,100-RM,100-RM-01,,115.9,20.862,0.0,31.61,2026-06-22,Raw Material,
RM-0087,200,200-RM,200-RM-01,,115.9,20.862,0.0,31.61,2026-06-27,Raw Material,
RM-0087,300,300-RM,300-RM-01,,115.9,20.862,0.0,31.61,2026-06-21,Raw Material,
RM-0087,400,400-RM,400-RM-01,,208.62,37.5516,0.0,31.61,2023-12-31,Raw Material,
RM-0088,100,100-RM,100-RM-01,,343.125,61.7625,0.0,32.43,2026-06-13,Raw Material,
RM-0088,200,200-RM,200-RM-01,,343.125,61.7625,0.0,32.43,2023-12-31,Raw Material,
RM-0088,300,300-RM,300-RM-01,,343.125,61.7625,0.0,32.43,2026-06-19,Raw Material,
RM-0088,400,400-RM,400-RM-01,,617.625,111.1725,0.0,32.43,2023-12-31,Raw Material,
RM-0089,100,100-RM,100-RM-01,,793.0,142.74,0.0,33.25,2026-06-24,Raw Material,
RM-0089,200,200-RM,200-RM-01,,793.0,142.74,0.0,33.25,2026-06-21,Raw Material,
RM-0089,300,300-RM,300-RM-01,,793.0,142.74,0.0,33.25,2023-12-31,Raw Material,
RM-0089,400,400-RM,400-RM-01,,1427.4,256.932,0.0,33.25,2023-12-31,Raw Material,
RM-0090,100,100-RM,100-RM-01,,3.66,0.6588,0.0,34.07,2026-06-22,Raw Material,
RM-0090,200,200-RM,200-RM-01,,3.66,0.6588,0.0,34.07,2026-06-21,Raw Material,
RM-0090,300,300-RM,300-RM-01,,3.66,0.6588,0.0,34.07,2026-06-18,Raw Material,
RM-0090,400,400-RM,400-RM-01,,6.588,1.1858,0.0,34.07,2023-12-31,Raw Material,
RM-0091,100,100-RM,100-RM-01,,23.6375,4.2548,0.0,34.89,2026-06-19,Raw Material,
RM-0091,200,200-RM,200-RM-01,,23.6375,4.2548,0.0,34.89,2026-06-25,Raw Material,
RM-0091,300,300-RM,300-RM-01,,23.6375,4.2548,0.0,34.89,2026-06-25,Raw Material,
RM-0091,400,400-RM,400-RM-01,,42.5475,7.6586,0.0,34.89,2023-12-31,Raw Material,
