shipment_number,ship_date,carrier,order_number,customer_id,id,shipment_id,sales_order_line_id,item_id,site_code,quantity,unit_standard_cost
SHP-000842,2026-05-08,BlueLine Transport,SO-000970,CUST-0171,1684,842,1940,AFT-0033,300,55.0,997.68
SHP-002879,2026-05-08,BlueLine Transport,SO-003330,CUST-0211,5757,2879,6659,SYS-0022,300,55.0,4965.2
SHP-002879,2026-05-08,BlueLine Transport,SO-003330,CUST-0211,5758,2879,6660,ACT-0003,100,2.0,1998.31
SHP-004347,2026-05-08,Midwest Freight,SO-005029,CUST-0054,8693,4347,10057,DRV-0001,100,22.0,1077.99
SHP-004347,2026-05-08,Midwest Freight,SO-005029,CUST-0054,8694,4347,10058,DRV-0012,200,33.0,236.26
SHP-005432,2026-05-08,Midwest Freight,SO-006285,CUST-0046,10863,5432,12569,AFT-0037,100,2.0,3077.35
SHP-005432,2026-05-08,Midwest Freight,SO-006285,CUST-0046,10864,5432,12570,AFT-0048,300,4.0,2594.19
SHP-006004,2026-05-08,BlueLine Transport,SO-006946,CUST-0003,12007,6004,13891,AFT-0028,100,13.0,349.76
SHP-006004,2026-05-08,BlueLine Transport,SO-006946,CUST-0003,12008,6004,13892,AFT-0039,300,22.0,8553.4
SHP-007473,2026-05-08,Midwest Freight,SO-008645,CUST-0086,14945,7473,17289,ACT-0007,100,4.0,2766.72
SHP-007473,2026-05-08,Midwest Freight,SO-008645,CUST-0086,14946,7473,17290,ACT-0018,200,9.0,1053.86
SHP-008043,2026-05-08,BlueLine Transport,SO-009306,CUST-0043,16085,8043,18611,SYS-0028,300,22.0,2113.15
SHP-008043,2026-05-08,BlueLine Transport,SO-009306,CUST-0043,16086,8043,18612,ACT-0009,100,33.0,364.09
SHP-000435,2026-05-09,ParcelPro,SO-000499,CUST-0084,869,435,997,SYS-0011,100,13.0,1020.49
SHP-000435,2026-05-09,ParcelPro,SO-000499,CUST-0084,870,435,998,SYS-0022,300,22.0,4965.2
SHP-001007,2026-05-09,Roadstar Logistics,SO-001160,CUST-0041,2013,1007,2319,SYS-0002,300,55.0,1223.7
SHP-001007,2026-05-09,Roadstar Logistics,SO-001160,CUST-0041,2014,1007,2320,SYS-0013,100,2.0,871.78
SHP-001903,2026-05-09,BlueLine Transport,SO-002198,CUST-0167,3805,1903,4395,CTL-0030,300,4.0,2928.54
SHP-001903,2026-05-09,BlueLine Transport,SO-002198,CUST-0167,3806,1903,4396,DRV-0001,100,9.0,1077.99
SHP-002471,2026-05-09,ParcelPro,SO-002859,CUST-0124,4941,2471,5717,CTL-0021,300,22.0,849.25
SHP-002471,2026-05-09,ParcelPro,SO-002859,CUST-0124,4942,2471,5718,CTL-0032,300,33.0,1947.94
SHP-003559,2026-05-09,ParcelPro,SO-004115,CUST-0116,7117,3559,8229,AFT-0017,100,2.0,1705.89
SHP-003559,2026-05-09,ParcelPro,SO-004115,CUST-0116,7118,3559,8230,AFT-0028,100,4.0,349.76
SHP-004130,2026-05-09,Roadstar Logistics,SO-004776,CUST-0073,8259,4130,9551,AFT-0008,100,13.0,242.31
SHP-004130,2026-05-09,Roadstar Logistics,SO-004776,CUST-0073,8260,4130,9552,AFT-0019,100,22.0,769.7
SHP-005596,2026-05-09,ParcelPro,SO-006475,CUST-0156,11191,5596,12949,SYS-0017,100,4.0,2870.14
SHP-005596,2026-05-09,ParcelPro,SO-006475,CUST-0156,11192,5596,12950,SYS-0028,300,9.0,2113.15
SHP-006169,2026-05-09,Roadstar Logistics,SO-007136,CUST-0113,12337,6169,14271,SYS-0008,300,22.0,218.0
SHP-006169,2026-05-09,Roadstar Logistics,SO-007136,CUST-0113,12338,6169,14272,SYS-0019,100,33.0,1798.13
SHP-007255,2026-05-09,Roadstar Logistics,SO-008392,CUST-0105,14509,7255,16783,DRV-0004,200,2.0,766.25
SHP-007255,2026-05-09,Roadstar Logistics,SO-008392,CUST-0105,14510,7255,16784,DRV-0015,100,4.0,1233.73
SHP-008151,2026-05-09,BlueLine Transport,SO-009430,CUST-0231,16301,8151,18859,AFT-0032,100,9.0,665.09
SHP-008151,2026-05-09,BlueLine Transport,SO-009430,CUST-0231,16302,8151,18860,AFT-0043,100,13.0,701.72
SHP-000027,2026-05-10,Roadstar Logistics,SO-000028,CUST-0237,53,27,55,CTL-0010,300,4.0,2841.49
SHP-000027,2026-05-10,Roadstar Logistics,SO-000028,CUST-0237,54,27,56,CTL-0021,300,9.0,849.25
SHP-000598,2026-05-10,Midwest Freight,SO-000689,CUST-0194,1195,598,1377,CTL-0001,300,22.0,2176.28
SHP-000598,2026-05-10,Midwest Freight,SO-000689,CUST-0194,1196,598,1378,CTL-0012,300,33.0,4482.68
SHP-001496,2026-05-10,ParcelPro,SO-001727,CUST-0080,2991,1496,3453,ACT-0049,100,55.0,830.3
SHP-001496,2026-05-10,ParcelPro,SO-001727,CUST-0080,2992,1496,3454,ACT-0060,200,2.0,218.01
SHP-001685,2026-05-10,Midwest Freight,SO-001945,CUST-0186,3369,1685,3889,ACT-0057,100,2.0,2621.51
SHP-001685,2026-05-10,Midwest Freight,SO-001945,CUST-0186,3370,1685,3890,AFT-0008,100,4.0,242.31
SHP-002579,2026-05-10,ParcelPro,SO-002983,CUST-0072,5157,2579,5965,SYS-0015,100,9.0,5502.56
SHP-002579,2026-05-10,ParcelPro,SO-002983,CUST-0072,5158,2579,5966,SYS-0026,300,13.0,1401.71
SHP-003151,2026-05-10,Roadstar Logistics,SO-003644,CUST-0029,6301,3151,7287,SYS-0006,300,33.0,436.61
SHP-003151,2026-05-10,Roadstar Logistics,SO-003644,CUST-0029,6302,3151,7288,SYS-0017,100,55.0,2870.14
SHP-003723,2026-05-10,Midwest Freight,SO-004305,CUST-0226,7445,3723,8609,DRV-0057,100,4.0,3870.18
SHP-003723,2026-05-10,Midwest Freight,SO-004305,CUST-0226,7446,3723,8610,SYS-0008,300,9.0,218.0
SHP-004619,2026-05-10,ParcelPro,SO-005343,CUST-0112,9237,4619,10685,CTL-0025,300,13.0,1240.54
SHP-004619,2026-05-10,ParcelPro,SO-005343,CUST-0112,9238,4619,10686,CTL-0036,300,22.0,3755.26
SHP-005188,2026-05-10,Roadstar Logistics,SO-006004,CUST-0069,10375,5188,12007,CTL-0016,300,55.0,273.05
SHP-005188,2026-05-10,Roadstar Logistics,SO-006004,CUST-0069,10376,5188,12008,CTL-0027,300,2.0,1052.17
SHP-005703,2026-05-10,ParcelPro,SO-006599,CUST-0104,11405,5703,13197,AFT-0021,300,55.0,395.23
SHP-005703,2026-05-10,ParcelPro,SO-006599,CUST-0104,11406,5703,13198,AFT-0032,100,2.0,665.09
SHP-006275,2026-05-10,Roadstar Logistics,SO-007260,CUST-0061,12549,6275,14519,AFT-0012,300,9.0,1004.49
SHP-006275,2026-05-10,Roadstar Logistics,SO-007260,CUST-0061,12550,6275,14520,AFT-0023,100,13.0,273.18
SHP-006846,2026-05-10,Midwest Freight,SO-007921,CUST-0018,13691,6846,15841,AFT-0003,300,33.0,4514.04
SHP-006846,2026-05-10,Midwest Freight,SO-007921,CUST-0018,13692,6846,15842,AFT-0014,100,55.0,936.0
SHP-008316,2026-05-10,Roadstar Logistics,SO-009620,CUST-0101,16631,8316,19239,SYS-0012,300,13.0,544.4
SHP-008316,2026-05-10,Roadstar Logistics,SO-009620,CUST-0101,16632,8316,19240,SYS-0023,100,22.0,2333.9
SHP-000707,2026-05-11,Midwest Freight,SO-000813,CUST-0142,1413,707,1625,DRV-0055,100,9.0,5400.43
SHP-000707,2026-05-11,Midwest Freight,SO-000813,CUST-0142,1414,707,1626,SYS-0006,300,13.0,436.61
SHP-001277,2026-05-11,BlueLine Transport,SO-001474,CUST-0099,2553,1277,2947,DRV-0046,200,33.0,877.32
SHP-001277,2026-05-11,BlueLine Transport,SO-001474,CUST-0099,2554,1277,2948,DRV-0057,100,55.0,3870.18
SHP-002744,2026-05-11,Midwest Freight,SO-003173,CUST-0182,5487,2744,6345,CTL-0005,300,13.0,1064.96
SHP-002744,2026-05-11,Midwest Freight,SO-003173,CUST-0182,5488,2744,6346,CTL-0016,300,22.0,273.05
SHP-003316,2026-05-11,BlueLine Transport,SO-003834,CUST-0139,6631,3316,7667,AFT-0056,100,55.0,386.1
SHP-003316,2026-05-11,BlueLine Transport,SO-003834,CUST-0139,6632,3316,7668,CTL-0007,300,2.0,2206.98
SHP-004400,2026-05-11,BlueLine Transport,SO-005090,CUST-0131,8799,4400,10179,ACT-0052,200,9.0,646.56
SHP-004400,2026-05-11,BlueLine Transport,SO-005090,CUST-0131,8800,4400,10180,AFT-0003,300,13.0,4514.04
SHP-005869,2026-05-11,Midwest Freight,SO-006789,CUST-0214,11737,5869,13577,SYS-0001,100,2.0,484.28
SHP-005869,2026-05-11,Midwest Freight,SO-006789,CUST-0214,11738,5869,13578,SYS-0012,300,4.0,544.4
SHP-006440,2026-05-11,BlueLine Transport,SO-007450,CUST-0171,12879,6440,14899,DRV-0052,200,13.0,1298.13
SHP-006440,2026-05-11,BlueLine Transport,SO-007450,CUST-0171,12880,6440,14900,SYS-0003,100,22.0,789.98
SHP-000297,2026-05-12,BlueLine Transport,SO-000342,CUST-0055,593,297,683,AFT-0054,300,2.0,278.7
SHP-000297,2026-05-12,BlueLine Transport,SO-000342,CUST-0055,594,297,684,CTL-0005,300,4.0,1064.96
SHP-001440,2026-05-12,Roadstar Logistics,SO-001664,CUST-0209,2879,1440,3327,AFT-0036,300,55.0,950.62
SHP-001440,2026-05-12,Roadstar Logistics,SO-001664,CUST-0209,2880,1440,3328,AFT-0047,100,2.0,1876.46
SHP-002336,2026-05-12,BlueLine Transport,SO-002702,CUST-0095,4671,2336,5403,ACT-0024,200,4.0,1998.42
SHP-002336,2026-05-12,BlueLine Transport,SO-002702,CUST-0095,4672,2336,5404,ACT-0035,100,9.0,1963.86
SHP-002525,2026-05-12,Roadstar Logistics,SO-002920,CUST-0201,5049,2525,5839,ACT-0032,200,9.0,232.68
SHP-002525,2026-05-12,Roadstar Logistics,SO-002920,CUST-0201,5050,2525,5840,ACT-0043,100,13.0,499.75
SHP-003422,2026-05-12,BlueLine Transport,SO-003958,CUST-0087,6843,3422,7915,DRV-0050,200,22.0,3137.29
SHP-003422,2026-05-12,BlueLine Transport,SO-003958,CUST-0087,6844,3422,7916,SYS-0001,100,33.0,484.28
SHP-003994,2026-05-12,ParcelPro,SO-004619,CUST-0044,7987,3994,9237,DRV-0041,100,2.0,271.46
SHP-003994,2026-05-12,ParcelPro,SO-004619,CUST-0044,7988,3994,9238,DRV-0052,200,4.0,1298.13
SHP-004565,2026-05-12,Roadstar Logistics,SO-005280,CUST-0001,9129,4565,10559,DRV-0032,200,13.0,242.87
SHP-004565,2026-05-12,Roadstar Logistics,SO-005280,CUST-0001,9130,4565,10560,DRV-0043,100,22.0,581.68
SHP-005460,2026-05-12,BlueLine Transport,SO-006318,CUST-0127,10919,5460,12635,AFT-0060,300,33.0,381.82
SHP-005460,2026-05-12,BlueLine Transport,SO-006318,CUST-0127,10920,5460,12636,CTL-0011,300,55.0,2846.92
SHP-006032,2026-05-12,ParcelPro,SO-006979,CUST-0084,12063,6032,13957,AFT-0051,300,4.0,1343.81
SHP-006032,2026-05-12,ParcelPro,SO-006979,CUST-0084,12064,6032,13958,CTL-0002,300,9.0,1099.52
SHP-006547,2026-05-12,BlueLine Transport,SO-007574,CUST-0119,13093,6547,15147,ACT-0056,200,4.0,618.58
SHP-006547,2026-05-12,BlueLine Transport,SO-007574,CUST-0119,13094,6547,15148,AFT-0007,100,9.0,295.96
SHP-007118,2026-05-12,ParcelPro,SO-008235,CUST-0076,14235,7118,16469,ACT-0047,100,22.0,766.28
SHP-007118,2026-05-12,ParcelPro,SO-008235,CUST-0076,14236,7118,16470,ACT-0058,200,33.0,360.61
SHP-007689,2026-05-12,Roadstar Logistics,SO-008896,CUST-0033,15377,7689,17791,ACT-0038,200,2.0,422.98
SHP-007689,2026-05-12,Roadstar Logistics,SO-008896,CUST-0033,15378,7689,17792,ACT-0049,100,4.0,830.3
SHP-008589,2026-05-12,BlueLine Transport,SO-009934,CUST-0159,17177,8589,19867,DRV-0056,200,9.0,2993.16
SHP-008589,2026-05-12,BlueLine Transport,SO-009934,CUST-0159,17178,8589,19868,SYS-0007,100,13.0,900.07
SHP-000463,2026-05-13,Roadstar Logistics,SO-000532,CUST-0165,925,463,1063,ACT-0004,200,4.0,202.92
SHP-000463,2026-05-13,Roadstar Logistics,SO-000532,CUST-0165,926,463,1064,ACT-0015,100,9.0,1074.85
SHP-001549,2026-05-13,Roadstar Logistics,SO-001788,CUST-0157,3097,1549,3575,DRV-0030,200,22.0,447.73
SHP-001549,2026-05-13,Roadstar Logistics,SO-001788,CUST-0157,3098,1549,3576,DRV-0041,100,33.0,271.46
SHP-002119,2026-05-13,Midwest Freight,SO-002449,CUST-0114,4237,2119,4897,DRV-0021,100,2.0,1026.04
SHP-002119,2026-05-13,Midwest Freight,SO-002449,CUST-0114,4238,2119,4898,DRV-0032,200,4.0,242.87
SHP-003015,2026-05-13,ParcelPro,SO-003487,CUST-0240,6029,3015,6973,AFT-0049,100,9.0,719.94
SHP-003015,2026-05-13,ParcelPro,SO-003487,CUST-0240,6030,3015,6974,AFT-0060,300,13.0,381.82
SHP-004158,2026-05-13,Midwest Freight,SO-004809,CUST-0154,8315,4158,9617,AFT-0031,100,4.0,310.16
SHP-004158,2026-05-13,Midwest Freight,SO-004809,CUST-0154,8316,4158,9618,AFT-0042,300,9.0,299.23
SHP-005242,2026-05-13,Midwest Freight,SO-006065,CUST-0146,10483,5242,12129,ACT-0027,100,22.0,2777.79
SHP-005242,2026-05-13,Midwest Freight,SO-006065,CUST-0146,10484,5242,12130,ACT-0038,200,33.0,422.98
SHP-006140,2026-05-13,ParcelPro,SO-007103,CUST-0032,12279,6140,14205,DRV-0045,100,55.0,378.8
SHP-006140,2026-05-13,ParcelPro,SO-007103,CUST-0032,12280,6140,14206,DRV-0056,200,2.0,2993.16
SHP-006713,2026-05-13,Roadstar Logistics,SO-007764,CUST-0229,13425,6713,15527,DRV-0036,200,9.0,1497.18
SHP-006713,2026-05-13,Roadstar Logistics,SO-007764,CUST-0229,13426,6713,15528,DRV-0047,100,13.0,3735.12
SHP-007283,2026-05-13,Midwest Freight,SO-008425,CUST-0186,14565,7283,16849,DRV-0027,100,33.0,1168.75
SHP-007283,2026-05-13,Midwest Freight,SO-008425,CUST-0186,14566,7283,16850,DRV-0038,200,55.0,544.32
SHP-008179,2026-05-13,ParcelPro,SO-009463,CUST-0072,16357,8179,18925,AFT-0055,100,2.0,281.39
SHP-008179,2026-05-13,ParcelPro,SO-009463,CUST-0072,16358,8179,18926,CTL-0006,300,4.0,1608.4
SHP-001142,2026-05-14,Midwest Freight,SO-001317,CUST-0070,2283,1142,2633,AFT-0029,100,9.0,438.34
SHP-001142,2026-05-14,Midwest Freight,SO-001317,CUST-0070,2284,1142,2634,AFT-0040,100,13.0,567.45
SHP-001713,2026-05-14,BlueLine Transport,SO-001978,CUST-0027,3425,1713,3955,AFT-0020,100,33.0,783.79
SHP-001713,2026-05-14,BlueLine Transport,SO-001978,CUST-0027,3426,1713,3956,AFT-0031,100,55.0,310.16
SHP-003180,2026-05-14,Midwest Freight,SO-003677,CUST-0110,6359,3180,7353,SYS-0029,100,13.0,1160.41
SHP-003180,2026-05-14,Midwest Freight,SO-003677,CUST-0110,6360,3180,7354,ACT-0010,200,22.0,2233.37
SHP-004264,2026-05-14,Midwest Freight,SO-004933,CUST-0102,8527,4264,9865,DRV-0025,100,55.0,2240.87
SHP-004264,2026-05-14,Midwest Freight,SO-004933,CUST-0102,8528,4264,9866,DRV-0036,200,2.0,1497.18
SHP-004836,2026-05-14,BlueLine Transport,SO-005594,CUST-0059,9671,4836,11187,DRV-0016,200,9.0,381.8
SHP-004836,2026-05-14,BlueLine Transport,SO-005594,CUST-0059,9672,4836,11188,DRV-0027,100,13.0,1168.75
SHP-006875,2026-05-14,BlueLine Transport,SO-007954,CUST-0099,13749,6875,15907,AFT-0026,100,13.0,194.56
SHP-006875,2026-05-14,BlueLine Transport,SO-007954,CUST-0099,13750,6875,15908,AFT-0037,100,22.0,3077.35
SHP-007389,2026-05-14,Midwest Freight,SO-008549,CUST-0134,14777,7389,17097,ACT-0031,100,13.0,2523.05
SHP-007389,2026-05-14,Midwest Freight,SO-008549,CUST-0134,14778,7389,17098,ACT-0042,200,22.0,643.48
SHP-007961,2026-05-14,BlueLine Transport,SO-009210,CUST-0091,15921,7961,18419,ACT-0022,200,55.0,990.4
SHP-007961,2026-05-14,BlueLine Transport,SO-009210,CUST-0091,15922,7961,18420,ACT-0033,100,2.0,1322.16
SHP-000736,2026-05-15,BlueLine Transport,SO-000846,CUST-0223,1471,736,1691,SYS-0018,300,2.0,631.4
SHP-000736,2026-05-15,BlueLine Transport,SO-000846,CUST-0223,1472,736,1692,SYS-0029,100,4.0,1160.41
SHP-001305,2026-05-15,ParcelPro,SO-001507,CUST-0180,2609,1305,3013,SYS-0009,100,13.0,550.07
SHP-001305,2026-05-15,ParcelPro,SO-001507,CUST-0180,2610,1305,3014,SYS-0020,300,22.0,3950.66
SHP-002390,2026-05-15,ParcelPro,SO-002763,CUST-0172,4779,2390,5525,DRV-0005,100,55.0,1162.73
SHP-002390,2026-05-15,ParcelPro,SO-002763,CUST-0172,4780,2390,5526,DRV-0016,200,2.0,381.8
SHP-002961,2026-05-15,Roadstar Logistics,SO-003424,CUST-0129,5921,2961,6847,CTL-0036,300,9.0,3755.26
SHP-002961,2026-05-15,Roadstar Logistics,SO-003424,CUST-0129,5922,2961,6848,DRV-0007,100,13.0,1355.9
SHP-003859,2026-05-15,BlueLine Transport,SO-004462,CUST-0015,7717,3859,8923,AFT-0024,300,22.0,584.52
SHP-003859,2026-05-15,BlueLine Transport,SO-004462,CUST-0015,7718,3859,8924,AFT-0035,100,33.0,2292.51
SHP-004428,2026-05-15,ParcelPro,SO-005123,CUST-0212,8855,4428,10245,AFT-0015,300,2.0,1124.21
SHP-004428,2026-05-15,ParcelPro,SO-005123,CUST-0212,8856,4428,10246,AFT-0026,100,4.0,194.56
SHP-004999,2026-05-15,Roadstar Logistics,SO-005784,CUST-0169,9997,4999,11567,AFT-0006,300,13.0,5754.99
SHP-004999,2026-05-15,Roadstar Logistics,SO-005784,CUST-0169,9998,4999,11568,AFT-0017,100,22.0,1705.89
SHP-006086,2026-05-15,Roadstar Logistics,SO-007040,CUST-0161,12171,6086,14079,ACT-0002,200,55.0,398.44
SHP-006086,2026-05-15,Roadstar Logistics,SO-007040,CUST-0161,12172,6086,14080,ACT-0013,100,2.0,371.79
SHP-006982,2026-05-15,BlueLine Transport,SO-008078,CUST-0047,13963,6982,16155,DRV-0020,200,4.0,956.8
SHP-006982,2026-05-15,BlueLine Transport,SO-008078,CUST-0047,13964,6982,16156,DRV-0031,100,9.0,1392.98
SHP-007554,2026-05-15,ParcelPro,SO-008739,CUST-0004,15107,7554,17477,DRV-0011,100,22.0,823.38
SHP-007554,2026-05-15,ParcelPro,SO-008739,CUST-0004,15108,7554,17478,DRV-0022,200,33.0,4199.01
SHP-008125,2026-05-15,Roadstar Logistics,SO-009400,CUST-0201,16249,8125,18799,DRV-0002,200,2.0,2270.82
SHP-008125,2026-05-15,Roadstar Logistics,SO-009400,CUST-0201,16250,8125,18800,DRV-0013,100,4.0,534.23
SHP-000326,2026-05-16,ParcelPro,SO-000375,CUST-0136,651,326,749,CTL-0017,300,33.0,246.26
SHP-000326,2026-05-16,ParcelPro,SO-000375,CUST-0136,652,326,750,CTL-0028,300,55.0,2359.35
SHP-000516,2026-05-16,Midwest Freight,SO-000593,CUST-0002,1031,516,1185,CTL-0025,300,55.0,1240.54
SHP-000516,2026-05-16,Midwest Freight,SO-000593,CUST-0002,1032,516,1186,CTL-0036,300,2.0,3755.26
SHP-001412,2026-05-16,ParcelPro,SO-001631,CUST-0128,2823,1412,3261,AFT-0013,100,4.0,2946.6
SHP-001412,2026-05-16,ParcelPro,SO-001631,CUST-0128,2824,1412,3262,AFT-0024,300,9.0,584.52
SHP-001985,2026-05-16,Roadstar Logistics,SO-002292,CUST-0085,3969,1985,4583,AFT-0004,100,22.0,2143.65
SHP-001985,2026-05-16,Roadstar Logistics,SO-002292,CUST-0085,3970,1985,4584,AFT-0015,300,33.0,1124.21
SHP-002554,2026-05-16,Midwest Freight,SO-002953,CUST-0042,5107,2554,5905,ACT-0055,100,2.0,2134.85
SHP-002554,2026-05-16,Midwest Freight,SO-002953,CUST-0042,5108,2554,5906,AFT-0006,300,4.0,5754.99
SHP-003451,2026-05-16,ParcelPro,SO-003991,CUST-0168,6901,3451,7981,SYS-0013,100,9.0,871.78
SHP-003451,2026-05-16,ParcelPro,SO-003991,CUST-0168,6902,3451,7982,SYS-0024,300,13.0,5743.44
SHP-004023,2026-05-16,Roadstar Logistics,SO-004652,CUST-0125,8045,4023,9303,SYS-0004,300,33.0,271.87
SHP-004023,2026-05-16,Roadstar Logistics,SO-004652,CUST-0125,8046,4023,9304,SYS-0015,100,55.0,5502.56
SHP-004536,2026-05-16,ParcelPro,SO-005247,CUST-0160,9071,4536,10493,DRV-0009,100,33.0,304.81
SHP-004536,2026-05-16,ParcelPro,SO-005247,CUST-0160,9072,4536,10494,DRV-0020,200,55.0,956.8
SHP-005107,2026-05-16,Roadstar Logistics,SO-005908,CUST-0117,10213,5107,11815,CTL-0040,300,4.0,3693.39
SHP-005107,2026-05-16,Roadstar Logistics,SO-005908,CUST-0117,10214,5107,11816,DRV-0011,100,9.0,823.38
SHP-005678,2026-05-16,Midwest Freight,SO-006569,CUST-0074,11355,5678,13137,CTL-0031,300,22.0,1954.36
SHP-005678,2026-05-16,Midwest Freight,SO-006569,CUST-0074,11356,5678,13138,DRV-0002,200,33.0,2270.82
SHP-006576,2026-05-16,ParcelPro,SO-007607,CUST-0200,13151,6576,15213,AFT-0019,100,55.0,769.7
SHP-006576,2026-05-16,ParcelPro,SO-007607,CUST-0200,13152,6576,15214,AFT-0030,300,2.0,342.02
SHP-007146,2026-05-16,Roadstar Logistics,SO-008268,CUST-0157,14291,7146,16535,AFT-0010,100,9.0,221.83
SHP-007146,2026-05-16,Roadstar Logistics,SO-008268,CUST-0157,14292,7146,16536,AFT-0021,300,13.0,395.23
SHP-007718,2026-05-16,Midwest Freight,SO-008929,CUST-0114,15435,7718,17857,AFT-0001,100,33.0,1725.19
SHP-007718,2026-05-16,Midwest Freight,SO-008929,CUST-0114,15436,7718,17858,AFT-0012,300,55.0,1004.49
SHP-008232,2026-05-16,Roadstar Logistics,SO-009524,CUST-0149,16463,8232,19047,ACT-0006,200,33.0,521.36
SHP-008232,2026-05-16,Roadstar Logistics,SO-009524,CUST-0149,16464,8232,19048,ACT-0017,100,55.0,632.55
SHP-000108,2026-05-17,BlueLine Transport,SO-000122,CUST-0155,215,108,243,ACT-0044,200,22.0,191.13
SHP-000108,2026-05-17,BlueLine Transport,SO-000122,CUST-0155,216,108,244,ACT-0055,100,33.0,2134.85
SHP-001576,2026-05-17,Midwest Freight,SO-001821,CUST-0238,3151,1576,3641,DRV-0053,100,9.0,2495.92
SHP-001576,2026-05-17,Midwest Freight,SO-001821,CUST-0238,3152,1576,3642,SYS-0004,300,13.0,271.87
SHP-003234,2026-05-17,BlueLine Transport,SO-003738,CUST-0187,6467,3234,7475,CTL-0020,300,4.0,687.1
SHP-003234,2026-05-17,BlueLine Transport,SO-003738,CUST-0187,6468,3234,7476,CTL-0031,300,9.0,1954.36
SHP-004701,2026-05-17,Midwest Freight,SO-005437,CUST-0030,9401,4701,10873,ACT-0059,100,55.0,860.8
SHP-004701,2026-05-17,Midwest Freight,SO-005437,CUST-0030,9402,4701,10874,AFT-0010,100,2.0,221.83
SHP-005270,2026-05-17,BlueLine Transport,SO-006098,CUST-0227,10539,5270,12195,ACT-0050,200,9.0,1066.65
SHP-005270,2026-05-17,BlueLine Transport,SO-006098,CUST-0227,10540,5270,12196,AFT-0001,100,13.0,1725.19
SHP-007826,2026-05-17,Midwest Freight,SO-009053,CUST-0062,15651,7826,18105,CTL-0035,300,13.0,3084.65
SHP-007826,2026-05-17,Midwest Freight,SO-009053,CUST-0062,15652,7826,18106,DRV-0006,200,22.0,1777.77
SHP-008398,2026-05-17,BlueLine Transport,SO-009714,CUST-0019,16795,8398,19427,CTL-0026,300,55.0,1044.37
SHP-008398,2026-05-17,BlueLine Transport,SO-009714,CUST-0019,16796,8398,19428,CTL-0037,300,2.0,4331.48
SHP-000271,2026-05-18,Roadstar Logistics,SO-000312,CUST-0025,541,271,623,DRV-0024,200,33.0,1625.62
SHP-000271,2026-05-18,Roadstar Logistics,SO-000312,CUST-0025,542,271,624,DRV-0035,100,55.0,904.12
SHP-001169,2026-05-18,BlueLine Transport,SO-001350,CUST-0151,2337,1169,2699,AFT-0052,100,2.0,315.62
SHP-001169,2026-05-18,BlueLine Transport,SO-001350,CUST-0151,2338,1169,2700,CTL-0003,300,4.0,1770.15
SHP-001358,2026-05-18,Roadstar Logistics,SO-001568,CUST-0017,2715,1358,3135,AFT-0060,300,4.0,381.82
SHP-001358,2026-05-18,Roadstar Logistics,SO-001568,CUST-0017,2716,1358,3136,CTL-0011,300,9.0,2846.92
SHP-002254,2026-05-18,BlueLine Transport,SO-002606,CUST-0143,4507,2254,5211,ACT-0048,200,13.0,383.41
SHP-002254,2026-05-18,BlueLine Transport,SO-002606,CUST-0143,4508,2254,5212,ACT-0059,100,22.0,860.8
SHP-002825,2026-05-18,ParcelPro,SO-003267,CUST-0100,5649,2825,6533,ACT-0039,100,55.0,759.88
SHP-002825,2026-05-18,ParcelPro,SO-003267,CUST-0100,5650,2825,6534,ACT-0050,200,2.0,1066.65
SHP-003396,2026-05-18,Roadstar Logistics,SO-003928,CUST-0057,6791,3396,7855,ACT-0030,200,9.0,443.77
SHP-003396,2026-05-18,Roadstar Logistics,SO-003928,CUST-0057,6792,3396,7856,ACT-0041,100,13.0,443.53
SHP-004291,2026-05-18,BlueLine Transport,SO-004966,CUST-0183,8581,4291,9931,DRV-0048,200,22.0,916.05
SHP-004291,2026-05-18,BlueLine Transport,SO-004966,CUST-0183,8582,4291,9932,DRV-0059,100,33.0,4086.27
SHP-005950,2026-05-18,ParcelPro,SO-006883,CUST-0132,11899,5950,13765,CTL-0015,300,13.0,505.32
SHP-005950,2026-05-18,ParcelPro,SO-006883,CUST-0132,11900,5950,13766,CTL-0026,300,22.0,1044.37
SHP-006522,2026-05-18,Roadstar Logistics,SO-007544,CUST-0089,13043,6522,15087,CTL-0006,300,55.0,1608.4
SHP-006522,2026-05-18,Roadstar Logistics,SO-007544,CUST-0089,13044,6522,15088,CTL-0017,300,2.0,246.26
SHP-007419,2026-05-18,BlueLine Transport,SO-008582,CUST-0215,14837,7419,17163,ACT-0054,200,4.0,3824.58
SHP-007419,2026-05-18,BlueLine Transport,SO-008582,CUST-0215,14838,7419,17164,AFT-0005,100,9.0,2334.92
SHP-007989,2026-05-18,ParcelPro,SO-009243,CUST-0172,15977,7989,18485,ACT-0045,100,22.0,311.98
SHP-007989,2026-05-18,ParcelPro,SO-009243,CUST-0172,15978,7989,18486,ACT-0056,200,33.0,618.58
SHP-008563,2026-05-18,Roadstar Logistics,SO-009904,CUST-0129,17125,8563,19807,ACT-0036,200,2.0,207.18
SHP-008563,2026-05-18,Roadstar Logistics,SO-009904,CUST-0129,17126,8563,19808,ACT-0047,100,4.0,766.28
SHP-000382,2026-05-19,Roadstar Logistics,SO-000436,CUST-0213,763,382,871,ACT-0028,200,13.0,213.58
SHP-000382,2026-05-19,Roadstar Logistics,SO-000436,CUST-0213,764,382,872,ACT-0039,100,22.0,759.88
