order_number,customer_id,promised_ship_date,id,sales_order_id,line_number,item_id,site_code,order_quantity,shipped_quantity,unit_price,discount_percent,standard_unit_cost,status
SO-004811,CUST-0188,2026-07-14,9622,4811,20,DRV-0004,200,22.0,0.0,1224.04,0.035,766.25,Open
SO-006067,CUST-0180,2026-07-14,12133,6067,10,AFT-0029,100,55.0,0.0,638.98,0.035,438.34,Open
SO-006067,CUST-0180,2026-07-14,12134,6067,20,AFT-0040,100,2.0,0.0,841.91,0.05,567.45,Open
SO-006728,CUST-0137,2026-07-14,13455,6728,10,AFT-0020,100,9.0,0.0,1228.51,0.05,783.79,Open
SO-006728,CUST-0137,2026-07-14,13456,6728,20,AFT-0031,100,13.0,0.0,495.46,0.0,310.16,Open
SO-007766,CUST-0023,2026-07-14,15531,7766,10,ACT-0008,200,22.0,0.0,320.83,0.02,227.79,Open
SO-007766,CUST-0023,2026-07-14,15532,7766,20,ACT-0019,100,33.0,0.0,1789.48,0.035,1249.06,Open
SO-008427,CUST-0220,2026-07-14,16853,8427,10,SYS-0029,100,2.0,0.0,1752.89,0.035,1160.41,Open
SO-008427,CUST-0220,2026-07-14,16854,8427,20,ACT-0010,200,4.0,0.0,3435.95,0.05,2233.37,Open
SO-009088,CUST-0177,2026-07-14,18175,9088,10,SYS-0020,300,13.0,0.0,6434.3,0.05,3950.66,Open
SO-009088,CUST-0177,2026-07-14,18176,9088,20,ACT-0001,100,22.0,0.0,3345.28,0.0,2375.15,Open
SO-000281,CUST-0218,2026-07-15,561,281,10,SYS-0003,100,9.0,0.0,1172.08,0.02,789.98,Open
SO-000281,CUST-0218,2026-07-15,562,281,20,SYS-0014,300,13.0,0.0,1279.55,0.035,847.06,Open
SO-001319,CUST-0104,2026-07-15,2637,1319,10,CTL-0031,300,22.0,0.0,3063.26,0.0,1954.36,Open
SO-001319,CUST-0104,2026-07-15,2638,1319,20,DRV-0002,200,33.0,0.0,3627.51,0.0,2270.82,Open
SO-001980,CUST-0061,2026-07-15,3959,1980,10,CTL-0022,300,2.0,0.0,2965.79,0.0,2070.12,Open
SO-001980,CUST-0061,2026-07-15,3960,1980,20,CTL-0033,300,4.0,0.0,5359.4,0.02,3676.55,Open
SO-002641,CUST-0018,2026-07-15,5281,2641,10,CTL-0013,300,13.0,0.0,414.83,0.02,269.64,Open
SO-002641,CUST-0018,2026-07-15,5282,2641,20,CTL-0024,300,22.0,0.0,1226.03,0.035,782.21,Open
SO-003679,CUST-0144,2026-07-15,7357,3679,10,AFT-0001,100,33.0,0.0,2809.76,0.0,1725.19,Open
SO-003679,CUST-0144,2026-07-15,7358,3679,20,AFT-0012,300,55.0,0.0,1414.77,0.0,1004.49,Open
SO-003897,CUST-0010,2026-07-15,7793,3897,10,AFT-0009,300,55.0,0.0,892.21,0.035,622.76,Open
SO-003897,CUST-0010,2026-07-15,7794,3897,20,AFT-0020,100,2.0,0.0,1142.55,0.05,783.79,Open
SO-004935,CUST-0136,2026-07-15,9869,4935,10,SYS-0027,100,4.0,0.0,1511.4,0.0,1000.55,Open
SO-004935,CUST-0136,2026-07-15,9870,4935,20,ACT-0008,200,9.0,0.0,350.45,0.02,227.79,Open
SO-005596,CUST-0093,2026-07-15,11191,5596,10,SYS-0018,300,22.0,0.0,1028.34,0.02,631.4,Open
SO-005596,CUST-0093,2026-07-15,11192,5596,20,SYS-0029,100,33.0,0.0,1634.38,0.035,1160.41,Open
SO-006257,CUST-0050,2026-07-15,12513,6257,10,SYS-0009,100,2.0,0.0,816.13,0.035,550.07,Open
SO-006257,CUST-0050,2026-07-15,12514,6257,20,SYS-0020,300,4.0,0.0,5967.76,0.05,3950.66,Open
SO-007295,CUST-0176,2026-07-15,14589,7295,10,CTL-0037,300,9.0,0.0,6789.15,0.0,4331.48,Open
SO-007295,CUST-0176,2026-07-15,14590,7295,20,DRV-0008,200,13.0,0.0,415.43,0.02,260.06,Open
SO-007956,CUST-0133,2026-07-15,15911,7956,10,CTL-0028,300,33.0,0.0,3380.16,0.02,2359.35,Open
SO-007956,CUST-0133,2026-07-15,15912,7956,20,CTL-0039,300,55.0,0.0,2746.02,0.035,1883.77,Open
SO-009212,CUST-0125,2026-07-15,18423,9212,10,AFT-0024,300,4.0,0.0,916.18,0.035,584.52,Open
SO-009212,CUST-0125,2026-07-15,18424,9212,20,AFT-0035,100,9.0,0.0,3662.16,0.05,2292.51,Open
SO-009873,CUST-0082,2026-07-15,19745,9873,10,AFT-0015,300,22.0,0.0,1610.62,0.05,1124.21,Open
SO-009873,CUST-0082,2026-07-15,19746,9873,20,AFT-0026,100,33.0,0.0,283.62,0.0,194.56,Open
SO-001509,CUST-0214,2026-07-16,3017,1509,10,ACT-0041,100,33.0,0.0,708.51,0.0,443.53,Open
SO-001509,CUST-0214,2026-07-16,3018,1509,20,ACT-0052,200,55.0,0.0,1053.03,0.0,646.56,Open
SO-002765,CUST-0206,2026-07-16,5529,2765,10,SYS-0007,100,4.0,0.0,1335.42,0.0,900.07,Open
SO-002765,CUST-0206,2026-07-16,5530,2765,20,SYS-0018,300,9.0,0.0,953.78,0.02,631.4,Open
SO-003426,CUST-0163,2026-07-16,6851,3426,10,DRV-0058,200,22.0,0.0,3237.51,0.02,2026.68,Open
SO-003426,CUST-0163,2026-07-16,6852,3426,20,SYS-0009,100,33.0,0.0,895.88,0.035,550.07,Open
SO-005125,CUST-0006,2026-07-16,10249,5125,10,CTL-0017,300,9.0,0.0,378.86,0.0,246.26,Open
SO-005125,CUST-0006,2026-07-16,10250,5125,20,CTL-0028,300,13.0,0.0,3698.04,0.02,2359.35,Open
SO-005786,CUST-0203,2026-07-16,11571,5786,10,CTL-0008,300,33.0,0.0,1001.13,0.02,710.8,Open
SO-005786,CUST-0203,2026-07-16,11572,5786,20,CTL-0019,300,55.0,0.0,1445.36,0.035,1008.86,Open
SO-007042,CUST-0195,2026-07-16,14083,7042,10,AFT-0004,100,4.0,0.0,3297.92,0.035,2143.65,Open
SO-007042,CUST-0195,2026-07-16,14084,7042,20,AFT-0015,300,9.0,0.0,1762.08,0.05,1124.21,Open
SO-008741,CUST-0038,2026-07-16,17481,8741,10,SYS-0013,100,55.0,0.0,1293.44,0.02,871.78,Open
SO-008741,CUST-0038,2026-07-16,17482,8741,20,SYS-0024,300,2.0,0.0,8675.89,0.035,5743.44,Open
SO-009402,CUST-0235,2026-07-16,18803,9402,10,SYS-0004,300,9.0,0.0,434.3,0.035,271.87,Open
SO-009402,CUST-0235,2026-07-16,18804,9402,20,SYS-0015,100,13.0,0.0,8961.82,0.05,5502.56,Open
SO-000595,CUST-0036,2026-07-17,1189,595,10,DRV-0047,100,4.0,0.0,5444.78,0.0,3735.12,Open
SO-000595,CUST-0036,2026-07-17,1190,595,20,DRV-0058,200,9.0,0.0,3006.94,0.02,2026.68,Open
SO-001256,CUST-0233,2026-07-17,2511,1256,10,DRV-0038,200,22.0,0.0,853.17,0.02,544.32,Open
SO-001256,CUST-0233,2026-07-17,2512,1256,20,DRV-0049,100,33.0,0.0,1916.6,0.035,1199.79,Open
SO-002294,CUST-0119,2026-07-17,4587,2294,10,CTL-0006,300,55.0,0.0,2265.35,0.0,1608.4,Open
SO-002294,CUST-0119,2026-07-17,4588,2294,20,CTL-0017,300,2.0,0.0,352.81,0.0,246.26,Open
SO-002955,CUST-0076,2026-07-17,5909,2955,10,AFT-0057,300,9.0,0.0,934.44,0.0,618.6,Open
SO-002955,CUST-0076,2026-07-17,5910,2955,20,CTL-0008,300,13.0,0.0,1093.54,0.02,710.8,Open
SO-003616,CUST-0033,2026-07-17,7231,3616,10,AFT-0048,300,33.0,0.0,4225.07,0.02,2594.19,Open
SO-003616,CUST-0033,2026-07-17,7232,3616,20,AFT-0059,100,55.0,0.0,380.41,0.035,270.09,Open
SO-004654,CUST-0159,2026-07-17,9307,4654,10,ACT-0036,200,2.0,0.0,302.01,0.0,207.18,Open
SO-004654,CUST-0159,2026-07-17,9308,4654,20,ACT-0047,100,4.0,0.0,1136.91,0.0,766.28,Open
SO-004872,CUST-0025,2026-07-17,9743,4872,10,ACT-0044,200,4.0,0.0,288.72,0.035,191.13,Open
SO-004872,CUST-0025,2026-07-17,9744,4872,20,ACT-0055,100,9.0,0.0,3284.38,0.05,2134.85,Open
SO-005910,CUST-0151,2026-07-17,11819,5910,10,SYS-0002,300,13.0,0.0,1954.79,0.0,1223.7,Open
SO-005910,CUST-0151,2026-07-17,11820,5910,20,SYS-0013,100,22.0,0.0,1419.84,0.02,871.78,Open
SO-006571,CUST-0108,2026-07-17,13141,6571,10,DRV-0053,100,55.0,0.0,3638.37,0.02,2495.92,Open
SO-006571,CUST-0108,2026-07-17,13142,6571,20,SYS-0004,300,2.0,0.0,403.37,0.035,271.87,Open
SO-007232,CUST-0065,2026-07-17,14463,7232,10,DRV-0044,200,9.0,0.0,343.32,0.035,219.04,Open
SO-007232,CUST-0065,2026-07-17,14464,7232,20,DRV-0055,100,13.0,0.0,8626.88,0.05,5400.43,Open
SO-008270,CUST-0191,2026-07-17,16539,8270,10,CTL-0012,300,22.0,0.0,6313.63,0.0,4482.68,Open
SO-008270,CUST-0191,2026-07-17,16540,8270,20,CTL-0023,300,33.0,0.0,1780.99,0.02,1243.13,Open
SO-008931,CUST-0148,2026-07-17,17861,8931,10,CTL-0003,300,2.0,0.0,2673.94,0.02,1770.15,Open
SO-008931,CUST-0148,2026-07-17,17862,8931,20,CTL-0014,300,4.0,0.0,578.95,0.035,376.32,Open
SO-000124,CUST-0189,2026-07-18,247,124,10,AFT-0046,100,55.0,0.0,1081.68,0.0,664.15,Open
SO-000124,CUST-0189,2026-07-18,248,124,20,AFT-0057,300,2.0,0.0,871.27,0.0,618.6,Open
SO-000785,CUST-0146,2026-07-18,1569,785,10,AFT-0037,100,9.0,0.0,4565.8,0.0,3077.35,Open
SO-000785,CUST-0146,2026-07-18,1570,785,20,AFT-0048,300,13.0,0.0,3918.72,0.02,2594.19,Open
SO-001823,CUST-0032,2026-07-18,3645,1823,10,ACT-0025,100,22.0,0.0,4382.74,0.05,2796.19,Open
SO-001823,CUST-0032,2026-07-18,3646,1823,20,ACT-0036,200,33.0,0.0,330.96,0.0,207.18,Open
SO-002484,CUST-0229,2026-07-18,4967,2484,10,ACT-0016,200,2.0,0.0,311.23,0.0,217.24,Open
SO-002484,CUST-0229,2026-07-18,4968,2484,20,ACT-0027,100,4.0,0.0,4049.26,0.0,2777.79,Open
SO-003740,CUST-0221,2026-07-18,7479,3740,10,DRV-0042,200,13.0,0.0,641.91,0.0,409.54,Open
SO-003740,CUST-0221,2026-07-18,7480,3740,20,DRV-0053,100,22.0,0.0,3987.09,0.02,2495.92,Open
SO-004401,CUST-0178,2026-07-18,8801,4401,10,DRV-0033,100,55.0,0.0,1611.6,0.02,1124.9,Open
SO-004401,CUST-0178,2026-07-18,8802,4401,20,DRV-0044,200,2.0,0.0,319.3,0.035,219.04,Open
SO-005439,CUST-0064,2026-07-18,10877,5439,10,CTL-0001,300,4.0,0.0,3287.43,0.0,2176.28,Open
SO-005439,CUST-0064,2026-07-18,10878,5439,20,CTL-0012,300,9.0,0.0,6896.43,0.0,4482.68,Open
SO-006100,CUST-0021,2026-07-18,12199,6100,10,AFT-0052,100,22.0,0.0,514.04,0.0,315.62,Open
SO-006100,CUST-0021,2026-07-18,12200,6100,20,CTL-0003,300,33.0,0.0,2493.17,0.02,1770.15,Open
SO-006761,CUST-0218,2026-07-18,13521,6761,10,AFT-0043,100,2.0,0.0,1041.13,0.02,701.72,Open
SO-006761,CUST-0218,2026-07-18,13522,6761,20,AFT-0054,300,4.0,0.0,421.0,0.035,278.7,Open
SO-008017,CUST-0210,2026-07-18,16033,8017,10,ACT-0039,100,13.0,0.0,1237.59,0.035,759.88,Open
SO-008017,CUST-0210,2026-07-18,16034,8017,20,ACT-0050,200,22.0,0.0,1502.32,0.05,1066.65,Open
SO-009055,CUST-0096,2026-07-18,18109,9055,10,DRV-0057,100,33.0,0.0,5641.66,0.0,3870.18,Open
SO-009055,CUST-0096,2026-07-18,18110,9055,20,SYS-0008,300,55.0,0.0,323.44,0.02,218.0,Open
SO-009716,CUST-0053,2026-07-18,19431,9716,10,DRV-0048,200,4.0,0.0,1435.82,0.02,916.05,Open
SO-009716,CUST-0053,2026-07-18,19432,9716,20,DRV-0059,100,9.0,0.0,6527.59,0.035,4086.27,Open
SO-000314,CUST-0059,2026-07-19,627,314,10,SYS-0026,300,2.0,0.0,1974.24,0.0,1401.71,Open
SO-000314,CUST-0059,2026-07-19,628,314,20,ACT-0007,100,4.0,0.0,3963.78,0.0,2766.72,Open
SO-001570,CUST-0051,2026-07-19,3139,1570,10,DRV-0022,200,13.0,0.0,6460.02,0.0,4199.01,Open
SO-001570,CUST-0051,2026-07-19,3140,1570,20,DRV-0033,100,22.0,0.0,1763.17,0.02,1124.9,Open
SO-003269,CUST-0134,2026-07-19,6537,3269,10,AFT-0041,100,4.0,0.0,1725.55,0.0,1163.02,Open
SO-003269,CUST-0134,2026-07-19,6538,3269,20,AFT-0052,100,9.0,0.0,476.77,0.0,315.62,Open
SO-003930,CUST-0091,2026-07-19,7859,3930,10,AFT-0032,100,22.0,0.0,1062.44,0.0,665.09,Open
SO-003930,CUST-0091,2026-07-19,7860,3930,20,AFT-0043,100,33.0,0.0,1142.87,0.02,701.72,Open
SO-005629,CUST-0174,2026-07-19,11257,5629,10,ACT-0011,100,9.0,0.0,640.91,0.0,416.59,Open
SO-005629,CUST-0174,2026-07-19,11258,5629,20,ACT-0022,200,13.0,0.0,1552.35,0.0,990.4,Open
SO-006885,CUST-0166,2026-07-19,13769,6885,10,DRV-0037,100,33.0,0.0,6403.27,0.0,4469.48,Open
SO-006885,CUST-0166,2026-07-19,13770,6885,20,DRV-0048,200,55.0,0.0,1335.35,0.02,916.05,Open
SO-007546,CUST-0123,2026-07-19,15091,7546,10,DRV-0028,200,4.0,0.0,3628.75,0.02,2358.69,Open
SO-007546,CUST-0123,2026-07-19,15092,7546,20,DRV-0039,100,9.0,0.0,603.86,0.035,385.26,Open
SO-009245,CUST-0206,2026-07-19,18489,9245,10,AFT-0047,100,55.0,0.0,2784.07,0.0,1876.46,Open
SO-009245,CUST-0206,2026-07-19,18490,9245,20,AFT-0058,100,2.0,0.0,375.51,0.02,248.59,Open
SO-009906,CUST-0163,2026-07-19,19811,9906,10,AFT-0038,100,9.0,0.0,2171.85,0.02,1359.58,Open
SO-009906,CUST-0163,2026-07-19,19812,9906,20,AFT-0049,100,13.0,0.0,1172.54,0.035,719.94,Open
SO-000438,CUST-0007,2026-07-20,875,438,10,AFT-0030,300,33.0,0.0,546.36,0.05,342.02,Open
SO-000438,CUST-0007,2026-07-20,876,438,20,AFT-0041,100,55.0,0.0,1894.17,0.0,1163.02,Open
SO-001099,CUST-0204,2026-07-20,2197,1099,10,AFT-0021,300,4.0,0.0,576.14,0.0,395.23,Open
SO-001099,CUST-0204,2026-07-20,2198,1099,20,AFT-0032,100,9.0,0.0,986.78,0.0,665.09,Open
SO-001760,CUST-0161,2026-07-20,3519,1760,10,AFT-0012,300,22.0,0.0,1574.44,0.0,1004.49,Open
SO-001760,CUST-0161,2026-07-20,3520,1760,20,AFT-0023,100,33.0,0.0,436.39,0.02,273.18,Open
SO-002798,CUST-0047,2026-07-20,5595,2798,10,SYS-0030,300,55.0,0.0,4660.32,0.05,3308.83,Open
SO-002798,CUST-0047,2026-07-20,5596,2798,20,ACT-0011,100,2.0,0.0,596.83,0.0,416.59,Open
SO-003459,CUST-0004,2026-07-20,6917,3459,10,SYS-0021,100,9.0,0.0,2924.35,0.0,1935.92,Open
SO-003459,CUST-0004,2026-07-20,6918,3459,20,ACT-0002,200,13.0,0.0,612.98,0.0,398.44,Open
SO-004715,CUST-0236,2026-07-20,9429,4715,10,DRV-0017,100,33.0,0.0,1094.42,0.0,777.04,Open
SO-004715,CUST-0236,2026-07-20,9430,4715,20,DRV-0028,200,55.0,0.0,3379.21,0.02,2358.69,Open
SO-005376,CUST-0193,2026-07-20,10751,5376,10,DRV-0008,200,4.0,0.0,392.84,0.02,260.06,Open
SO-005376,CUST-0193,2026-07-20,10752,5376,20,DRV-0019,100,9.0,0.0,2160.91,0.035,1404.59,Open
SO-006414,CUST-0079,2026-07-20,12827,6414,10,AFT-0036,300,13.0,0.0,1518.56,0.0,950.62,Open
SO-006414,CUST-0079,2026-07-20,12828,6414,20,AFT-0047,100,22.0,0.0,3056.12,0.0,1876.46,Open
SO-007075,CUST-0036,2026-07-20,14149,7075,10,AFT-0027,300,55.0,0.0,478.22,0.0,328.06,Open
SO-007075,CUST-0036,2026-07-20,14150,7075,20,AFT-0038,100,2.0,0.0,2017.18,0.02,1359.58,Open
SO-007736,CUST-0233,2026-07-20,15471,7736,10,AFT-0018,300,9.0,0.0,914.84,0.02,583.67,Open
SO-007736,CUST-0233,2026-07-20,15472,7736,20,AFT-0029,100,13.0,0.0,700.22,0.035,438.34,Open
SO-008992,CUST-0225,2026-07-20,17983,8992,10,ACT-0014,200,33.0,0.0,793.69,0.035,544.47,Open
SO-008992,CUST-0225,2026-07-20,17984,8992,20,ACT-0025,100,55.0,0.0,4148.65,0.05,2796.19,Open
SO-000628,CUST-0117,2026-07-21,1255,628,10,SYS-0010,300,55.0,0.0,1657.25,0.05,1017.55,Open
SO-000628,CUST-0117,2026-07-21,1256,628,20,SYS-0021,100,2.0,0.0,2726.65,0.0,1935.92,Open
SO-001289,CUST-0074,2026-07-21,2577,1289,10,SYS-0001,100,9.0,0.0,718.52,0.0,484.28,Open
SO-001289,CUST-0074,2026-07-21,2578,1289,20,SYS-0012,300,13.0,0.0,822.36,0.0,544.4,Open
SO-002327,CUST-0200,2026-07-21,4653,2327,10,CTL-0029,300,22.0,0.0,1169.48,0.035,746.13,Open
SO-002327,CUST-0200,2026-07-21,4654,2327,20,CTL-0040,300,33.0,0.0,5899.98,0.05,3693.39,Open
SO-002545,CUST-0066,2026-07-21,5089,2545,10,CTL-0037,300,33.0,0.0,7054.53,0.0,4331.48,Open
SO-002545,CUST-0066,2026-07-21,5090,2545,20,DRV-0008,200,55.0,0.0,366.28,0.02,260.06,Open
SO-003583,CUST-0192,2026-07-21,7165,3583,10,AFT-0025,100,2.0,0.0,693.66,0.05,475.85,Open
SO-003583,CUST-0192,2026-07-21,7166,3583,20,AFT-0036,300,4.0,0.0,1410.42,0.0,950.62,Open
SO-004244,CUST-0149,2026-07-21,8487,4244,10,AFT-0016,100,13.0,0.0,2651.43,0.0,1691.61,Open
SO-004244,CUST-0149,2026-07-21,8488,4244,20,AFT-0027,300,22.0,0.0,524.06,0.0,328.06,Open
SO-004905,CUST-0106,2026-07-21,9809,4905,10,AFT-0007,100,55.0,0.0,424.01,0.0,295.96,Open
SO-004905,CUST-0106,2026-07-21,9810,4905,20,AFT-0018,300,2.0,0.0,850.83,0.02,583.67,Open
SO-005943,CUST-0232,2026-07-21,11885,5943,10,SYS-0025,100,4.0,0.0,791.24,0.05,523.8,Open
SO-005943,CUST-0232,2026-07-21,11886,5943,20,ACT-0006,200,9.0,0.0,802.09,0.0,521.36,Open
SO-006604,CUST-0189,2026-07-21,13207,6604,10,SYS-0016,300,22.0,0.0,3293.5,0.0,2022.21,Open
SO-006604,CUST-0189,2026-07-21,13208,6604,20,SYS-0027,100,33.0,0.0,1409.23,0.0,1000.55,Open
SO-007199,CUST-0224,2026-07-21,14397,7199,10,DRV-0021,100,22.0,0.0,1445.13,0.0,1026.04,Open
SO-007199,CUST-0224,2026-07-21,14398,7199,20,DRV-0032,200,33.0,0.0,347.95,0.0,242.87,Open
SO-007860,CUST-0181,2026-07-21,15719,7860,10,DRV-0012,200,2.0,0.0,356.89,0.0,236.26,Open
SO-007860,CUST-0181,2026-07-21,15720,7860,20,DRV-0023,100,4.0,0.0,2241.15,0.02,1456.75,Open
SO-008521,CUST-0138,2026-07-21,17041,8521,10,DRV-0003,100,13.0,0.0,3207.92,0.02,1969.66,Open
SO-008521,CUST-0138,2026-07-21,17042,8521,20,DRV-0014,200,22.0,0.0,1375.85,0.035,976.85,Open
SO-009559,CUST-0024,2026-07-21,19117,9559,10,AFT-0031,100,33.0,0.0,452.13,0.0,310.16,Open
SO-009559,CUST-0024,2026-07-21,19118,9559,20,AFT-0042,300,55.0,0.0,443.96,0.0,299.23,Open
SO-000157,CUST-0030,2026-07-22,313,157,10,CTL-0009,300,22.0,0.0,2254.77,0.035,1465.6,Open
SO-000157,CUST-0030,2026-07-22,314,157,20,CTL-0020,300,33.0,0.0,1076.96,0.05,687.1,Open
SO-001413,CUST-0022,2026-07-22,2825,1413,10,AFT-0005,100,2.0,0.0,3345.16,0.05,2334.92,Open
SO-001413,CUST-0022,2026-07-22,2826,1413,20,AFT-0016,100,4.0,0.0,2465.9,0.0,1691.61,Open
SO-002074,CUST-0219,2026-07-22,4147,2074,10,ACT-0056,200,13.0,0.0,951.66,0.0,618.58,Open
SO-002074,CUST-0219,2026-07-22,4148,2074,20,AFT-0007,100,22.0,0.0,463.89,0.0,295.96,Open
SO-003773,CUST-0062,2026-07-22,7545,3773,10,SYS-0005,100,4.0,0.0,438.01,0.05,295.22,Open
SO-003773,CUST-0062,2026-07-22,7546,3773,20,SYS-0016,300,9.0,0.0,3054.7,0.0,2022.21,Open
SO-004434,CUST-0019,2026-07-22,8867,4434,10,DRV-0056,200,22.0,0.0,4781.41,0.0,2993.16,Open
SO-004434,CUST-0019,2026-07-22,8868,4434,20,SYS-0007,100,33.0,0.0,1465.91,0.0,900.07,Open
SO-005690,CUST-0011,2026-07-22,11379,5690,10,CTL-0032,300,2.0,0.0,2890.12,0.0,1947.94,Open
SO-005690,CUST-0011,2026-07-22,11380,5690,20,DRV-0003,100,4.0,0.0,2975.32,0.02,1969.66,Open
SO-007389,CUST-0094,2026-07-22,14777,7389,10,AFT-0011,100,33.0,0.0,658.68,0.0,459.76,Open
SO-007389,CUST-0094,2026-07-22,14778,7389,20,AFT-0022,100,55.0,0.0,328.51,0.0,225.36,Open
SO-008050,CUST-0051,2026-07-22,16099,8050,10,AFT-0002,100,4.0,0.0,2515.68,0.0,1635.19,Open
SO-008050,CUST-0051,2026-07-22,16100,8050,20,AFT-0013,100,9.0,0.0,4618.5,0.02,2946.6,Open
SO-000942,CUST-0175,2026-07-23,1883,942,10,DRV-0054,200,33.0,0.0,3816.41,0.035,2389.07,Open
SO-000942,CUST-0175,2026-07-23,1884,942,20,SYS-0005,100,55.0,0.0,480.81,0.05,295.22,Open
SO-001603,CUST-0132,2026-07-23,3205,1603,10,DRV-0045,100,4.0,0.0,552.19,0.05,378.8,Open
SO-001603,CUST-0132,2026-07-23,3206,1603,20,DRV-0056,200,9.0,0.0,4440.89,0.0,2993.16,Open
SO-002264,CUST-0089,2026-07-23,4527,2264,10,DRV-0036,200,22.0,0.0,2346.68,0.0,1497.18,Open
SO-002264,CUST-0089,2026-07-23,4528,2264,20,DRV-0047,100,33.0,0.0,5966.65,0.0,3735.12,Open
SO-003302,CUST-0215,2026-07-23,6603,3302,10,CTL-0004,300,55.0,0.0,1955.32,0.035,1388.28,Open
SO-003302,CUST-0215,2026-07-23,6604,3302,20,CTL-0015,300,2.0,0.0,723.95,0.05,505.32,Open
SO-003520,CUST-0081,2026-07-23,7039,3520,10,CTL-0012,300,2.0,0.0,6534.52,0.0,4482.68,Open
SO-003520,CUST-0081,2026-07-23,7040,3520,20,CTL-0023,300,4.0,0.0,1844.41,0.02,1243.13,Open
SO-004558,CUST-0207,2026-07-23,9115,4558,10,ACT-0060,200,9.0,0.0,335.4,0.05,218.01,Open
SO-004558,CUST-0207,2026-07-23,9116,4558,20,AFT-0011,100,13.0,0.0,720.63,0.0,459.76,Open
SO-005219,CUST-0164,2026-07-23,10437,5219,10,ACT-0051,100,33.0,0.0,6408.87,0.0,4550.3,Open
SO-005219,CUST-0164,2026-07-23,10438,5219,20,AFT-0002,100,55.0,0.0,2342.68,0.0,1635.19,Open
SO-005880,CUST-0121,2026-07-23,11759,5880,10,ACT-0042,200,4.0,0.0,972.02,0.0,643.48,Open
SO-005880,CUST-0121,2026-07-23,11760,5880,20,ACT-0053,100,9.0,0.0,704.17,0.02,457.71,Open
SO-006918,CUST-0007,2026-07-23,13835,6918,10,DRV-0060,200,13.0,0.0,597.08,0.05,373.77,Open
SO-006918,CUST-0007,2026-07-23,13836,6918,20,SYS-0011,100,22.0,0.0,1662.04,0.0,1020.49,Open
SO-007579,CUST-0204,2026-07-23,15157,7579,10,DRV-0051,100,55.0,0.0,4610.74,0.0,3162.97,Open
SO-007579,CUST-0204,2026-07-23,15158,7579,20,SYS-0002,300,2.0,0.0,1815.58,0.0,1223.7,Open
SO-008174,CUST-0239,2026-07-23,16347,8174,10,CTL-0036,300,55.0,0.0,5571.6,0.0,3755.26,Open
SO-008174,CUST-0239,2026-07-23,16348,8174,20,DRV-0007,100,2.0,0.0,2048.19,0.0,1355.9,Open
SO-008835,CUST-0196,2026-07-23,17669,8835,10,CTL-0027,300,9.0,0.0,1680.78,0.0,1052.17,Open
SO-008835,CUST-0196,2026-07-23,17670,8835,20,CTL-0038,300,13.0,0.0,2651.4,0.02,1627.96,Open
SO-009496,CUST-0153,2026-07-23,18991,9496,10,CTL-0018,300,33.0,0.0,998.63,0.02,685.06,Open
SO-009496,CUST-0153,2026-07-23,18992,9496,20,CTL-0029,300,55.0,0.0,1107.02,0.035,746.13,Open
SO-000471,CUST-0088,2026-07-24,941,471,10,AFT-0053,100,13.0,0.0,732.61,0.02,484.99,Open
SO-000471,CUST-0088,2026-07-24,942,471,20,CTL-0004,300,22.0,0.0,2135.82,0.035,1388.28,Open
SO-001132,CUST-0045,2026-07-24,2263,1132,10,AFT-0044,100,55.0,0.0,1632.18,0.035,1002.16,Open
SO-001132,CUST-0045,2026-07-24,2264,1132,20,AFT-0055,100,2.0,0.0,396.32,0.05,281.39,Open
SO-002388,CUST-0037,2026-07-24,4775,2388,10,ACT-0040,200,9.0,0.0,301.84,0.05,199.82,Open
SO-002388,CUST-0037,2026-07-24,4776,2388,20,ACT-0051,100,13.0,0.0,7000.46,0.0,4550.3,Open
SO-003049,CUST-0234,2026-07-24,6097,3049,10,ACT-0031,100,33.0,0.0,4109.2,0.0,2523.05,Open
SO-003049,CUST-0234,2026-07-24,6098,3049,20,ACT-0042,200,55.0,0.0,906.31,0.0,643.48,Open
SO-004087,CUST-0120,2026-07-24,8173,4087,10,DRV-0049,100,2.0,0.0,1748.97,0.035,1199.79,Open
SO-004087,CUST-0120,2026-07-24,8174,4087,20,DRV-0060,200,4.0,0.0,554.55,0.05,373.77,Open
SO-004748,CUST-0077,2026-07-24,9495,4748,10,DRV-0040,200,13.0,0.0,343.21,0.05,218.97,Open
SO-004748,CUST-0077,2026-07-24,9496,4748,20,DRV-0051,100,22.0,0.0,5052.67,0.0,3162.97,Open
SO-005409,CUST-0034,2026-07-24,10817,5409,10,DRV-0031,100,55.0,0.0,1995.67,0.0,1392.98,Open
SO-005409,CUST-0034,2026-07-24,10818,5409,20,DRV-0042,200,2.0,0.0,597.0,0.0,409.54,Open
SO-006665,CUST-0026,2026-07-24,13329,6665,10,CTL-0007,300,9.0,0.0,3459.22,0.0,2206.98,Open
SO-006665,CUST-0026,2026-07-24,13330,6665,20,CTL-0018,300,13.0,0.0,1094.35,0.02,685.06,Open
SO-007703,CUST-0152,2026-07-24,15405,7703,10,ACT-0055,100,22.0,0.0,3006.83,0.05,2134.85,Open
SO-007703,CUST-0152,2026-07-24,15406,7703,20,AFT-0006,300,33.0,0.0,8244.97,0.0,5754.99,Open
SO-008364,CUST-0109,2026-07-24,16727,8364,10,ACT-0046,200,2.0,0.0,820.83,0.0,543.39,Open
