id,transaction_date,transaction_type,item_id,site_code,warehouse_code,location_code,lot_number,quantity,unit_cost,reference_type,reference_id,quality_status,journal_id,extended_value
99758,2026-05-16,Production Issue,PC-0038,300,300-RM,300-RM-05,,-59.6333,67.55,Production Order,MO-017132,Available,,-4028.229415
99759,2026-05-16,Production Issue,PC-0061,300,300-RM,300-RM-01,,-17.1541,142.82,Production Order,MO-017132,Available,,-2449.948562
99760,2026-05-16,Production Issue,PC-0084,300,300-RM,300-RM-02,,-30.7969,116.64,Production Order,MO-017132,Available,,-3592.150416
103189,2026-05-16,Production Issue,SA-0052,200,200-RM,200-RM-02,,-18.1364,514.68,Production Order,MO-017721,Available,,-9334.442351999998
103190,2026-05-16,Production Issue,RM-0015,200,200-RM,200-RM-03,,-4.794,23.43,Production Order,MO-017721,Available,,-112.32341999999998
103191,2026-05-16,Production Issue,RM-0038,200,200-RM,200-RM-04,,-9.5472,16.89,Production Order,MO-017721,Available,,-161.252208
106617,2026-05-16,Production Issue,PC-0082,300,300-RM,300-RM-02,,-90.0346,110.09,Production Order,MO-018310,Available,,-9911.909114
106618,2026-05-16,Production Issue,SA-0014,300,300-RM,300-RM-03,,-126.2238,370.35,Production Order,MO-018310,Available,,-46746.98433
106619,2026-05-16,Production Issue,RM-0005,300,300-RM,300-RM-04,,-32.6874,15.25,Production Order,MO-018310,Available,,-498.4828499999999
106620,2026-05-16,Production Issue,RM-0028,300,300-RM,300-RM-05,,-65.1571,34.07,Production Order,MO-018310,Available,,-2219.902397
110042,2026-05-16,Production Issue,RM-0022,300,300-RM,300-RM-02,,-18.2131,29.16,Production Order,MO-018899,Available,,-531.0939960000001
110043,2026-05-16,Production Issue,RM-0045,300,300-RM,300-RM-03,,-27.8055,22.61,Production Order,MO-018899,Available,,-628.6823549999999
110044,2026-05-16,Production Issue,RM-0068,300,300-RM,300-RM-04,,-35.148,16.07,Production Order,MO-018899,Available,,-564.8283600000001
110045,2026-05-16,Production Issue,RM-0091,300,300-RM,300-RM-05,,-10.2897,34.89,Production Order,MO-018899,Available,,-359.007633
110046,2026-05-16,Production Issue,RM-0114,300,300-RM,300-RM-01,,-18.5069,28.34,Production Order,MO-018899,Available,,-524.485546
111916,2026-05-16,Transfer Out,AFT-0001,100,100-FG,100-FG-01,,-13.65,1725.18,Transfer Order,TO-AFT-019220,Available,,-23548.707000000002
111917,2026-05-16,Transfer In,AFT-0001,400,400-FG,400-FG-01,,13.65,1725.18,Transfer Order,TO-AFT-019220,Available,,23548.707000000002
113473,2026-05-16,Production Issue,PC-0093,100,100-RM,100-RM-02,,-1.559,44.64,Production Order,MO-019488,Available,,-69.59376
113474,2026-05-16,Production Issue,RM-0016,100,100-RM,100-RM-03,,-4.6292,24.25,Production Order,MO-019488,Available,,-112.2581
113475,2026-05-16,Production Issue,RM-0039,100,100-RM,100-RM-04,,-8.0898,17.71,Production Order,MO-019488,Available,,-143.27035800000002
113476,2026-05-16,Production Issue,RM-0062,100,100-RM,100-RM-05,,-10.8825,11.16,Production Order,MO-019488,Available,,-121.4487
116905,2026-05-16,Production Issue,PC-0039,200,200-RM,200-RM-02,,-70.7668,70.82,Production Order,MO-020077,Available,,-5011.704776
116906,2026-05-16,Production Issue,PC-0062,200,200-RM,200-RM-03,,-9.1174,44.64,Production Order,MO-020077,Available,,-407.000736
116907,2026-05-16,Production Issue,PC-0085,200,200-RM,200-RM-04,,-27.0518,119.91,Production Order,MO-020077,Available,,-3243.781338
116908,2026-05-16,Production Issue,SA-0022,200,200-RM,200-RM-05,,-48.262,935.46,Production Order,MO-020077,Available,,-45147.17052
116909,2026-05-16,Production Issue,RM-0016,200,200-RM,200-RM-01,,-64.8696,24.25,Production Order,MO-020077,Available,,-1573.0878000000002
120332,2026-05-16,Production Issue,PC-0030,300,300-RM,300-RM-02,,-17.9983,142.82,Production Order,MO-020666,Available,,-2570.517206
120333,2026-05-16,Production Issue,PC-0053,300,300-RM,300-RM-03,,-26.8377,116.64,Production Order,MO-020666,Available,,-3130.3493280000002
120334,2026-05-16,Production Issue,PC-0076,300,300-RM,300-RM-04,,-3.5241,90.46,Production Order,MO-020666,Available,,-318.790086
120335,2026-05-16,Production Issue,PC-0099,300,300-RM,300-RM-05,,-11.5982,64.28,Production Order,MO-020666,Available,,-745.5322960000001
120336,2026-05-16,Production Issue,RM-0007,300,300-RM,300-RM-01,,-18.291,16.89,Production Order,MO-020666,Available,,-308.93499
120337,2026-05-16,Production Issue,RM-0030,300,300-RM,300-RM-02,,-27.2506,35.71,Production Order,MO-020666,Available,,-973.118926
123760,2026-05-16,Production Issue,PC-0021,100,100-RM,100-RM-02,,-55.6692,113.37,Production Order,MO-021255,Available,,-6311.217204
123761,2026-05-16,Production Issue,PC-0044,100,100-RM,100-RM-03,,-89.4093,87.19,Production Order,MO-021255,Available,,-7795.596867
123762,2026-05-16,Production Issue,PC-0067,100,100-RM,100-RM-04,,-133.4323,61.0,Production Order,MO-021255,Available,,-8139.3703
125635,2026-05-16,Transfer Out,AFT-0023,100,100-FG,100-FG-02,,-2.94,273.18,Transfer Order,TO-AFT-021576,Available,,-803.1492
125636,2026-05-16,Transfer In,AFT-0023,400,400-FG,400-FG-02,,2.94,273.18,Transfer Order,TO-AFT-021576,Available,,803.1492
127198,2026-05-16,Production Issue,RM-0117,200,200-RM,200-RM-02,,-58.9814,30.8,Production Order,MO-021844,Available,,-1816.62712
127199,2026-05-16,Production Issue,RM-0140,200,200-RM,200-RM-03,,-12.019,24.25,Production Order,MO-021844,Available,,-291.46075
127200,2026-05-16,Production Issue,PC-0013,200,200-RM,200-RM-04,,-28.5109,87.19,Production Order,MO-021844,Available,,-2485.865371
127201,2026-05-16,Production Issue,PC-0036,200,200-RM,200-RM-05,,-42.463,61.0,Production Order,MO-021844,Available,,-2590.243
127202,2026-05-16,Production Issue,PC-0059,200,200-RM,200-RM-01,,-54.0288,136.28,Production Order,MO-021844,Available,,-7363.0448639999995
127203,2026-05-16,Production Issue,PC-0082,200,200-RM,200-RM-02,,-12.2113,110.09,Production Order,MO-021844,Available,,-1344.342017
130621,2026-05-16,Production Issue,RM-0033,200,200-RM,200-RM-02,,-11.632,12.8,Production Order,MO-022433,Available,,-148.8896
130622,2026-05-16,Production Issue,RM-0056,200,200-RM,200-RM-03,,-16.7597,31.61,Production Order,MO-022433,Available,,-529.7741169999999
130623,2026-05-16,Production Issue,RM-0079,200,200-RM,200-RM-04,,-3.4125,25.07,Production Order,MO-022433,Available,,-85.55137500000001
134052,2026-05-16,Production Issue,RM-0024,100,100-RM,100-RM-02,,-54.43,30.8,Production Order,MO-023022,Available,,-1676.444
134053,2026-05-16,Production Issue,RM-0047,100,100-RM,100-RM-03,,-80.8819,24.25,Production Order,MO-023022,Available,,-1961.3860750000001
134054,2026-05-16,Production Issue,RM-0070,100,100-RM,100-RM-04,,-114.361,17.71,Production Order,MO-023022,Available,,-2025.3333100000002
134055,2026-05-16,Production Issue,RM-0093,100,100-RM,100-RM-05,,-23.2688,11.16,Production Order,MO-023022,Available,,-259.679808
137490,2026-05-16,Production Issue,PC-0010,300,300-RM,300-RM-02,,-36.5539,77.37,Production Order,MO-023611,Available,,-2828.175243
137491,2026-05-16,Production Issue,PC-0033,300,300-RM,300-RM-03,,-9.666,51.19,Production Order,MO-023611,Available,,-494.80254
137492,2026-05-16,Production Issue,PC-0056,300,300-RM,300-RM-04,,-19.2413,126.46,Production Order,MO-023611,Available,,-2433.254798
139357,2026-05-16,Transfer Out,AFT-0045,300,300-FG,300-FG-03,,-13.79,1273.82,Transfer Order,TO-AFT-023932,Available,,-17565.977799999997
139358,2026-05-16,Transfer In,AFT-0045,400,400-FG,400-FG-03,,13.79,1273.82,Transfer Order,TO-AFT-023932,Available,,17565.977799999997
140905,2026-05-16,Production Issue,PC-0001,100,100-RM,100-RM-02,,-9.7269,47.91,Production Order,MO-024200,Available,,-466.015779
140906,2026-05-16,Production Issue,PC-0024,100,100-RM,100-RM-03,,-13.6305,123.19,Production Order,MO-024200,Available,,-1679.141295
140907,2026-05-16,Production Issue,PC-0047,100,100-RM,100-RM-04,,-3.5312,97.0,Production Order,MO-024200,Available,,-342.5264
140908,2026-05-16,Production Issue,PC-0070,100,100-RM,100-RM-05,,-7.0357,70.82,Production Order,MO-024200,Available,,-498.26827399999996
144337,2026-05-16,Production Issue,RM-0034,200,200-RM,200-RM-02,,-41.31,13.61,Production Order,MO-024789,Available,,-562.2291
144338,2026-05-16,Production Issue,RM-0057,200,200-RM,200-RM-03,,-63.04,32.43,Production Order,MO-024789,Available,,-2044.3872
144339,2026-05-16,Production Issue,RM-0080,200,200-RM,200-RM-04,,-79.7157,25.89,Production Order,MO-024789,Available,,-2063.839473
144340,2026-05-16,Production Issue,RM-0103,200,200-RM,200-RM-05,,-21.047,19.34,Production Order,MO-024789,Available,,-407.04898000000003
144341,2026-05-16,Production Issue,RM-0126,200,200-RM,200-RM-01,,-41.971,12.8,Production Order,MO-024789,Available,,-537.2288
147767,2026-05-16,Production Issue,SA-0036,100,100-RM,100-RM-02,,-8.7121,496.42,Production Order,MO-025378,Available,,-4324.8606819999995
147768,2026-05-16,Production Issue,RM-0012,100,100-RM,100-RM-03,,-15.653,20.98,Production Order,MO-025378,Available,,-328.39994
147769,2026-05-16,Production Issue,RM-0035,100,100-RM,100-RM-04,,-24.3844,14.43,Production Order,MO-025378,Available,,-351.866892
147770,2026-05-16,Production Issue,RM-0058,100,100-RM,100-RM-05,,-30.8105,33.25,Production Order,MO-025378,Available,,-1024.449125
147771,2026-05-16,Production Issue,RM-0081,100,100-RM,100-RM-01,,-8.8472,26.71,Production Order,MO-025378,Available,,-236.30871200000004
147772,2026-05-16,Production Issue,RM-0104,100,100-RM,100-RM-02,,-15.9075,20.16,Production Order,MO-025378,Available,,-320.6952
151196,2026-05-16,Production Issue,RM-0034,100,100-RM,100-RM-02,,-125.0928,13.61,Production Order,MO-025967,Available,,-1702.513008
151197,2026-05-16,Production Issue,RM-0057,100,100-RM,100-RM-03,,-17.8689,32.43,Production Order,MO-025967,Available,,-579.488427
151198,2026-05-16,Production Issue,RM-0080,100,100-RM,100-RM-04,,-53.0391,25.89,Production Order,MO-025967,Available,,-1373.182299
151199,2026-05-16,Production Issue,RM-0103,100,100-RM,100-RM-05,,-94.5818,19.34,Production Order,MO-025967,Available,,-1829.212012
151200,2026-05-16,Production Issue,RM-0126,100,100-RM,100-RM-01,,-127.1777,12.8,Production Order,MO-025967,Available,,-1627.8745600000002
154625,2026-05-16,Production Issue,PC-0047,100,100-RM,100-RM-02,,-36.2893,97.0,Production Order,MO-026556,Available,,-3520.0620999999996
154626,2026-05-16,Production Issue,PC-0070,100,100-RM,100-RM-03,,-54.0883,70.82,Production Order,MO-026556,Available,,-3830.5334059999996
154627,2026-05-16,Production Issue,PC-0093,100,100-RM,100-RM-04,,-7.105,44.64,Production Order,MO-026556,Available,,-317.16720000000004
154628,2026-05-16,Production Issue,SA-0048,100,100-RM,100-RM-05,,-23.3735,402.94,Production Order,MO-026556,Available,,-9418.11809
154629,2026-05-16,Production Issue,RM-0015,100,100-RM,100-RM-01,,-36.8747,23.43,Production Order,MO-026556,Available,,-863.974221
154630,2026-05-16,Production Issue,RM-0038,100,100-RM,100-RM-02,,-49.5466,16.89,Production Order,MO-026556,Available,,-836.842074
158057,2026-05-16,Production Issue,SA-0001,200,200-RM,200-RM-02,,-6.4123,287.8,Production Order,MO-027145,Available,,-1845.4599400000002
158058,2026-05-16,Production Issue,RM-0009,200,200-RM,200-RM-03,,-10.3027,18.52,Production Order,MO-027145,Available,,-190.806004
158059,2026-05-16,Production Issue,RM-0032,200,200-RM,200-RM-04,,-15.3685,11.98,Production Order,MO-027145,Available,,-184.11463
161484,2026-05-16,Production Issue,PC-0092,100,100-RM,100-RM-02,,-15.0058,142.82,Production Order,MO-027734,Available,,-2143.128356
161485,2026-05-16,Production Issue,SA-0045,100,100-RM,100-RM-03,,-44.6221,283.66,Production Order,MO-027734,Available,,-12657.504886000002
161486,2026-05-16,Production Issue,RM-0023,100,100-RM,100-RM-04,,-70.2374,29.98,Production Order,MO-027734,Available,,-2105.717252
161487,2026-05-16,Production Issue,RM-0046,100,100-RM,100-RM-05,,-104.8736,23.43,Production Order,MO-027734,Available,,-2457.188448
164920,2026-05-16,Production Issue,PC-0008,200,200-RM,200-RM-02,,-23.4546,70.82,Production Order,MO-028323,Available,,-1661.0547719999997
164921,2026-05-16,Production Issue,PC-0031,200,200-RM,200-RM-03,,-33.7792,44.64,Production Order,MO-028323,Available,,-1507.9034880000002
164922,2026-05-16,Production Issue,PC-0054,200,200-RM,200-RM-04,,-6.8805,119.91,Production Order,MO-028323,Available,,-825.0407549999999
168354,2026-05-16,Production Issue,RM-0104,100,100-RM,100-RM-02,,-5.8781,20.16,Production Order,MO-028912,Available,,-118.502496
168355,2026-05-16,Production Issue,RM-0127,100,100-RM,100-RM-03,,-8.7381,13.61,Production Order,MO-028912,Available,,-118.92554099999998
168356,2026-05-16,Production Issue,RM-0150,100,100-RM,100-RM-04,,-12.3494,32.43,Production Order,MO-028912,Available,,-400.491042
168357,2026-05-16,Production Issue,PC-0023,100,100-RM,100-RM-05,,-2.5137,119.91,Production Order,MO-028912,Available,,-301.41776699999997
171775,2026-05-16,Production Issue,RM-0095,300,300-RM,300-RM-02,,-16.3551,12.8,Production Order,MO-029501,Available,,-209.34528
171776,2026-05-16,Production Issue,RM-0118,300,300-RM,300-RM-03,,-34.371,31.61,Production Order,MO-029501,Available,,-1086.46731
171777,2026-05-16,Production Issue,RM-0141,300,300-RM,300-RM-04,,-56.6343,25.07,Production Order,MO-029501,Available,,-1419.821901
171778,2026-05-16,Production Issue,PC-0014,300,300-RM,300-RM-05,,-73.6646,90.46,Production Order,MO-029501,Available,,-6663.699715999999
171779,2026-05-16,Production Issue,PC-0037,300,300-RM,300-RM-01,,-14.9818,64.28,Production Order,MO-029501,Available,,-963.030104
175334,2026-05-16,Customer Shipment,CTL-0017,300,300-FG,300-FG-01,,-33.0,246.26,Shipment,SHP-000326,Available,,-8126.58
175335,2026-05-16,Customer Shipment,CTL-0028,300,300-FG,300-FG-01,,-55.0,2359.35,Shipment,SHP-000326,Available,,-129764.25
175714,2026-05-16,Customer Shipment,CTL-0025,300,300-FG,300-FG-04,,-55.0,1240.54,Shipment,SHP-000516,Available,,-68229.7
175715,2026-05-16,Customer Shipment,CTL-0036,300,300-FG,300-FG-04,,-2.0,3755.26,Shipment,SHP-000516,Available,,-7510.52
177506,2026-05-16,Customer Shipment,AFT-0013,400,400-FG,400-FG-02,,-4.0,2946.6,Shipment,SHP-001412,Available,,-11786.4
177507,2026-05-16,Customer Shipment,AFT-0024,400,400-FG,400-FG-02,,-9.0,584.52,Shipment,SHP-001412,Available,,-5260.68
178652,2026-05-16,Customer Shipment,AFT-0004,400,400-FG,400-FG-03,,-22.0,2143.65,Shipment,SHP-001985,Available,,-47160.3
178653,2026-05-16,Customer Shipment,AFT-0015,400,400-FG,400-FG-03,,-33.0,1124.21,Shipment,SHP-001985,Available,,-37098.93
179790,2026-05-16,Customer Shipment,ACT-0055,100,100-FG,100-FG-04,,-2.0,2134.85,Shipment,SHP-002554,Available,,-4269.7
179791,2026-05-16,Customer Shipment,AFT-0006,400,400-FG,400-FG-04,,-4.0,5754.99,Shipment,SHP-002554,Available,,-23019.96
181584,2026-05-16,Customer Shipment,SYS-0013,100,100-FG,100-FG-02,,-9.0,871.78,Shipment,SHP-003451,Available,,-7846.0199999999995
181585,2026-05-16,Customer Shipment,SYS-0024,300,300-FG,300-FG-02,,-13.0,5743.44,Shipment,SHP-003451,Available,,-74664.72
182728,2026-05-16,Customer Shipment,SYS-0004,300,300-FG,300-FG-03,,-33.0,271.87,Shipment,SHP-004023,Available,,-8971.710000000001
182729,2026-05-16,Customer Shipment,SYS-0015,100,100-FG,100-FG-03,,-55.0,5502.56,Shipment,SHP-004023,Available,,-302640.80000000005
183754,2026-05-16,Customer Shipment,DRV-0009,100,100-FG,100-FG-03,,-33.0,304.81,Shipment,SHP-004536,Available,,-10058.73
183755,2026-05-16,Customer Shipment,DRV-0020,200,200-FG,200-FG-03,,-55.0,956.8,Shipment,SHP-004536,Available,,-52624.0
184896,2026-05-16,Customer Shipment,CTL-0040,300,300-FG,300-FG-04,,-4.0,3693.39,Shipment,SHP-005107,Available,,-14773.56
184897,2026-05-16,Customer Shipment,DRV-0011,100,100-FG,100-FG-04,,-9.0,823.38,Shipment,SHP-005107,Available,,-7410.42
186038,2026-05-16,Customer Shipment,CTL-0031,300,300-FG,300-FG-05,,-22.0,1954.36,Shipment,SHP-005678,Available,,-42995.92
186039,2026-05-16,Customer Shipment,DRV-0002,200,200-FG,200-FG-05,,-33.0,2270.82,Shipment,SHP-005678,Available,,-74937.06000000001
187834,2026-05-16,Customer Shipment,AFT-0019,400,400-FG,400-FG-03,,-55.0,769.7,Shipment,SHP-006576,Available,,-42333.5
187835,2026-05-16,Customer Shipment,AFT-0030,400,400-FG,400-FG-03,,-2.0,342.02,Shipment,SHP-006576,Available,,-684.04
188974,2026-05-16,Customer Shipment,AFT-0010,400,400-FG,400-FG-04,,-9.0,221.83,Shipment,SHP-007146,Available,,-1996.47
188975,2026-05-16,Customer Shipment,AFT-0021,400,400-FG,400-FG-04,,-13.0,395.23,Shipment,SHP-007146,Available,,-5137.99
190118,2026-05-16,Customer Shipment,AFT-0001,400,400-FG,400-FG-05,,-33.0,1725.19,Shipment,SHP-007718,Available,,-56931.270000000004
190119,2026-05-16,Customer Shipment,AFT-0012,400,400-FG,400-FG-05,,-55.0,1004.49,Shipment,SHP-007718,Available,,-55246.95
191146,2026-05-16,Customer Shipment,ACT-0006,200,200-FG,200-FG-05,,-33.0,521.36,Shipment,SHP-008232,Available,,-17204.88
191147,2026-05-16,Customer Shipment,ACT-0017,100,100-FG,100-FG-05,,-55.0,632.55,Shipment,SHP-008232,Available,,-34790.25
194311,2026-05-16,Purchase Receipt,RM-0053,100,100-RM,100-RM-04,,189.6178,29.16,Purchase Receipt,RCV-0002342,Accepted,,5529.255048
194455,2026-05-16,Purchase Receipt,PC-0025,300,300-RM,300-RM-03,,448.6888,126.46,Purchase Receipt,RCV-0002486,Accepted,,56741.185648
194600,2026-05-16,Purchase Receipt,RM-0044,100,100-RM,100-RM-02,,801.1119,21.8,Purchase Receipt,RCV-0002631,Accepted,,17464.23942
196329,2026-05-16,Purchase Receipt,PC-0021,100,100-RM,100-RM-01,,282.386,113.37,Purchase Receipt,RCV-0004360,Accepted,,32014.100820000003
196474,2026-05-16,Purchase Receipt,RM-0041,100,100-RM,100-RM-05,,222.1223,19.34,Purchase Receipt,RCV-0004505,Accepted,,4295.845282
197517,2026-05-16,Purchase Receipt,PC-0064,100,100-RM,100-RM-03,LOT-2605-005548,30.8541,51.19,Purchase Receipt,RCV-0005548,Accepted,,1579.421379
199103,2026-05-16,Purchase Receipt,PC-0070,100,100-RM,100-RM-03,,552.9897,70.82,Purchase Receipt,RCV-0007134,Accepted,,39162.730553999994
199247,2026-05-16,Purchase Receipt,RM-0080,100,100-RM,100-RM-02,,600.2317,25.89,Purchase Receipt,RCV-0007278,Accepted,,15539.998713
201121,2026-05-16,Purchase Receipt,RM-0076,300,300-RM,300-RM-05,,108.8811,22.61,Purchase Receipt,RCV-0009152,Accepted,,2461.801671
202163,2026-05-16,Purchase Receipt,RM-0004,100,100-RM,100-RM-03,,294.4915,14.43,Purchase Receipt,RCV-0010194,Accepted,,4249.512344999999
202307,2026-05-16,Purchase Receipt,RM-0115,100,100-RM,100-RM-02,LOT-2605-010338,331.1719,29.16,Purchase Receipt,RCV-0010338,Accepted,,9656.972604
203889,2026-05-16,Purchase Receipt,RM-0122,100,100-RM,100-RM-02,,98.336,34.89,Purchase Receipt,RCV-0011920,Accepted,,3430.94304
204034,2026-05-16,Purchase Receipt,PC-0100,100,100-RM,100-RM-01,,205.0999,67.55,Purchase Receipt,RCV-0012065,Accepted,,13854.498244999999
204177,2026-05-16,Purchase Receipt,RM-0111,100,100-RM,100-RM-05,,128.1103,25.89,Purchase Receipt,RCV-0012208,Accepted,,3316.775667
923,2026-05-17,Production Receipt,CTL-0027,300,300-FG,300-FG-04,,27.72,1052.17,Production Order,MO-000158,Available,,29166.1524
4339,2026-05-17,Production Receipt,AFT-0050,100,100-FG,100-FG-03,LOT-2605-000747,7.88,2471.31,Production Order,MO-000747,Available,,19473.9228
7784,2026-05-17,Production Receipt,SA-0083,300,300-FG,300-FG-02,,2.94,1042.38,Production Order,MO-001336,Available,,3064.5972
11207,2026-05-17,Production Receipt,ACT-0016,200,200-FG,200-FG-01,,17.55,217.25,Production Order,MO-001925,Available,,3812.7375
14633,2026-05-17,Production Receipt,SYS-0009,100,100-FG,100-FG-05,,6.965,550.07,Production Order,MO-002514,Available,,3831.2375500000003
18074,2026-05-17,Production Receipt,SA-0012,100,100-FG,100-FG-04,,34.65,416.54,Production Order,MO-003103,Available,,14433.111
21494,2026-05-17,Production Receipt,DRV-0005,100,100-FG,100-FG-03,,13.79,1162.73,Production Order,MO-003692,Available,,16034.046699999999
24920,2026-05-17,Production Receipt,ACT-0038,200,200-FG,200-FG-02,,3.92,422.97,Production Order,MO-004281,Available,,1658.0424
25543,2026-05-17,Transfer Out,AFT-0017,100,100-FG,100-FG-04,,-13.86,1705.89,Transfer Order,TO-AFT-004388,Available,,-23643.6354
25544,2026-05-17,Transfer In,AFT-0017,400,400-FG,400-FG-04,,13.86,1705.89,Transfer Order,TO-AFT-004388,Available,,23643.6354
28355,2026-05-17,Production Receipt,AFT-0001,100,100-FG,100-FG-01,,27.3,1725.18,Production Order,MO-004870,Available,,47097.414000000004
31788,2026-05-17,Production Receipt,SA-0034,200,200-FG,200-FG-05,,7.96,752.56,Production Order,MO-005459,Available,,5990.3776
35212,2026-05-17,Production Receipt,DRV-0027,100,100-FG,100-FG-04,LOT-2605-006048,2.97,1168.75,Production Order,MO-006048,Available,,3471.1875000000005
38645,2026-05-17,Production Receipt,ACT-0060,200,200-FG,200-FG-03,,17.73,218.01,Production Order,MO-006637,Available,,3865.3172999999997
39268,2026-05-17,Transfer Out,AFT-0039,300,300-FG,300-FG-05,,-2.985,8553.41,Transfer Order,TO-AFT-006744,Available,,-25531.92885
39269,2026-05-17,Transfer In,AFT-0039,400,400-FG,400-FG-05,,2.985,8553.41,Transfer Order,TO-AFT-006744,Available,,25531.92885
42077,2026-05-17,Production Receipt,AFT-0023,100,100-FG,100-FG-02,,6.86,273.18,Production Order,MO-007226,Available,,1874.0148000000002
45505,2026-05-17,Production Receipt,SA-0056,300,300-FG,300-FG-01,,34.125,586.12,Production Order,MO-007815,Available,,20001.345
48942,2026-05-17,Production Receipt,DRV-0049,100,100-FG,100-FG-05,,13.93,1199.79,Production Order,MO-008404,Available,,16713.074699999997
52371,2026-05-17,Production Receipt,CTL-0022,300,300-FG,300-FG-04,,3.96,2070.12,Production Order,MO-008993,Available,,8197.6752
55793,2026-05-17,Production Receipt,AFT-0045,300,300-FG,300-FG-03,,27.58,1273.82,Production Order,MO-009582,Available,,35131.955599999994
59226,2026-05-17,Production Receipt,SA-0078,100,100-FG,100-FG-02,,7.84,818.18,Production Order,MO-010171,Available,,6414.531199999999
62656,2026-05-17,Production Receipt,ACT-0011,100,100-FG,100-FG-01,,2.925,416.58,Production Order,MO-010760,Available,,1218.4965
66080,2026-05-17,Production Receipt,SYS-0004,300,300-FG,300-FG-05,LOT-2605-011349,17.91,271.87,Production Order,MO-011349,Available,,4869.1917
69517,2026-05-17,Production Receipt,SA-0007,200,200-FG,200-FG-04,,6.93,1089.95,Production Order,MO-011938,Available,,7553.3535
72948,2026-05-17,Production Receipt,SA-0100,200,200-FG,200-FG-03,,34.475,569.89,Production Order,MO-012527,Available,,19646.95775
76368,2026-05-17,Production Receipt,ACT-0033,100,100-FG,100-FG-02,,13.72,1322.17,Production Order,MO-013116,Available,,18140.172400000003
76996,2026-05-17,Transfer Out,AFT-0012,300,300-FG,300-FG-04,,-34.65,1004.49,Transfer Order,TO-AFT-013223,Available,,-34805.578499999996
76997,2026-05-17,Transfer In,AFT-0012,400,400-FG,400-FG-04,,34.65,1004.49,Transfer Order,TO-AFT-013223,Available,,34805.578499999996
79803,2026-05-17,Production Receipt,SYS-0026,300,300-FG,300-FG-01,,3.9,1401.71,Production Order,MO-013705,Available,,5466.669
83239,2026-05-17,Production Receipt,SA-0029,300,300-FG,300-FG-05,,27.86,315.74,Production Order,MO-014294,Available,,8796.5164
86651,2026-05-17,Production Receipt,DRV-0022,200,200-FG,200-FG-04,,7.92,4199.01,Production Order,MO-014883,Available,,33256.1592
90092,2026-05-17,Production Receipt,ACT-0055,100,100-FG,100-FG-03,,2.955,2134.85,Production Order,MO-015472,Available,,6308.48175
90705,2026-05-17,Transfer Out,AFT-0034,100,100-FG,100-FG-05,,-7.96,501.15,Transfer Order,TO-AFT-015579,Available,,-3989.154
90706,2026-05-17,Transfer In,AFT-0034,400,400-FG,400-FG-05,,7.96,501.15,Transfer Order,TO-AFT-015579,Available,,3989.154
93519,2026-05-17,Production Receipt,AFT-0018,300,300-FG,300-FG-02,,17.64,583.68,Production Order,MO-016061,Available,,10296.1152
96947,2026-05-17,Production Receipt,SA-0051,100,100-FG,100-FG-01,LOT-2605-016650,6.825,1088.71,Production Order,MO-016650,Available,,7430.445750000001
100384,2026-05-17,Production Receipt,DRV-0044,200,200-FG,200-FG-05,,34.825,219.04,Production Order,MO-017239,Available,,7628.068
103814,2026-05-17,Production Receipt,CTL-0017,300,300-FG,300-FG-04,,13.86,246.27,Production Order,MO-017828,Available,,3413.3022
104442,2026-05-17,Transfer Out,AFT-0056,100,100-FG,100-FG-01,,-34.125,386.11,Transfer Order,TO-AFT-017935,Available,,-13176.00375
104443,2026-05-17,Transfer In,AFT-0056,400,400-FG,400-FG-01,,34.125,386.11,Transfer Order,TO-AFT-017935,Available,,13176.00375
107236,2026-05-17,Production Receipt,AFT-0040,100,100-FG,100-FG-03,,3.94,567.45,Production Order,MO-018417,Available,,2235.753
110669,2026-05-17,Production Receipt,SA-0073,200,200-FG,200-FG-02,,27.44,389.09,Production Order,MO-019006,Available,,10676.6296
114104,2026-05-17,Production Receipt,ACT-0006,200,200-FG,200-FG-01,,7.8,521.36,Production Order,MO-019595,Available,,4066.608
117528,2026-05-17,Production Receipt,CTL-0039,300,300-FG,300-FG-05,,2.985,1883.78,Production Order,MO-020184,Available,,5623.083299999999
120961,2026-05-17,Production Receipt,SA-0002,300,300-FG,300-FG-04,,17.82,409.36,Production Order,MO-020773,Available,,7294.7952000000005
124393,2026-05-17,Production Receipt,SA-0095,300,300-FG,300-FG-03,,6.895,1274.81,Production Order,MO-021362,Available,,8789.81495
127813,2026-05-17,Production Receipt,ACT-0028,200,200-FG,200-FG-02,LOT-2605-021951,34.3,213.59,Production Order,MO-021951,Available,,7326.137
128440,2026-05-17,Transfer Out,AFT-0007,100,100-FG,100-FG-04,,-6.93,295.97,Transfer Order,TO-AFT-022058,Available,,-2051.0721000000003
128441,2026-05-17,Transfer In,AFT-0007,400,400-FG,400-FG-04,,6.93,295.97,Transfer Order,TO-AFT-022058,Available,,2051.0721000000003
131252,2026-05-17,Production Receipt,SYS-0021,100,100-FG,100-FG-01,,13.65,1935.92,Production Order,MO-022540,Available,,26425.308
134681,2026-05-17,Production Receipt,SA-0024,100,100-FG,100-FG-05,,3.98,871.97,Production Order,MO-023129,Available,,3470.4406
138105,2026-05-17,Production Receipt,DRV-0017,100,100-FG,100-FG-04,,27.72,777.04,Production Order,MO-023718,Available,,21539.548799999997
