item_id,site_code,planner_code,buyer_code,lead_time_days,safety_stock,reorder_point,min_order_qty,order_multiple,standard_material_cost,standard_labor_cost,standard_variable_overhead,standard_fixed_overhead,standard_outside_processing,standard_cost_effective_date
PC-0087,300,PLN-300-08,BUY-04,48,38.0,51.0,10.0,20.0,126.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0087,400,PLN-400-08,BUY-04,48,38.0,51.0,10.0,20.0,126.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0088,100,PLN-100-01,BUY-05,51,112.5,140.0,25.0,50.0,129.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0088,200,PLN-200-01,BUY-05,51,112.5,140.0,25.0,50.0,129.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0088,300,PLN-300-01,BUY-05,51,112.5,140.0,25.0,50.0,129.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0088,400,PLN-400-01,BUY-05,51,112.5,140.0,25.0,50.0,129.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0089,100,PLN-100-02,BUY-06,54,260.0,305.0,50.0,100.0,133.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0089,200,PLN-200-02,BUY-06,54,260.0,305.0,50.0,100.0,133.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0089,300,PLN-300-02,BUY-06,54,260.0,305.0,50.0,100.0,133.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0089,400,PLN-400-02,BUY-06,54,260.0,305.0,50.0,100.0,133.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0090,100,PLN-100-03,BUY-07,57,1.2,3.3,1.0,1.0,136.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0090,200,PLN-200-03,BUY-07,57,1.2,3.3,1.0,1.0,136.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0090,300,PLN-300-03,BUY-07,57,1.2,3.3,1.0,1.0,136.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0090,400,PLN-400-03,BUY-07,57,1.2,3.3,1.0,1.0,136.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0091,100,PLN-100-04,BUY-08,60,7.75,9.0,2.0,5.0,139.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0091,200,PLN-200-04,BUY-08,60,7.75,9.0,2.0,5.0,139.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0091,300,PLN-300-04,BUY-08,60,7.75,9.0,2.0,5.0,139.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0091,400,PLN-400-04,BUY-08,60,7.75,9.0,2.0,5.0,139.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0092,100,PLN-100-05,BUY-09,8,19.0,20.5,5.0,10.0,142.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0092,200,PLN-200-05,BUY-09,8,19.0,20.5,5.0,10.0,142.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0092,300,PLN-300-05,BUY-09,8,19.0,20.5,5.0,10.0,142.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0092,400,PLN-400-05,BUY-09,8,19.0,20.5,5.0,10.0,142.82,0.0,0.0,0.0,0.0,2026-01-01
PC-0093,100,PLN-100-06,BUY-10,11,45.0,46.0,10.0,20.0,44.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0093,200,PLN-200-06,BUY-10,11,45.0,46.0,10.0,20.0,44.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0093,300,PLN-300-06,BUY-10,11,45.0,46.0,10.0,20.0,44.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0093,400,PLN-400-06,BUY-10,11,45.0,46.0,10.0,20.0,44.64,0.0,0.0,0.0,0.0,2026-01-01
PC-0094,100,PLN-100-07,BUY-11,14,130.0,127.5,25.0,50.0,47.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0094,200,PLN-200-07,BUY-11,14,130.0,127.5,25.0,50.0,47.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0094,300,PLN-300-07,BUY-11,14,130.0,127.5,25.0,50.0,47.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0094,400,PLN-400-07,BUY-11,14,130.0,127.5,25.0,50.0,47.91,0.0,0.0,0.0,0.0,2026-01-01
PC-0095,100,PLN-100-08,BUY-12,17,120.0,280.0,50.0,100.0,51.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0095,200,PLN-200-08,BUY-12,17,120.0,280.0,50.0,100.0,51.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0095,300,PLN-300-08,BUY-12,17,120.0,280.0,50.0,100.0,51.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0095,400,PLN-400-08,BUY-12,17,120.0,280.0,50.0,100.0,51.19,0.0,0.0,0.0,0.0,2026-01-01
PC-0096,100,PLN-100-01,BUY-01,20,1.55,3.05,1.0,1.0,54.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0096,200,PLN-200-01,BUY-01,20,1.55,3.05,1.0,1.0,54.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0096,300,PLN-300-01,BUY-01,20,1.55,3.05,1.0,1.0,54.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0096,400,PLN-400-01,BUY-01,20,1.55,3.05,1.0,1.0,54.46,0.0,0.0,0.0,0.0,2026-01-01
PC-0097,100,PLN-100-02,BUY-02,23,9.5,16.5,2.0,5.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0097,200,PLN-200-02,BUY-02,23,9.5,16.5,2.0,5.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0097,300,PLN-300-02,BUY-02,23,9.5,16.5,2.0,5.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0097,400,PLN-400-02,BUY-02,23,9.5,16.5,2.0,5.0,57.73,0.0,0.0,0.0,0.0,2026-01-01
PC-0098,100,PLN-100-03,BUY-03,26,22.5,18.0,5.0,10.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0098,200,PLN-200-03,BUY-03,26,22.5,18.0,5.0,10.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0098,300,PLN-300-03,BUY-03,26,22.5,18.0,5.0,10.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0098,400,PLN-400-03,BUY-03,26,22.5,18.0,5.0,10.0,61.0,0.0,0.0,0.0,0.0,2026-01-01
PC-0099,100,PLN-100-04,BUY-04,29,52.0,41.0,10.0,20.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0099,200,PLN-200-04,BUY-04,29,52.0,41.0,10.0,20.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0099,300,PLN-300-04,BUY-04,29,52.0,41.0,10.0,20.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0099,400,PLN-400-04,BUY-04,29,52.0,41.0,10.0,20.0,64.28,0.0,0.0,0.0,0.0,2026-01-01
PC-0100,100,PLN-100-05,BUY-05,32,60.0,115.0,25.0,50.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0100,200,PLN-200-05,BUY-05,32,60.0,115.0,25.0,50.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0100,300,PLN-300-05,BUY-05,32,60.0,115.0,25.0,50.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
PC-0100,400,PLN-400-05,BUY-05,32,60.0,115.0,25.0,50.0,67.55,0.0,0.0,0.0,0.0,2026-01-01
RM-0001,100,PLN-100-02,BUY-02,10,7.75,10.25,2.0,5.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0001,200,PLN-200-02,BUY-02,10,7.75,10.25,2.0,5.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0001,300,PLN-300-02,BUY-02,10,7.75,10.25,2.0,5.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0001,400,PLN-400-02,BUY-02,10,7.75,10.25,2.0,5.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0002,100,PLN-100-03,BUY-03,13,19.0,23.0,5.0,10.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0002,200,PLN-200-03,BUY-03,13,19.0,23.0,5.0,10.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0002,300,PLN-300-03,BUY-03,13,19.0,23.0,5.0,10.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0002,400,PLN-400-03,BUY-03,13,19.0,23.0,5.0,10.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0003,100,PLN-100-04,BUY-04,16,45.0,51.0,10.0,20.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0003,200,PLN-200-04,BUY-04,16,45.0,51.0,10.0,20.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0003,300,PLN-300-04,BUY-04,16,45.0,51.0,10.0,20.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0003,400,PLN-400-04,BUY-04,16,45.0,51.0,10.0,20.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0004,100,PLN-100-05,BUY-05,19,130.0,140.0,25.0,50.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0004,200,PLN-200-05,BUY-05,19,130.0,140.0,25.0,50.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0004,300,PLN-300-05,BUY-05,19,130.0,140.0,25.0,50.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0004,400,PLN-400-05,BUY-05,19,130.0,140.0,25.0,50.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0005,100,PLN-100-06,BUY-06,22,120.0,305.0,50.0,100.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0005,200,PLN-200-06,BUY-06,22,120.0,305.0,50.0,100.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0005,300,PLN-300-06,BUY-06,22,120.0,305.0,50.0,100.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0005,400,PLN-400-06,BUY-06,22,120.0,305.0,50.0,100.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0006,100,PLN-100-07,BUY-07,25,1.55,3.3,1.0,1.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0006,200,PLN-200-07,BUY-07,25,1.55,3.3,1.0,1.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0006,300,PLN-300-07,BUY-07,25,1.55,3.3,1.0,1.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0006,400,PLN-400-07,BUY-07,25,1.55,3.3,1.0,1.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0007,100,PLN-100-08,BUY-08,28,9.5,9.0,2.0,5.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0007,200,PLN-200-08,BUY-08,28,9.5,9.0,2.0,5.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0007,300,PLN-300-08,BUY-08,28,9.5,9.0,2.0,5.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0007,400,PLN-400-08,BUY-08,28,9.5,9.0,2.0,5.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0008,100,PLN-100-01,BUY-09,31,22.5,20.5,5.0,10.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0008,200,PLN-200-01,BUY-09,31,22.5,20.5,5.0,10.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0008,300,PLN-300-01,BUY-09,31,22.5,20.5,5.0,10.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0008,400,PLN-400-01,BUY-09,31,22.5,20.5,5.0,10.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0009,100,PLN-100-02,BUY-10,34,52.0,46.0,10.0,20.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0009,200,PLN-200-02,BUY-10,34,52.0,46.0,10.0,20.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0009,300,PLN-300-02,BUY-10,34,52.0,46.0,10.0,20.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0009,400,PLN-400-02,BUY-10,34,52.0,46.0,10.0,20.0,18.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0010,100,PLN-100-03,BUY-11,37,60.0,127.5,25.0,50.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0010,200,PLN-200-03,BUY-11,37,60.0,127.5,25.0,50.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0010,300,PLN-300-03,BUY-11,37,60.0,127.5,25.0,50.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0010,400,PLN-400-03,BUY-11,37,60.0,127.5,25.0,50.0,19.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0011,100,PLN-100-04,BUY-12,40,155.0,280.0,50.0,100.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0011,200,PLN-200-04,BUY-12,40,155.0,280.0,50.0,100.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0011,300,PLN-300-04,BUY-12,40,155.0,280.0,50.0,100.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0011,400,PLN-400-04,BUY-12,40,155.0,280.0,50.0,100.0,20.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0012,100,PLN-100-05,BUY-01,43,1.9,3.05,1.0,1.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0012,200,PLN-200-05,BUY-01,43,1.9,3.05,1.0,1.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0012,300,PLN-300-05,BUY-01,43,1.9,3.05,1.0,1.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0012,400,PLN-400-05,BUY-01,43,1.9,3.05,1.0,1.0,20.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0013,100,PLN-100-06,BUY-02,46,11.25,16.5,2.0,5.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0013,200,PLN-200-06,BUY-02,46,11.25,16.5,2.0,5.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0013,300,PLN-300-06,BUY-02,46,11.25,16.5,2.0,5.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0013,400,PLN-400-06,BUY-02,46,11.25,16.5,2.0,5.0,21.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0014,100,PLN-100-07,BUY-03,49,26.0,18.0,5.0,10.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0014,200,PLN-200-07,BUY-03,49,26.0,18.0,5.0,10.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0014,300,PLN-300-07,BUY-03,49,26.0,18.0,5.0,10.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0014,400,PLN-400-07,BUY-03,49,26.0,18.0,5.0,10.0,22.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0015,100,PLN-100-08,BUY-04,52,24.0,41.0,10.0,20.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0015,200,PLN-200-08,BUY-04,52,24.0,41.0,10.0,20.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0015,300,PLN-300-08,BUY-04,52,24.0,41.0,10.0,20.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0015,400,PLN-400-08,BUY-04,52,24.0,41.0,10.0,20.0,23.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0016,100,PLN-100-01,BUY-05,55,77.5,115.0,25.0,50.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0016,200,PLN-200-01,BUY-05,55,77.5,115.0,25.0,50.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0016,300,PLN-300-01,BUY-05,55,77.5,115.0,25.0,50.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0016,400,PLN-400-01,BUY-05,55,77.5,115.0,25.0,50.0,24.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0017,100,PLN-100-02,BUY-06,58,190.0,255.0,50.0,100.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0017,200,PLN-200-02,BUY-06,58,190.0,255.0,50.0,100.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0017,300,PLN-300-02,BUY-06,58,190.0,255.0,50.0,100.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0017,400,PLN-400-02,BUY-06,58,190.0,255.0,50.0,100.0,25.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0018,100,PLN-100-03,BUY-07,61,2.25,2.8,1.0,1.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0018,200,PLN-200-03,BUY-07,61,2.25,2.8,1.0,1.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0018,300,PLN-300-03,BUY-07,61,2.25,2.8,1.0,1.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0018,400,PLN-400-03,BUY-07,61,2.25,2.8,1.0,1.0,25.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0019,100,PLN-100-04,BUY-08,9,13.0,15.25,2.0,5.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0019,200,PLN-200-04,BUY-08,9,13.0,15.25,2.0,5.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0019,300,PLN-300-04,BUY-08,9,13.0,15.25,2.0,5.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0019,400,PLN-400-04,BUY-08,9,13.0,15.25,2.0,5.0,26.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0020,100,PLN-100-05,BUY-09,12,12.0,33.0,5.0,10.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0020,200,PLN-200-05,BUY-09,12,12.0,33.0,5.0,10.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0020,300,PLN-300-05,BUY-09,12,12.0,33.0,5.0,10.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0020,400,PLN-400-05,BUY-09,12,12.0,33.0,5.0,10.0,27.52,0.0,0.0,0.0,0.0,2026-01-01
RM-0021,100,PLN-100-06,BUY-10,15,31.0,36.0,10.0,20.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0021,200,PLN-200-06,BUY-10,15,31.0,36.0,10.0,20.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0021,300,PLN-300-06,BUY-10,15,31.0,36.0,10.0,20.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0021,400,PLN-400-06,BUY-10,15,31.0,36.0,10.0,20.0,28.34,0.0,0.0,0.0,0.0,2026-01-01
RM-0022,100,PLN-100-07,BUY-11,18,95.0,102.5,25.0,50.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0022,200,PLN-200-07,BUY-11,18,95.0,102.5,25.0,50.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0022,300,PLN-300-07,BUY-11,18,95.0,102.5,25.0,50.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0022,400,PLN-400-07,BUY-11,18,95.0,102.5,25.0,50.0,29.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0023,100,PLN-100-08,BUY-12,21,225.0,230.0,50.0,100.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0023,200,PLN-200-08,BUY-12,21,225.0,230.0,50.0,100.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0023,300,PLN-300-08,BUY-12,21,225.0,230.0,50.0,100.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0023,400,PLN-400-08,BUY-12,21,225.0,230.0,50.0,100.0,29.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0024,100,PLN-100-01,BUY-01,24,2.6,2.55,1.0,1.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0024,200,PLN-200-01,BUY-01,24,2.6,2.55,1.0,1.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0024,300,PLN-300-01,BUY-01,24,2.6,2.55,1.0,1.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0024,400,PLN-400-01,BUY-01,24,2.6,2.55,1.0,1.0,30.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0025,100,PLN-100-02,BUY-02,27,6.0,14.0,2.0,5.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0025,200,PLN-200-02,BUY-02,27,6.0,14.0,2.0,5.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0025,300,PLN-300-02,BUY-02,27,6.0,14.0,2.0,5.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0025,400,PLN-400-02,BUY-02,27,6.0,14.0,2.0,5.0,31.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0026,100,PLN-100-03,BUY-03,30,15.5,30.5,5.0,10.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0026,200,PLN-200-03,BUY-03,30,15.5,30.5,5.0,10.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0026,300,PLN-300-03,BUY-03,30,15.5,30.5,5.0,10.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0026,400,PLN-400-03,BUY-03,30,15.5,30.5,5.0,10.0,32.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0027,100,PLN-100-04,BUY-04,33,38.0,66.0,10.0,20.0,33.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0027,200,PLN-200-04,BUY-04,33,38.0,66.0,10.0,20.0,33.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0027,300,PLN-300-04,BUY-04,33,38.0,66.0,10.0,20.0,33.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0027,400,PLN-400-04,BUY-04,33,38.0,66.0,10.0,20.0,33.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0028,100,PLN-100-05,BUY-05,36,112.5,90.0,25.0,50.0,34.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0028,200,PLN-200-05,BUY-05,36,112.5,90.0,25.0,50.0,34.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0028,300,PLN-300-05,BUY-05,36,112.5,90.0,25.0,50.0,34.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0028,400,PLN-400-05,BUY-05,36,112.5,90.0,25.0,50.0,34.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0029,100,PLN-100-06,BUY-06,39,260.0,205.0,50.0,100.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0029,200,PLN-200-06,BUY-06,39,260.0,205.0,50.0,100.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0029,300,PLN-300-06,BUY-06,39,260.0,205.0,50.0,100.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0029,400,PLN-400-06,BUY-06,39,260.0,205.0,50.0,100.0,34.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0030,100,PLN-100-07,BUY-07,42,1.2,2.3,1.0,1.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0030,200,PLN-200-07,BUY-07,42,1.2,2.3,1.0,1.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0030,300,PLN-300-07,BUY-07,42,1.2,2.3,1.0,1.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0030,400,PLN-400-07,BUY-07,42,1.2,2.3,1.0,1.0,35.71,0.0,0.0,0.0,0.0,2026-01-01
RM-0031,100,PLN-100-08,BUY-08,45,7.75,12.75,2.0,5.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0031,200,PLN-200-08,BUY-08,45,7.75,12.75,2.0,5.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0031,300,PLN-300-08,BUY-08,45,7.75,12.75,2.0,5.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0031,400,PLN-400-08,BUY-08,45,7.75,12.75,2.0,5.0,11.16,0.0,0.0,0.0,0.0,2026-01-01
RM-0032,100,PLN-100-01,BUY-09,48,19.0,28.0,5.0,10.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0032,200,PLN-200-01,BUY-09,48,19.0,28.0,5.0,10.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0032,300,PLN-300-01,BUY-09,48,19.0,28.0,5.0,10.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0032,400,PLN-400-01,BUY-09,48,19.0,28.0,5.0,10.0,11.98,0.0,0.0,0.0,0.0,2026-01-01
RM-0033,100,PLN-100-02,BUY-10,51,45.0,61.0,10.0,20.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0033,200,PLN-200-02,BUY-10,51,45.0,61.0,10.0,20.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0033,300,PLN-300-02,BUY-10,51,45.0,61.0,10.0,20.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0033,400,PLN-400-02,BUY-10,51,45.0,61.0,10.0,20.0,12.8,0.0,0.0,0.0,0.0,2026-01-01
RM-0034,100,PLN-100-03,BUY-11,54,130.0,165.0,25.0,50.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0034,200,PLN-200-03,BUY-11,54,130.0,165.0,25.0,50.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0034,300,PLN-300-03,BUY-11,54,130.0,165.0,25.0,50.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0034,400,PLN-400-03,BUY-11,54,130.0,165.0,25.0,50.0,13.61,0.0,0.0,0.0,0.0,2026-01-01
RM-0035,100,PLN-100-04,BUY-12,57,120.0,180.0,50.0,100.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0035,200,PLN-200-04,BUY-12,57,120.0,180.0,50.0,100.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0035,300,PLN-300-04,BUY-12,57,120.0,180.0,50.0,100.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0035,400,PLN-400-04,BUY-12,57,120.0,180.0,50.0,100.0,14.43,0.0,0.0,0.0,0.0,2026-01-01
RM-0036,100,PLN-100-05,BUY-01,60,1.55,2.05,1.0,1.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0036,200,PLN-200-05,BUY-01,60,1.55,2.05,1.0,1.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0036,300,PLN-300-05,BUY-01,60,1.55,2.05,1.0,1.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0036,400,PLN-400-05,BUY-01,60,1.55,2.05,1.0,1.0,15.25,0.0,0.0,0.0,0.0,2026-01-01
RM-0037,100,PLN-100-06,BUY-02,8,9.5,11.5,2.0,5.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0037,200,PLN-200-06,BUY-02,8,9.5,11.5,2.0,5.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0037,300,PLN-300-06,BUY-02,8,9.5,11.5,2.0,5.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0037,400,PLN-400-06,BUY-02,8,9.5,11.5,2.0,5.0,16.07,0.0,0.0,0.0,0.0,2026-01-01
RM-0038,100,PLN-100-07,BUY-03,11,22.5,25.5,5.0,10.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0038,200,PLN-200-07,BUY-03,11,22.5,25.5,5.0,10.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0038,300,PLN-300-07,BUY-03,11,22.5,25.5,5.0,10.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0038,400,PLN-400-07,BUY-03,11,22.5,25.5,5.0,10.0,16.89,0.0,0.0,0.0,0.0,2026-01-01
RM-0039,100,PLN-100-08,BUY-04,14,52.0,56.0,10.0,20.0,17.71,0.0,0.0,0.0,0.0,2026-01-01
