id,routing_id,operation_number,work_center_code,setup_hours,run_hours_per_unit,queue_hours,outside_processing,yield_percent
1337,298,10,WC-100-05,0.47,0.04,3.0,0,0.982
1338,298,20,WC-100-07,0.47,0.065,5.0,0,0.979
1339,298,30,WC-100-01,0.47,0.09,1.0,0,0.985
1340,298,40,WC-100-03,0.47,0.115,3.0,0,0.982
1341,298,50,WC-100-05,0.47,0.14,5.0,0,0.979
1342,299,10,WC-300-06,0.55,0.065,3.0,0,0.982
1343,299,20,WC-300-08,0.55,0.09,5.0,1,0.979
1344,299,30,WC-300-02,0.55,0.115,1.0,0,0.985
1345,299,40,WC-300-04,0.55,0.14,3.0,0,0.982
1346,299,50,WC-300-06,0.55,0.165,5.0,0,0.979
1347,299,60,WC-300-08,0.55,0.19,1.0,1,0.985
1348,300,10,WC-100-07,0.63,0.09,3.0,0,0.982
1349,300,20,WC-100-01,0.63,0.115,5.0,0,0.979
1350,300,30,WC-100-03,0.63,0.14,1.0,0,0.985
1351,301,10,WC-100-08,0.15,0.115,3.0,1,0.982
1352,301,20,WC-100-02,0.15,0.14,5.0,0,0.979
1353,301,30,WC-100-04,0.15,0.165,1.0,0,0.985
1354,301,40,WC-100-06,0.15,0.19,3.0,0,0.982
1355,302,10,WC-300-01,0.23,0.14,3.0,0,0.982
1356,302,20,WC-300-03,0.23,0.165,5.0,0,0.979
1357,302,30,WC-300-05,0.23,0.19,1.0,0,0.985
1358,302,40,WC-300-07,0.23,0.215,3.0,0,0.982
1359,302,50,WC-300-01,0.23,0.24,5.0,0,0.979
1360,303,10,WC-100-02,0.31,0.165,3.0,0,0.982
1361,303,20,WC-100-04,0.31,0.19,5.0,0,0.979
1362,303,30,WC-100-06,0.31,0.215,1.0,0,0.985
1363,303,40,WC-100-08,0.31,0.24,3.0,1,0.982
1364,303,50,WC-100-02,0.31,0.265,5.0,0,0.979
1365,303,60,WC-100-04,0.31,0.29,1.0,0,0.985
1366,304,10,WC-100-03,0.39,0.19,3.0,0,0.982
1367,304,20,WC-100-05,0.39,0.215,5.0,0,0.979
1368,304,30,WC-100-07,0.39,0.24,1.0,0,0.985
1369,305,10,WC-300-04,0.47,0.215,3.0,0,0.982
1370,305,20,WC-300-06,0.47,0.24,5.0,0,0.979
1371,305,30,WC-300-08,0.47,0.265,1.0,1,0.985
1372,305,40,WC-300-02,0.47,0.29,3.0,0,0.982
1373,306,10,WC-100-05,0.55,0.24,3.0,0,0.982
1374,306,20,WC-100-07,0.55,0.265,5.0,0,0.979
1375,306,30,WC-100-01,0.55,0.29,1.0,0,0.985
1376,306,40,WC-100-03,0.55,0.315,3.0,0,0.982
1377,306,50,WC-100-05,0.55,0.34,5.0,0,0.979
1378,307,10,WC-100-06,0.63,0.265,3.0,0,0.982
1379,307,20,WC-100-08,0.63,0.29,5.0,1,0.979
1380,307,30,WC-100-02,0.63,0.315,1.0,0,0.985
1381,307,40,WC-100-04,0.63,0.34,3.0,0,0.982
1382,307,50,WC-100-06,0.63,0.04,5.0,0,0.979
1383,307,60,WC-100-08,0.63,0.065,1.0,1,0.985
1384,308,10,WC-300-07,0.15,0.29,3.0,0,0.982
1385,308,20,WC-300-01,0.15,0.315,5.0,0,0.979
1386,308,30,WC-300-03,0.15,0.34,1.0,0,0.985
1387,309,10,WC-100-08,0.23,0.315,3.0,1,0.982
1388,309,20,WC-100-02,0.23,0.34,5.0,0,0.979
1389,309,30,WC-100-04,0.23,0.04,1.0,0,0.985
1390,309,40,WC-100-06,0.23,0.065,3.0,0,0.982
1391,310,10,WC-100-01,0.31,0.34,3.0,0,0.982
1392,310,20,WC-100-03,0.31,0.04,5.0,0,0.979
1393,310,30,WC-100-05,0.31,0.065,1.0,0,0.985
1394,310,40,WC-100-07,0.31,0.09,3.0,0,0.982
1395,310,50,WC-100-01,0.31,0.115,5.0,0,0.979
1396,311,10,WC-300-02,0.39,0.04,3.0,0,0.982
1397,311,20,WC-300-04,0.39,0.065,5.0,0,0.979
1398,311,30,WC-300-06,0.39,0.09,1.0,0,0.985
1399,311,40,WC-300-08,0.39,0.115,3.0,1,0.982
1400,311,50,WC-300-02,0.39,0.14,5.0,0,0.979
1401,311,60,WC-300-04,0.39,0.165,1.0,0,0.985
1402,312,10,WC-100-03,0.47,0.065,3.0,0,0.982
1403,312,20,WC-100-05,0.47,0.09,5.0,0,0.979
1404,312,30,WC-100-07,0.47,0.115,1.0,0,0.985
1405,313,10,WC-100-04,0.55,0.09,3.0,0,0.982
1406,313,20,WC-100-06,0.55,0.115,5.0,0,0.979
1407,313,30,WC-100-08,0.55,0.14,1.0,1,0.985
1408,313,40,WC-100-02,0.55,0.165,3.0,0,0.982
1409,314,10,WC-300-05,0.63,0.115,3.0,0,0.982
1410,314,20,WC-300-07,0.63,0.14,5.0,0,0.979
1411,314,30,WC-300-01,0.63,0.165,1.0,0,0.985
1412,314,40,WC-300-03,0.63,0.19,3.0,0,0.982
1413,314,50,WC-300-05,0.63,0.215,5.0,0,0.979
1414,315,10,WC-100-06,0.15,0.14,3.0,0,0.982
1415,315,20,WC-100-08,0.15,0.165,5.0,1,0.979
1416,315,30,WC-100-02,0.15,0.19,1.0,0,0.985
1417,315,40,WC-100-04,0.15,0.215,3.0,0,0.982
1418,315,50,WC-100-06,0.15,0.24,5.0,0,0.979
1419,315,60,WC-100-08,0.15,0.265,1.0,1,0.985
1420,316,10,WC-100-07,0.23,0.165,3.0,0,0.982
1421,316,20,WC-100-01,0.23,0.19,5.0,0,0.979
1422,316,30,WC-100-03,0.23,0.215,1.0,0,0.985
1423,317,10,WC-300-08,0.31,0.19,3.0,1,0.982
1424,317,20,WC-300-02,0.31,0.215,5.0,0,0.979
1425,317,30,WC-300-04,0.31,0.24,1.0,0,0.985
1426,317,40,WC-300-06,0.31,0.265,3.0,0,0.982
1427,318,10,WC-100-01,0.39,0.215,3.0,0,0.982
1428,318,20,WC-100-03,0.39,0.24,5.0,0,0.979
1429,318,30,WC-100-05,0.39,0.265,1.0,0,0.985
1430,318,40,WC-100-07,0.39,0.29,3.0,0,0.982
1431,318,50,WC-100-01,0.39,0.315,5.0,0,0.979
1432,319,10,WC-100-02,0.47,0.24,3.0,0,0.982
1433,319,20,WC-100-04,0.47,0.265,5.0,0,0.979
1434,319,30,WC-100-06,0.47,0.29,1.0,0,0.985
1435,319,40,WC-100-08,0.47,0.315,3.0,1,0.982
1436,319,50,WC-100-02,0.47,0.34,5.0,0,0.979
1437,319,60,WC-100-04,0.47,0.04,1.0,0,0.985
1438,320,10,WC-300-03,0.55,0.265,3.0,0,0.982
1439,320,20,WC-300-05,0.55,0.29,5.0,0,0.979
1440,320,30,WC-300-07,0.55,0.315,1.0,0,0.985
1441,321,10,WC-100-04,0.63,0.29,3.0,0,0.982
1442,321,20,WC-100-06,0.63,0.315,5.0,0,0.979
1443,321,30,WC-100-08,0.63,0.34,1.0,1,0.985
1444,321,40,WC-100-02,0.63,0.04,3.0,0,0.982
1445,322,10,WC-100-05,0.15,0.315,3.0,0,0.982
1446,322,20,WC-100-07,0.15,0.34,5.0,0,0.979
1447,322,30,WC-100-01,0.15,0.04,1.0,0,0.985
1448,322,40,WC-100-03,0.15,0.065,3.0,0,0.982
1449,322,50,WC-100-05,0.15,0.09,5.0,0,0.979
1450,323,10,WC-300-06,0.23,0.34,3.0,0,0.982
1451,323,20,WC-300-08,0.23,0.04,5.0,1,0.979
1452,323,30,WC-300-02,0.23,0.065,1.0,0,0.985
1453,323,40,WC-300-04,0.23,0.09,3.0,0,0.982
1454,323,50,WC-300-06,0.23,0.115,5.0,0,0.979
1455,323,60,WC-300-08,0.23,0.14,1.0,1,0.985
1456,324,10,WC-100-07,0.31,0.04,3.0,0,0.982
1457,324,20,WC-100-01,0.31,0.065,5.0,0,0.979
1458,324,30,WC-100-03,0.31,0.09,1.0,0,0.985
1459,325,10,WC-100-08,0.39,0.065,3.0,1,0.982
1460,325,20,WC-100-02,0.39,0.09,5.0,0,0.979
1461,325,30,WC-100-04,0.39,0.115,1.0,0,0.985
1462,325,40,WC-100-06,0.39,0.14,3.0,0,0.982
1463,326,10,WC-300-01,0.47,0.09,3.0,0,0.982
1464,326,20,WC-300-03,0.47,0.115,5.0,0,0.979
1465,326,30,WC-300-05,0.47,0.14,1.0,0,0.985
1466,326,40,WC-300-07,0.47,0.165,3.0,0,0.982
1467,326,50,WC-300-01,0.47,0.19,5.0,0,0.979
1468,327,10,WC-100-02,0.55,0.115,3.0,0,0.982
1469,327,20,WC-100-04,0.55,0.14,5.0,0,0.979
1470,327,30,WC-100-06,0.55,0.165,1.0,0,0.985
1471,327,40,WC-100-08,0.55,0.19,3.0,1,0.982
1472,327,50,WC-100-02,0.55,0.215,5.0,0,0.979
1473,327,60,WC-100-04,0.55,0.24,1.0,0,0.985
1474,328,10,WC-100-03,0.63,0.14,3.0,0,0.982
1475,328,20,WC-100-05,0.63,0.165,5.0,0,0.979
1476,328,30,WC-100-07,0.63,0.19,1.0,0,0.985
1477,329,10,WC-300-04,0.15,0.165,3.0,0,0.982
1478,329,20,WC-300-06,0.15,0.19,5.0,0,0.979
1479,329,30,WC-300-08,0.15,0.215,1.0,1,0.985
1480,329,40,WC-300-02,0.15,0.24,3.0,0,0.982
1481,330,10,WC-100-05,0.23,0.19,3.0,0,0.982
1482,330,20,WC-100-07,0.23,0.215,5.0,0,0.979
1483,330,30,WC-100-01,0.23,0.24,1.0,0,0.985
1484,330,40,WC-100-03,0.23,0.265,3.0,0,0.982
1485,330,50,WC-100-05,0.23,0.29,5.0,0,0.979
1486,331,10,WC-100-06,0.31,0.215,3.0,0,0.982
1487,331,20,WC-100-08,0.31,0.24,5.0,1,0.979
1488,331,30,WC-100-02,0.31,0.265,1.0,0,0.985
1489,331,40,WC-100-04,0.31,0.29,3.0,0,0.982
1490,331,50,WC-100-06,0.31,0.315,5.0,0,0.979
1491,331,60,WC-100-08,0.31,0.34,1.0,1,0.985
1492,332,10,WC-300-07,0.39,0.24,3.0,0,0.982
1493,332,20,WC-300-01,0.39,0.265,5.0,0,0.979
1494,332,30,WC-300-03,0.39,0.29,1.0,0,0.985
1495,333,10,WC-100-08,0.47,0.265,3.0,1,0.982
1496,333,20,WC-100-02,0.47,0.29,5.0,0,0.979
1497,333,30,WC-100-04,0.47,0.315,1.0,0,0.985
1498,333,40,WC-100-06,0.47,0.34,3.0,0,0.982
1499,334,10,WC-100-01,0.55,0.29,3.0,0,0.982
1500,334,20,WC-100-03,0.55,0.315,5.0,0,0.979
1501,334,30,WC-100-05,0.55,0.34,1.0,0,0.985
1502,334,40,WC-100-07,0.55,0.04,3.0,0,0.982
1503,334,50,WC-100-01,0.55,0.065,5.0,0,0.979
1504,335,10,WC-300-02,0.63,0.315,3.0,0,0.982
1505,335,20,WC-300-04,0.63,0.34,5.0,0,0.979
1506,335,30,WC-300-06,0.63,0.04,1.0,0,0.985
1507,335,40,WC-300-08,0.63,0.065,3.0,1,0.982
1508,335,50,WC-300-02,0.63,0.09,5.0,0,0.979
1509,335,60,WC-300-04,0.63,0.115,1.0,0,0.985
1510,336,10,WC-100-03,0.15,0.34,3.0,0,0.982
1511,336,20,WC-100-05,0.15,0.04,5.0,0,0.979
1512,336,30,WC-100-07,0.15,0.065,1.0,0,0.985
1513,337,10,WC-100-04,0.23,0.04,3.0,0,0.982
1514,337,20,WC-100-06,0.23,0.065,5.0,0,0.979
1515,337,30,WC-100-08,0.23,0.09,1.0,1,0.985
1516,337,40,WC-100-02,0.23,0.115,3.0,0,0.982
1517,338,10,WC-300-05,0.31,0.065,3.0,0,0.982
1518,338,20,WC-300-07,0.31,0.09,5.0,0,0.979
1519,338,30,WC-300-01,0.31,0.115,1.0,0,0.985
1520,338,40,WC-300-03,0.31,0.14,3.0,0,0.982
1521,338,50,WC-300-05,0.31,0.165,5.0,0,0.979
1522,339,10,WC-100-06,0.39,0.09,3.0,0,0.982
1523,339,20,WC-100-08,0.39,0.115,5.0,1,0.979
1524,339,30,WC-100-02,0.39,0.14,1.0,0,0.985
1525,339,40,WC-100-04,0.39,0.165,3.0,0,0.982
1526,339,50,WC-100-06,0.39,0.19,5.0,0,0.979
1527,339,60,WC-100-08,0.39,0.215,1.0,1,0.985
1528,340,10,WC-100-07,0.47,0.115,3.0,0,0.982
1529,340,20,WC-100-01,0.47,0.14,5.0,0,0.979
1530,340,30,WC-100-03,0.47,0.165,1.0,0,0.985
1531,341,10,WC-300-08,0.55,0.14,3.0,1,0.982
1532,341,20,WC-300-02,0.55,0.165,5.0,0,0.979
1533,341,30,WC-300-04,0.55,0.19,1.0,0,0.985
1534,341,40,WC-300-06,0.55,0.215,3.0,0,0.982
1535,342,10,WC-100-01,0.63,0.165,3.0,0,0.982
1536,342,20,WC-100-03,0.63,0.19,5.0,0,0.979
1537,342,30,WC-100-05,0.63,0.215,1.0,0,0.985
1538,342,40,WC-100-07,0.63,0.24,3.0,0,0.982
1539,342,50,WC-100-01,0.63,0.265,5.0,0,0.979
1540,343,10,WC-100-02,0.15,0.19,3.0,0,0.982
1541,343,20,WC-100-04,0.15,0.215,5.0,0,0.979
1542,343,30,WC-100-06,0.15,0.24,1.0,0,0.985
1543,343,40,WC-100-08,0.15,0.265,3.0,1,0.982
1544,343,50,WC-100-02,0.15,0.29,5.0,0,0.979
1545,343,60,WC-100-04,0.15,0.315,1.0,0,0.985
1546,344,10,WC-300-03,0.23,0.215,3.0,0,0.982
1547,344,20,WC-300-05,0.23,0.24,5.0,0,0.979
1548,344,30,WC-300-07,0.23,0.265,1.0,0,0.985
1549,345,10,WC-100-04,0.31,0.24,3.0,0,0.982
1550,345,20,WC-100-06,0.31,0.265,5.0,0,0.979
1551,345,30,WC-100-08,0.31,0.29,1.0,1,0.985
1552,345,40,WC-100-02,0.31,0.315,3.0,0,0.982
1553,346,10,WC-100-05,0.39,0.265,3.0,0,0.982
1554,346,20,WC-100-07,0.39,0.29,5.0,0,0.979
1555,346,30,WC-100-01,0.39,0.315,1.0,0,0.985
1556,346,40,WC-100-03,0.39,0.34,3.0,0,0.982
1557,346,50,WC-100-05,0.39,0.04,5.0,0,0.979
1558,347,10,WC-300-06,0.47,0.29,3.0,0,0.982
1559,347,20,WC-300-08,0.47,0.315,5.0,1,0.979
1560,347,30,WC-300-02,0.47,0.34,1.0,0,0.985
1561,347,40,WC-300-04,0.47,0.04,3.0,0,0.982
1562,347,50,WC-300-06,0.47,0.065,5.0,0,0.979
1563,347,60,WC-300-08,0.47,0.09,1.0,1,0.985
1564,348,10,WC-100-07,0.55,0.315,3.0,0,0.982
1565,348,20,WC-100-01,0.55,0.34,5.0,0,0.979
1566,348,30,WC-100-03,0.55,0.04,1.0,0,0.985
1567,349,10,WC-100-08,0.63,0.34,3.0,1,0.982
1568,349,20,WC-100-02,0.63,0.04,5.0,0,0.979
1569,349,30,WC-100-04,0.63,0.065,1.0,0,0.985
1570,349,40,WC-100-06,0.63,0.09,3.0,0,0.982
1571,350,10,WC-300-01,0.15,0.04,3.0,0,0.982
1572,350,20,WC-300-03,0.15,0.065,5.0,0,0.979
1573,350,30,WC-300-05,0.15,0.09,1.0,0,0.985
1574,350,40,WC-300-07,0.15,0.115,3.0,0,0.982
1575,350,50,WC-300-01,0.15,0.14,5.0,0,0.979
